App,Time Spent (Seconds),Category,Productivity
archive utility,35,General Utilities,1
tinyurl.com,93,Internet Utilities,1
cdi.mit.edu,20,Presentation,2
innovation.mit.edu,12,Presentation,2
nationalinterest.org,265,General News & Opinion,-2
github.com,1639,General Software Development,2
tex.stackexchange.com,193,Engineering & Technology,1
l.messenger.com,14,Instant Message,-1
hecps1web01.mit.edu:44300,84,Uncategorized,0
hecps1web01.mit.edu,20,Presentation,2
atlas.mit.edu,40,General Business,2
images.google.com,3,Search,0
santorinidave.com,57,Uncategorized,0
when2meet.com,92,General Communication & Scheduling,0
when2meet.co,2,Uncategorized,0
baljob.com,18,Uncategorized,0
alum.mit.edu,34,General Reference & Learning,1
alumsso.mit.edu,10,Presentation,2
python,1796,General Software Development,2
TextEdit,342,Writing,2
RescueTime,12,Intelligence,0
18.2.227.201,276,Uncategorized,0
printerproxy,20,General Business,2
amazon.com,1154,General Shopping,-1
discussions.apple.com,33,Science & Technology,-1
microsoft autoupdate,4,General Utilities,1
support.apple.com,101,Search,0
getsupport.apple.com,204,General Utilities,1
idmsa.apple.com,24,General Software Development,2
studio.youtube.com,58,Video Editing,2
Non-Whitelist Web Site,36,Search,0
productforums.google.com,175,General Software Development,2
mikeshard.com,1,Uncategorized,0
maangchi.com,15,Food,1
cookstr.com,39,Food,1
microsoft word,774,Writing,2
backup and sync from google,513,Uncategorized,0
law360.com,47,Legal & Gov't,1
Notes,2180,Writing,2
vote.org,40,Uncategorized,0
sec.state.ma.us,9,General Business,2
open-public-records.com,11,Uncategorized,0
ebookfriendly.com,154,Uncategorized,0
igeeksblog.com,145,Science & Technology,-1
math.mit.edu,11917,Engineering & Technology,1
oidc.mit.edu,8,Presentation,2
microsoft onenote,65,Intelligence,2
stats.stackexchange.com,51,Engineering & Technology,1
Zoom,972,Meetings,1
cs.cornell.edu,189,General Reference & Learning,1
Activity Monitor,62,General Utilities,0
storeuid,125,General Utilities,1
6009.cat-soop.org,90,Uncategorized,0
6009.mit.edu,4,Presentation,2
catalog.mit.edu,686,Presentation,2
ocw.mit.edu,23,General Reference & Learning,1
businessinsider.com,371,General News & Opinion,-2
mitcsc.mit.edu,184,Presentation,2
instagram.com,73,General Social Networking,-2
zbt.mit.edu,536,Presentation,2
google.com/calendar,142,Calendars,2
goo.gl,4,Internet Utilities,1
theguardian.com,583,General News & Opinion,-2
cnbc.com,229,Business,-1
ft.com,189,General News & Opinion,-2
scmp.com,293,General News & Opinion,-2
rescuetime.com,788,Intelligence,0
istat menus,8,General Utilities,1
spotify,1691,General Entertainment,-2
wikihow.com,72,Search,0
southernliving.com,14,Home & Garden,0
iTunes,516,Music,0
effbot.org,328,Search,0
paypal.com,145,General Business,2
nytimes.com,797,General News & Opinion,-2
courses.csail.mit.edu,48,General Reference & Learning,1
attcorp.webex.com,85,General Business,2
cisco webex meeting center,1633,Meetings,1
chrome.google.com,22,General Shopping,-2
cisco webex start,7,Meetings,1
install cisco webex add-on,4,Uncategorized,0
coreservicesuiagent,26,General Utilities,0
cambridgehistory.org,39,Uncategorized,0
web.mit.edu,491,General Reference & Learning,2
cambridgema.gov,596,General Reference & Learning,1
thecrimson.com,11,General News & Opinion,-2
photos,420,Photos,0
registrar.mit.edu,83,Presentation,2
cs111.wellesley.edu,1337,General Reference & Learning,1
history,68,Browsers,0
Dictionary,6,General Reference & Learning,1
varsitytutors.com,97,General Reference & Learning,1
bjnews.com.cn,25,General News & Opinion,-2
ditiezu.com,58,Uncategorized,0
beijingclimbingclub.com,100,Uncategorized,0
3519822.com:8888,14,Uncategorized,0
25636.xyz:8888,3,Uncategorized,0
meetup.com,72,General Social Networking,-2
mountainproject.com,242,General News & Opinion,-2
sites.math.washington.edu,375,General Reference & Learning,1
awaytravel.com,163,General Shopping,-2
orbitz.com,761,Travel & Outdoors,-2
groups.mit.edu,143,Presentation,2
ist.mit.edu,4,Engineering & Technology,1
concursolutions.com,52,General Business,2
vpf.mit.edu,2,Presentation,2
usernotificationcenter,80,General Utilities,0
contacts,152,Customer Relations,2
math.stackexchange.com,41,General Reference & Learning,1
leetcode.com,987,Engineering & Technology,1
pythoncentral.io,116,Engineering & Technology,1
wired.com,83,Science & Technology,-1
icloud.com,109,General Software Development,2
handbook.mit.edu,59,Presentation,2
hackerrank.com,2118,General Software Development,2
hr.gs,18,Uncategorized,0
dusp.mit.edu,300,General Reference & Learning,1
student.mit.edu,42,General Reference & Learning,1
uaap.mit.edu,63,Presentation,2
mitgsl.mit.edu,47,Presentation,2
purposegames.com,597,Games,-2
sporcle.com,1054,Games,-2
video.odl.mit.edu,4604,General Reference & Learning,1
stats.ioinformatics.org,115,Uncategorized,0
ranking.ioi18.net,25,Uncategorized,0
ioi2018.jp,25,Uncategorized,0
mass.gov,77,General Business,2
atlas-myrmv.massdot.state.ma.us,164,Uncategorized,0
secure.rmv.state.ma.us,165,Uncategorized,0
secure2.rmv.state.ma.us,45,Uncategorized,0
na3.docusign.net,70,General Business,2
Google Presentations,199,Presentation,2
mathworld.wolfram.com,13,Search,0
Google Drawings,170,Graphic Design,2
scontent.fbed1-2.fna.fbcdn.net,1,Uncategorized,0
eclecticenergies.com,55,Uncategorized,0
foxrothschild.com,4,Uncategorized,0
bhphotovideo.com,674,General Shopping,-2
aqicn.org,7,General Reference & Learning,1
tesla.com,917,Uncategorized,0
a1autotransport.com,121,Uncategorized,0
tesla.cn,456,Uncategorized,0
w3schools.com,10,Engineering & Technology,1
braze.com,2,Uncategorized,0
expressvpn,4,General Utilities,1
stripes.com,54,General News & Opinion,-2
bloomberg.com,73,Business,-1
esquire.com,29,General News & Opinion,-2
vice.com,256,General Entertainment,-2
forbes.com,165,General News & Opinion,-2
xinhuanet.com,11,General News & Opinion,-2
china.org.cn,56,General News & Opinion,0
9to5toys.com,30,General Shopping,-2
macmall.com,21,General Shopping,-2
redirect.viglink.com,3,Accounting,2
hellonomad.com,492,General Shopping,-2
nomad.com,7,Uncategorized,0
imore.com,59,Science & Technology,-1
digitaltrends.com,12,Engineering & Technology,1
speckproducts.com,3,General Business,2
sso.osisoft.com,34,Engineering & Technology,1
osisoft.wd1.myworkdayjobs.com,16,Uncategorized,0
myworkday.com,2,Administration,2
geoguessr.com,2930,Games,-2
Google Maps,1,Maps & Regional,1
my.pottermore.com,438,General Entertainment,-2
pottermore.com,69,General Entertainment,-2
app store,345,General Shopping,-2
jackboxgames.com,33,Uncategorized,0
store.steampowered.com,75,Games,-2
Steam,374,Games,-2
diskimages ui agent,4,General Utilities,1
fibbage xl,73,Uncategorized,0
safari-resource:,51,Browsers,0
eaptlstrust,2,General Utilities,1
systemuiserver,45,General Utilities,1
netflix.com,2175,Video,-2
captive network assistant,97,General Utilities,1
the-gadgeteer.com,82,General News & Opinion,-2
google.bs,427,General Reference & Learning,1
socialcompare.com,14,Uncategorized,0
woolnutcovers.com,156,Uncategorized,0
landrover.com,32,General Reference & Learning,1
lincoln.com,26,General Shopping,-2
nio.io,155,Uncategorized,0
nio.com,254,Uncategorized,0
leasehackr.com,478,Uncategorized,0
insideevs.com,122,Uncategorized,0
electrek.co,12,Science & Technology,-1
autoblog.com,9,General News & Opinion,-2
edmunds.com,105,General Shopping,-2
carmax.com,71,General Shopping,-2
mbusa.com,95,General Shopping,-2
cleantechnica.com,193,General News & Opinion,-2
motorauthority.com,50,General Business,2
supercharge.info,96,Uncategorized,0
teslarati.com,595,General News & Opinion,-2
mitac.universitytickets.com,15,Uncategorized,0
indianautosblog.com,78,General News & Opinion,-2
secure3.store.apple.com,1444,Electronics,-2
airnewzealand.com,116,Travel & Outdoors,-2
twitter.com,118,General Social Networking,-2
evisa.xuatnhapcanh.gov.vn,260,Uncategorized,0
travel.state.gov,117,Travel & Outdoors,-2
fly10.emirates.com,156,Travel & Outdoors,-2
emirates.com,23,Travel & Outdoors,-2
tripadvisor.com,642,Travel & Outdoors,-2
internapply.cartercenter.org,42,General Reference & Learning,1
cartercenter.org,40,General Reference & Learning,1
recruiting.ultipro.com,47,Employment,2
ictj.org,247,Uncategorized,0
slack.com,143,Instant Message,-1
cgi.csc.liv.ac.uk,104,General Reference & Learning,1
cs.bme.hu,397,Engineering & Technology,1
store.moncler.com,49,Clothes & Personal,-2
travel.google.com,143,Search,0
et.airchina.com.cn,596,General News & Opinion,-2
techradar.com,209,General News & Opinion,-2
notability,802,Writing,2
coreautha,2,Uncategorized,0
sullivantire.com,168,Uncategorized,0
yelp.com,22,Search,0
oeis.org,38,General Reference & Learning,1
cheapoair.com,851,General Shopping,-2
airchina.com.cn,129,General News & Opinion,-2
zillow.com,25,Home & Garden,0
airchina.us,220,Travel & Outdoors,-2
trip.com,248,Uncategorized,0
secure.trip.com,57,Uncategorized,0
link.mailer.orbitz.com,1,Travel & Outdoors,-2
pages.trip.com,50,Uncategorized,0
fedex.com,35,Employment,2
cars.com,176,General Shopping,-2
lexusofwatertown.com,232,Uncategorized,0
linustechtips.com,15,Science & Technology,-1
docs.python.org,4,General Software Development,2
stealthcopter.com,4,Uncategorized,0
guru99.com,17,General Reference & Learning,1
firehose.guide,2006,General Communication & Scheduling,2
Google Spreadsheets - Google Apps,1,General Business,2
courseroad.mit.edu,381,General Reference & Learning,1
polisci.mit.edu,88,Presentation,2
scontent.fbed1-1.fna.fbcdn.net,192,Uncategorized,0
codingworksample.io,5,General Software Development,2
cnn.com,127,General News & Opinion,2
airforcetimes.com,106,Engineering & Technology,1
thestar.com.my,94,General News & Opinion,-2
bbc.com,56,General News & Opinion,-2
finance.yahoo.com,11,General News & Opinion,-2
foreignpolicy.com,304,General News & Opinion,-2
techcrunch.com,77,Science & Technology,-1
thediplomat.com,238,International,-2
defenseone.com,174,General News & Opinion,-2
cdn.defenseone.com,16,General News & Opinion,-2
npr.org,190,General News & Opinion,-2
thesundaily.my,103,General News & Opinion,-2
airbnb.com,78,Travel & Outdoors,-2
chinahighlights.com,18,General Reference & Learning,1
lostplate.com,12,Uncategorized,0
rfa.org,10,General News & Opinion,-2
bordersofadventure.com,99,Uncategorized,0
abc.net.au,153,General News & Opinion,-2
macrumors.com,298,General News & Opinion,-2
medium.com,29,General News & Opinion,-2
equplus.net,3,Uncategorized,0
2009.mit.edu,99,Presentation,2
www-cdf.fnal.gov,64,General News & Opinion,-2
tecadmin.net,36,General Reference & Learning,1
gist.github.com,35,General Software Development,2
help.github.com,688,Systems Operations,2
dqydj.com,67,Uncategorized,0
git-scm.com,3,General Software Development,2
rtyley.github.io,148,General Software Development,2
java.com,44,Engineering & Technology,1
macjreinstaller,10,General Utilities,1
download java components,10,General Utilities,1
jar launcher,12,General Software Development,2
oracle.com,67,Search,0
installer,8,General Utilities,1
doc-0o-6c-drive-data-export.googleusercontent.com,24,Uncategorized,0
alumic.mit.edu,43,Presentation,2
encompass.alum.mit.edu,78,General Reference & Learning,1
