App,Time Spent (Hours),Category,Productivity
lightroom,923,Presentation,2
safari-resource:,254,Browsers,0
Safari,2011,Browsers,2
captive network assistant,249,General Utilities,1
loginwindow,1729,General Utilities,0
downforacross.com,15938,Games,-2
Dictionary,866,General Reference & Learning,1
Finder,6446,General Utilities,0
google.com.sg,121,Search,0
iTunes,1526,Music,0
Dropbox,142,File Sharing,-2
web1.zixmail.net,1160,Email,0
Mail,12957,Email,2
web.mit.edu,239,General Reference & Learning,2
facebook.com,8849,General Social Networking,-2
student.mit.edu,312,General Reference & Learning,1
firehose.guide,657,General Communication & Scheduling,2
apple.com,438,Engineering & Technology,-1
linkedin.com,106,Professional Networking,1
uaap.mit.edu,289,Presentation,2
media.mit.edu,3530,General Reference & Learning,1
Google Spreadsheets,19860,General Business,2
drive.google.com,5086,General Business,2
merriam-webster.com,5787,Intelligence,2
MS Excel,3912,General Business,2
RescueTime,70,Intelligence,0
news.mit.edu,75,General Reference & Learning,1
cfclab.mit.edu,408,Presentation,2
csail.mit.edu,972,General Reference & Learning,1
mit.edu,31,Presentation,2
System Preferences,984,General Utilities,0
androidauthority.com,211,Science & Technology,-1
ios.gadgethacks.com,66,Uncategorized,0
drfone.wondershare.com,50,General Business,2
ifixit.com,38,Science & Technology,-1
forums.macrumors.com,29,General News & Opinion,-2
l.facebook.com,1,General Social Networking,-2
Gmail,5561,Email,2
brain-power.com,48,Uncategorized,0
google.com/calendar,408,Calendars,2
Blank Web Browser,19,Internet Utilities,0
hangouts.google.com,1495,Instant Message,-1
messenger.com,10648,General Social Networking,-2
google.com,2368,Search,2
accounts.google.com,85,General Communication & Scheduling,0
local-ntp,8,General Utilities,1
Google Hangouts,6,Instant Message,-1
Preview,2559,General Reference & Learning,2
9to5mac.com,2435,General News & Opinion,-2
united.com,688,Travel & Outdoors,-2
mystatus.united.com,233,Travel & Outdoors,-2
channelnewsasia.com,48,General News & Opinion,-2
applications,10,General Business,2
SecurityAgent,9,Systems Operations,0
latimes.com,229,General News & Opinion,-2
engadget.com,46,Science & Technology,-1
theguardian.com,544,General News & Opinion,-2
ft.com,161,General News & Opinion,-2
backup and sync from google,596,Uncategorized,0
hyperallergic.com,51,Society,-2
telegraph.co.uk,51,General News & Opinion,-2
wechat,4851,General Social Networking,-2
thediplomat.com,110,International,-2
cnbc.com,92,Business,-1
xinhuanet.com,17,General News & Opinion,-2
qz.com,334,General News & Opinion,-2
washingtonpost.com,262,General News & Opinion,-2
slamonline.com,39,General Entertainment,-2
adobe premiere pro cc 2017,2230,Video Editing,2
youtube.com,47863,Video,-2
aasiapp,12,Uncategorized,0
adobe application manager,11,General Utilities,1
onlinevideoconverter.com,12,Video Editing,2
deloton.com,3,Uncategorized,0
quicktime player,137,General Entertainment,-1
freemaintenance.thegoodcenterfreecontentinggreat.stream,5,Uncategorized,0
myaccount.google.com,5,Internet Utilities,1
Google Presentations,1729,Presentation,2
slack.com,43,Instant Message,-1
