App,Time Spent (Seconds),Category,Productivity
eecs6009.mit.edu,18250,General Software Development,2
oidc.mit.edu,250,Presentation,2
sixohone.mit.edu,42,Presentation,2
eecs.mit.edu,331,General Reference & Learning,1
baike.baidu.com,389,Search,0
learning-modules.mit.edu,6866,General Reference & Learning,1
Dropbox,270,File Sharing,-2
creative cloud,762,General Design & Composition,2
Google Forms,3783,General Business,2
customink.com,2194,General Business,2
web.groupme.com,803,Instant Message,-1
groupme.com,7,Instant Message,-1
adobe application manager,51,General Utilities,1
microsoft error reporting,18,Science & Technology,-1
microsoft autoupdate,6,General Utilities,1
idle,82760,Editing & IDEs,2
istat menus updater,7,General Utilities,1
archive utility,151,General Utilities,1
pillow.readthedocs.io,137,General Software Development,2
pip.pypa.io,53,General Software Development,2
Terminal,9603,Systems Operations,2
bootstrap.pypa.io,4,General Software Development,2
en.wikipedia.org,5942,General Reference & Learning,1
chrome.google.com,648,General Shopping,-2
engadget.com,67,Science & Technology,-1
forbes.com,25,General News & Opinion,-2
apps,57,General Utilities,1
settings,212,General Utilities,1
System Preferences,261,General Utilities,0
coreservicesuiagent,43,General Utilities,0
Activity Monitor,96,General Utilities,0
messages,1369,General Social Networking,-2
libraries.mit.edu,148,General Reference & Learning,1
pyeongchang2018.com,156,Sports,-1
nj.com,27,General News & Opinion,-2
wechat,756,General Social Networking,-2
Preview,6500,General Reference & Learning,2
users,13522,General Software Development,2
examples.yourdictionary.com,171,General Reference & Learning,1
microsoft word,974,Writing,2
Dictionary,88,General Reference & Learning,1
amazon.com,2019,General Shopping,-1
firehose.com,14,Uncategorized,0
lms.mitx.mit.edu,10856,General Reference & Learning,2
lms.mit.edu,10,Presentation,2
cas.mitx.mit.edu,3,Uncategorized,0
courses.csail.mit.edu,2817,General Reference & Learning,1
6.009.mit.edu,5,Presentation,2
activestate.com,74,General News & Opinion,-2
tkdocs.com,246,General Software Development,2
installer,382,General Utilities,1
library,13,General Software Development,2
python,93,General Software Development,2
SecurityAgent,33,Systems Operations,0
docs.python.org,676,General Software Development,2
systemuiserver,40,General Utilities,1
wiki.python.org,129,General Software Development,2
mitstory.mit.edu,75,Presentation,2
mit.edu,26,Presentation,2
institute-events.mit.edu,12,Presentation,2
news.mit.edu,3,General Reference & Learning,1
public.mitx.mit.edu,66,Uncategorized,0
delish.com,1142,Food,1
Google Spreadsheets,7688,General Business,2
youtu.be,1,Video,-2
artnet.com,7,Systems Operations,2
store.aci.aero,80,Uncategorized,0
aci-na.org,30,Uncategorized,0
aci.aero,179,Uncategorized,0
cookinglight.com,7,Food,1
pay.youku.com,6,General Entertainment,-2
spoonuniversity.com,132,Uncategorized,0
healthline.com,601,Presentation,2
instagram.com,580,General Social Networking,-2
ft.com,83,General News & Opinion,-2
africanews.com,23,Uncategorized,0
zdnet.com,44,Science & Technology,-1
abc.net.au,62,General News & Opinion,-2
english.entgroup.cn,59,Uncategorized,0
results.nbcolympics.com,133,Sports,-1
stream.nbcolympics.com,795,General Entertainment,-2
nbcolympics.com,349,Sports,-1
abbreviations.com,25,General Entertainment,-2
united.com,326,Travel & Outdoors,-2
stackoverflow.com,1581,General Software Development,2
tutorialspoint.com,21,General Reference & Learning,1
usernotificationcenter,34,General Utilities,0
news.harvard.edu,41,General Reference & Learning,1
linkedin.com,5615,Professional Networking,1
wanderu.com,597,General Reference & Learning,1
gobuses.com,11,Uncategorized,0
registrar.columbia.edu,286,General Reference & Learning,1
l.facebook.com,9,General Social Networking,-2
firehose.mit.edu,126,Presentation,2
socratic.org,61,General Reference & Learning,1
tug.org,696,General Software Development,2
detexify.kirelabs.org,2,General Utilities,1
maths.tcd.ie,170,Engineering & Technology,1
texshop,41286,Writing,2
tex.stackexchange.com,126,Engineering & Technology,1
math.stackexchange.com,78,General Reference & Learning,1
wolframalpha.com,563,Search,1
world.taobao.com,10,General Business,2
s.taobao.com,230,General Shopping,-2
microsoft onenote,1934,Intelligence,2
sharelatex.com,101,Writing,2
en.wikibooks.org,154,Engineering & Technology,1
web.ift.uib.no,14,Search,0
garsia.math.yorku.ca,3,Uncategorized,0
history,21,Browsers,0
csail.mit.edu,328,General Reference & Learning,1
toc.csail.mit.edu,6,General Reference & Learning,1
catalog.mit.edu,2,Presentation,2
news.dwnews.com,620,Society,-2
spring.cctv.com,8,General News & Opinion,-2
google chrome,45,Browsers,0
py.mit.edu,712,Presentation,2
piazza.com,3980,General Reference & Learning,2
addprinter,10,General Utilities,0
scipy-cookbook.readthedocs.io,57,Uncategorized,0
gradescope.com,2362,General Reference & Learning,1
screensaverengine,2,General Utilities,0
translate.google.com,276,Search,1
google.com/translate,4,General Reference & Learning,1
compass.mit.edu,558,Presentation,2
shop112008960.taobao.com,22,General Shopping,-2
travelregistry.mit.edu,4,Presentation,2
travel.state.gov,66,Travel & Outdoors,-2
news.yongkao.com,168,Uncategorized,0
xfinityoncampus.com,109,Uncategorized,0
xocsp.ccp.xcal.tv:8443,6,Uncategorized,0
tv.cctv.com,150,General News & Opinion,-2
login.comcast.net,18,General Communication & Scheduling,0
xocsp.ccp.xcal.tv,5,Uncategorized,0
sp.auth.adobe.com,1,Uncategorized,0
TextEdit,364,Writing,2
localhost:8000,785,Quality Assurance,2
taobao.com,19,General Shopping,-2
neo4j.com,198,General Software Development,2
athena.dialup.mit.edu,99,General Reference & Learning,1
simple.wikipedia.org,17,General Reference & Learning,1
when2meet.com,107,General Communication & Scheduling,0
zh.wikipedia.org,38,Search,0
dbader.org,14,General Reference & Learning,1
detail.tmall.com,373,General Shopping,-2
yinianfw.tmall.com,9,General Shopping,-2
naviance.com,168,General Reference & Learning,1
system information,2,General Utilities,0
w8x.life,122,Uncategorized,0
programiz.com,143,Uncategorized,0
facetime,16,Voice Chat,-2
reuters.com,220,General News & Opinion,-2
businessinsider.com,101,General News & Opinion,-2
popsci.com,234,Science & Technology,-1
spotify,1288,General Entertainment,-2
spotify.com,193,General Entertainment,-2
alexa.amazon.com,31,General Shopping,-2
accounts.spotify.com,1,Music,-2
login.xiami.com,25,Music,-2
虾米音乐,4495,Music,-2
amazon music,7,Music,-2
ripplematch.com,815,Uncategorized,0
goo.gl,1,Internet Utilities,1
mathworks.com,591,Engineering & Technology,1
alexanderguo.com,128,General Design & Composition,2
us-redhat.icims.com,22,Uncategorized,0
patents.google.com,145,Search,0
waset.org,285,General Business,2
isiaq.org,37,Uncategorized,0
scholar.google.com,40,General Reference & Learning,1
career4.successfactors.com,301,Employment,2
ll.mit.edu,18,General Reference & Learning,1
platform.linkedin.com,1,Professional Networking,1
jingchi.ai,195,Uncategorized,0
technologyreview.com,21,General Reference & Learning,1
metmuseum.org,68,General Entertainment,-2
wdl.org,69,General Reference & Learning,1
thebeijinger.com,401,General News & Opinion,-2
everymac.com,26,General News & Opinion,-2
jiaotong.baidu.com,311,Search,0
shellblade.net,46,Uncategorized,0
cis.syr.edu,34,General Reference & Learning,1
css.csail.mit.edu,345,Engineering & Technology,1
sendspace.com,132,Internet Utilities,1
typerse.com,2,Uncategorized,0
osxdaily.com,27,General News & Opinion,-2
madrau.com,7,General Utilities,1
lumatch.com,3,Uncategorized,0
fs09n1.sendspace.com,1,Internet Utilities,1
dbrand.com,2325,General Shopping,-2
therealinsta.com,35,Uncategorized,0
pictaram.life,1,Uncategorized,0
news.cgtn.com,128,Uncategorized,0
wsj.com,49,General News & Opinion,-2
smallbusiness.chron.com,4,General Business,2
advantagehobby.com,2,Uncategorized,0
tested.com,285,Science & Technology,-1
pinterest.com,9,General Social Networking,-2
cnn.com,76,General News & Opinion,2
MS Excel,2087,General Business,2
mi.com,210,Electronics,-2
popup,235,Uncategorized,0
bw-mit-pharos,7,Uncategorized,0
aasiapp,26,Uncategorized,0
grogo-store.mit.edu,2203,Presentation,2
indesign cc,7899,General Design & Composition,2
gogostore.mit.edu,11,Presentation,2
chinesetolearn.com,55,Uncategorized,0
unitedlyrics.com,20,Uncategorized,0
lyricsmode.com,39,General Entertainment,-2
edonn.com,18,Uncategorized,0
math.mit.edu,110,Engineering & Technology,1
magicallantern.uk,3,Uncategorized,0
blog.teamtreehouse.com,46,Engineering & Technology,1
popularmechanics.com,153,General News & Opinion,-2
chinatopix.com,54,Uncategorized,0
nytimes.com,117,General News & Opinion,-2
thedrive.com,515,General News & Opinion,-2
straitstimes.com,87,General News & Opinion,-2
electrek.co,86,Science & Technology,-1
insidehighered.com,32,General News & Opinion,-2
keychain access,9,Systems Operations,2
BBC,4,International,2
bbc.com,24,General News & Opinion,-2
urop.ust.hk,50,General News & Opinion,-2
uaap.mit.edu,21,Presentation,2
dropbox.com,37,File Sharing,2
quicktime player,124,General Entertainment,-1
mp3converter.net,139,Uncategorized,0
enlarget.com,9,Uncategorized,0
onlinevideoconverter.com,442,Video Editing,2
mgrinterop.com,12,Uncategorized,0
85d5sgkjuk.host,26,Uncategorized,0
upalways.thebestplaceforstreamclear.stream,5,Uncategorized,0
offerenced.com,3,Uncategorized,0
adexc.net,1,Uncategorized,0
s14.onlinevideoconverter.com,1,Video Editing,2
Blank Web Browser,38,Internet Utilities,0
a.cdn.intentmedia.net,1,Uncategorized,0
photoshop cc,3157,General Design & Composition,2
indesignsecrets.com,16,Search,0
passport.baidu.com,35,Internet Utilities,1
gaode.com,191,General Reference & Learning,1
id.amap.com,8,Uncategorized,0
oauth.taobao.com,48,General Shopping,-2
qmex.com.cn,12,Uncategorized,0
theculturetrip.com,27,Uncategorized,0
sublimetext.com,74,Writing,2
adobe crash reporter,4,General Utilities,1
skullhouse.mit.edu,16,Presentation,2
delts.mit.edu,17,Presentation,2
links.ripplematch.com,2,Uncategorized,0
123rf.com,11,Presentation,2
ediningexpress.com,501,Uncategorized,0
boston.eat24hours.com,49,General Shopping,-2
eat24hours.com,32,General Shopping,-2
cafe472.com,19,Uncategorized,0
cafe472online.com,81,Uncategorized,0
motherboard.vice.com,29,General News & Opinion,-2
ruinmysearchhistory.com,13,Uncategorized,0
purpleculture.net,194,General Reference & Learning,1
instructables.com,155,Engineering & Technology,1
chinesetools.eu,106,Uncategorized,0
Google+,2,General Social Networking,-2
shufalife.com,28,Uncategorized,0
tomikiaikido.blogspot.com,6,General Business,2
sealchop.appspot.com,3,Uncategorized,0
asianbrushpainter.com,2,Uncategorized,0
linyangchen.wordpress.com,21,General News & Opinion,-2
clipart-library.com,27,Uncategorized,0
apps.reddolution.com,24,Uncategorized,0
prwithpanache.com,17,Uncategorized,0
mitathletics.com,31,Sports,-1
kevinfang.com,11,Uncategorized,0
hometeamsonline.com,15,Uncategorized,0
istockphoto.com,30,Presentation,2
openclipart.org,8,General News & Opinion,-2
pages.uoregon.edu,69,General Reference & Learning,1
messenger,501,General Social Networking,-2
brilliant.org,32,General Reference & Learning,1
accounts.adobe.com,70,General Design & Composition,2
adobeid.services.adobe.com,19,General Design & Composition,2
adobeid-na1.services.adobe.com,5,General Design & Composition,2
riders.uber.com,139,General Business,2
auth.uber.com,24,General Reference & Learning,1
view.et.uber.com,5,Uncategorized,0
uber.com,4,General Reference & Learning,1
fbmacmessenger.rsms.me,21,Uncategorized,0
