App,Time Spent (Seconds),Category,Productivity
Google Spreadsheets,10675,General Business,2
drive.google.com,623,General Business,2
9to5mac.com,6651,General News & Opinion,-2
loginwindow,774,General Utilities,0
amazon.com,2317,General Shopping,-1
google.com,6647,Search,2
github.com,151,General Software Development,2
nationalinterest.org,180,General News & Opinion,-2
cnbc.com,234,Business,-1
theguardian.com,310,General News & Opinion,-2
npr.org,370,General News & Opinion,-2
abc.net.au,4,General News & Opinion,-2
nytimes.com,841,General News & Opinion,-2
bloomberg.com,163,Business,-1
stuff.co.nz,74,General News & Opinion,-2
wechat,20113,General Social Networking,-2
help.github.com,3,Systems Operations,2
notability,10246,Writing,2
oracle.com,5,Search,0
messenger.com,65910,General Social Networking,-2
facebook.com,7685,General Social Networking,-2
messages,1907,General Social Networking,-2
sublime text,4944,Editing & IDEs,2
stackoverflow.com,260,General Software Development,2
Google Documents,680,Writing,2
todoist,1432,Project Management,2
Mail,12671,Email,2
introml.mit.edu,30733,Presentation,2
video.odl.mit.edu,11200,General Reference & Learning,1
backup and sync from google,1704,Uncategorized,0
java.com,6,Engineering & Technology,1
youtube.com,63476,Video,-2
Finder,9310,General Utilities,0
calendar,2449,Calendars,1
alum.mit.edu,3,General Reference & Learning,1
Preview,25248,General Reference & Learning,2
vpf.mit.edu,13,Presentation,2
Terminal,1773,Systems Operations,2
python,8021,General Software Development,2
concursolutions.com,268,General Business,2
macrumors.com,1,General News & Opinion,-2
Safari,22,Browsers,2
6004.mit.edu,9382,Engineering & Technology,1
Notes,3314,Writing,2
wsj.com,76,General News & Opinion,-2
encompass.alum.mit.edu,2,General Reference & Learning,1
ksl.com,55,Sales,2
channelnewsasia.com,182,General News & Opinion,-2
reuters.com,366,General News & Opinion,-2
variety.com,430,General News & Opinion,-2
qz.com,130,General News & Opinion,-2
washingtonpost.com,279,General News & Opinion,-2
d1ev.com,129,Uncategorized,0
baidu.com,43,Search,2
autohome.com.cn,67,General News & Opinion,-2
2009.mit.edu,191,Presentation,2
System Preferences,70,General Utilities,0
Skype,283,General Social Networking,-2
users,8579,General Software Development,2
tex.stackexchange.com,20,Engineering & Technology,1
iTunes,44,Music,0
idp.mit.edu,648,General Reference & Learning,1
atlas.mit.edu,349,General Business,2
oidc.mit.edu,4,Presentation,2
hecps1web01.mit.edu:44300,120,Uncategorized,0
thisisinsider.com,171,Uncategorized,0
scmp.com,69,General News & Opinion,-2
gbtimes.com,98,Uncategorized,0
shine.cn,25,Uncategorized,0
en.wikipedia.org,3965,General Reference & Learning,1
docs.scipy.org,11,Engineering & Technology,1
MS Excel,541,General Business,2
iWork Numbers,40,General Business,2
quicktime player,1641,General Entertainment,-1
thebeijinger.com,1275,General News & Opinion,-2
firehose.guide,718,General Communication & Scheduling,2
rescuetime.com,909,Intelligence,0
archive utility,3,General Utilities,1
google.com/calendar,141,Calendars,2
shop.lannaasianmarket.com,20,Uncategorized,0
groups.mit.edu,46,Presentation,2
microsoft word,16410,Writing,2
ist.mit.edu,6,Engineering & Technology,1
osisoft.wd1.myworkdayjobs.com,156,Uncategorized,0
workday.com,16,Marketing,2
keychain access,17,Systems Operations,2
SecurityAgent,23,Systems Operations,0
web.mit.edu,152,General Reference & Learning,2
apple.com,328,Engineering & Technology,-1
map.baidu.com,1989,Maps & Regional,-2
Google Earth Pro,1645,Search,0
stellar.mit.edu,719,General Reference & Learning,1
learning-modules.mit.edu,1597,General Reference & Learning,1
piazza.com,3129,General Reference & Learning,2
facetime,82,Voice Chat,-2
pastebin.com,124,Engineering & Technology,1
customink.com,97,General Business,2
l.messenger.com,32,Instant Message,-1
store.niu.com,234,Uncategorized,0
niu.com,155,Uncategorized,0
ir.niu.com,13,Uncategorized,0
texshop,7904,Writing,2
gradescope.com,3047,General Reference & Learning,1
wolframalpha.com,222,Search,1
Dictionary,18,General Reference & Learning,1
contacts,2,Customer Relations,2
technologyreview.com,79,General Reference & Learning,1
Google Forms,4101,General Business,2
6004.mit.edu:4443,92,Uncategorized,0
photos,3171,Photos,0
app store,25,General Shopping,-2
RescueTime,2,Intelligence,0
Activity Monitor,376,General Utilities,0
screensaverengine,56,General Utilities,0
cmu.ca1.qualtrics.com,167,Uncategorized,0
java updater,91,General Utilities,1
tsa.gov,60,General News & Opinion,-2
traveltips.usatoday.com,210,General Reference & Learning,1
coreservicesuiagent,4,General Utilities,0
virtualbox,27,Virtualization,0
virtualbox vm,14037,General Software Development,2
forbes.com,199,General News & Opinion,-2
doodle.com,130,Internet Utilities,1
wanderu.com,332,General Reference & Learning,1
Blank Web Browser,2,Internet Utilities,0
TextEdit,1168,Writing,2
hecps1web01.mit.edu,108,Presentation,2
news.mit.edu,114,General Reference & Learning,1
hastebin.com,13,General Software Development,2
alexanderguo.com,56,General Design & Composition,2
nprasad.me,27,Uncategorized,0
medium.com,143,General News & Opinion,-2
sidewalklabs.com,87,Uncategorized,0
braze.com,49,Uncategorized,0
a.cdn.intentmedia.net,2,Uncategorized,0
na3.docusign.net,24,General Business,2
wired.com,166,Science & Technology,-1
cnn.com,337,General News & Opinion,2
ows01.hireright.com,436,Operations,2
doublepimpssl.com,8,Uncategorized,0
adobe premiere pro cc 2018,19467,Uncategorized,0
usernotificationcenter,14,General Utilities,0
adobe media encoder cc 2018,961,Uncategorized,0
handbrake.fr,33,Video,-2
dropbox.com,1900,File Sharing,2
handbrake,2016,Video Editing,2
goo.gl,9,Internet Utilities,1
theculturetrip.com,86,Uncategorized,0
france-hotel-guide.com,78,General News & Opinion,-2
forums.adobe.com,13,General Business,2
sellercentral.amazon.com,34,General Business,2
quora.com,51,General Reference & Learning,-1
movehub.com,6,Uncategorized,0
ups.com,228,General Business,2
usps.com,46,General Shopping,-2
postcalc.usps.com,149,General Business,2
workingdays.us,49,Uncategorized,0
usatoday.com,46,General News & Opinion,-2
adorama.com,25,General Shopping,-2
pcmag.com,7,Science & Technology,-1
raileurope.com,73,Travel & Outdoors,-2
sixt.com,269,General Shopping,-2
hertz.com,172,Travel & Outdoors,-2
united.com,148,Travel & Outdoors,-2
widgets.unitedmileageplus.com,26,Uncategorized,0
hertzstatus.mileageplus.com,32,Uncategorized,0
link.hertz.com,2,Travel & Outdoors,-2
cvs.com,619,General Shopping,-2
elp-optout.expedia.com,5,Travel & Outdoors,-2
link.mailer.orbitz.com,2,Travel & Outdoors,-2
secure.bankofamerica.com,338,Accounting,2
bankofamerica.com,23,General Business,2
concur.mit.edu,2,Presentation,2
travel.state.gov,235,Travel & Outdoors,-2
china.usembassy-china.org.cn,8,Uncategorized,0
mturk.com,48,Employment,2
requester.mturk.com,54,General Business,2
blog.mturk.com,1344,Employment,2
requestersandbox.mturk.com,767,General Software Development,2
icloud.com,83,General Software Development,2
Zoom,1038,Meetings,1
news24.com,90,General News & Opinion,-2
cbc.ca,110,General News & Opinion,-2
ft.com,119,General News & Opinion,-2
project-syndicate.org,147,General News & Opinion,-2
theverge.com,340,Science & Technology,-1
radiichina.com,17,Uncategorized,0
skyscrapercity.com,70,General News & Opinion,-2
safari-resource:,8,Browsers,0
gaoloumi.com,25,Regional,-2
comparitech.com,61,Uncategorized,0
hosting.review,27,Uncategorized,0
95links.com,21,Uncategorized,0
gaoloumi.com.cutestat.com,14,Uncategorized,0
similarweb.com,11,General Reference & Learning,1
thediplomat.com,104,International,-2
uaap.mit.edu,4,Presentation,2
goshippo.com,180,General Business,2
sbw.dhl-usa.com,72,Search,0
dhl.com,8,Travel & Outdoors,-2
tools.usps.com,830,General Business,2
norwegian.com,199,Travel & Outdoors,-2
ad.doubleclick.net,7,Search,0
googletraveladservices.com,1,Uncategorized,0
math.mit.edu,4453,Engineering & Technology,1
mywifequitherjob.com,1,Intelligence,2
google chrome,2,Browsers,0
app.hellosign.com,124,General Software Development,2
mit.edu,8,Presentation,2
blog.google,43,Uncategorized,0
fairbank.fas.harvard.edu,88,General Reference & Learning,1
history,3,Browsers,0
countbayesie.com,45,Engineering & Technology,1
stats.stackexchange.com,116,Engineering & Technology,1
investopedia.com,4,Business & Finance,1
roadandtrack.com,140,General News & Opinion,-2
zeroto60times.com,355,Uncategorized,0
wayf.mit.edu,7,Presentation,2
Steam,3,Games,-2
expressvpn,202,General Utilities,1
world.taobao.com,150,General Business,2
mitadmissions.org,42,Science & Technology,-1
cs.stackexchange.com,144,General Software Development,2
cstheory.stackexchange.com,24,Engineering & Technology,1
researchgate.net,5,Professional Networking,1
student.mit.edu,624,General Reference & Learning,1
registrar.mit.edu,83,Presentation,2
yourbasic.org,353,Uncategorized,0
subtleasianmatches.com,37,Uncategorized,0
finalexams.mit.edu,198,Presentation,2
wlox.com,73,General News & Opinion,-2
dailymail.co.uk,37,General News & Opinion,-2
seroundtable.com,26,General News & Opinion,-2
rt.com,22,General News & Opinion,-2
dailystar.co.uk,20,General News & Opinion,-2
bodybuilding.com,466,Health & Medicine,1
technique.sharefile.com,269,General Business,2
heidelberg.org,49,Uncategorized,0
cnu.org,267,General Reference & Learning,1
senseable.mit.edu,126,General Reference & Learning,1
dusp.mit.edu,361,General Reference & Learning,1
straitstimes.com,36,General News & Opinion,-2
citylab.com,226,General News & Opinion,-2
aqicn.org,299,General Reference & Learning,1
photoshop cc,2,General Design & Composition,2
math.stackexchange.com,131,General Reference & Learning,1
99percentinvisible.org,69,General Entertainment,-2
carloratti.com,190,Uncategorized,0
18.2.227.201,250,Uncategorized,0
aynax.com,102,Accounting,2
paypal.com,152,General Business,2
gobankingrates.com,9,Uncategorized,0
polisci.mit.edu,603,Presentation,2
bbc.com,142,General News & Opinion,-2
help.uber.com,69,General Reference & Learning,1
email.uber.com,1,General Business,2
microsoft autoupdate,4,General Utilities,1
installer,1,General Utilities,1
wmq.etimspayments.com,161,General Business,2
boston.gov,20,Uncategorized,0
tripadvisor.com,113,Travel & Outdoors,-2
jw-webmagazine.com,63,Uncategorized,0
techcrunch.com,75,Science & Technology,-1
theatlantic.com,213,General News & Opinion,-2
thestar.com,49,General News & Opinion,-2
limousinebus.co.jp,232,Uncategorized,0
storeuid,2,General Utilities,1
captive network assistant,41,General Utilities,1
lomes.jp,13,Uncategorized,0
websis.mit.edu,9,General Reference & Learning,1
att.com,5037,General Business,2
instagram.com,86,General Social Networking,-2
adobe lightroom cc,767,General Design & Composition,2
m.att.com,15,General Business,2
systemuiserver,105,General Utilities,1
cprodmasx.att.com,22,General Utilities,1
news.google.com,25,General News & Opinion,-2
smh.com.au,15,General News & Opinion,-2
burbex.org,34,Uncategorized,0
theglobeandmail.com,583,General News & Opinion,-2
crptentry.com,1,Uncategorized,0
avcome.com,61,Uncategorized,0
translate.google.com,16,Search,1
google.com/translate,7,General Reference & Learning,1
tds-01.trackingpro.pro,1,Uncategorized,0
papapa77.com,82,Uncategorized,0
nekoxxx.com,7,Uncategorized,0
youtu.be,10,Video,-2
creative cloud,2,General Design & Composition,2
studio.youtube.com,52,Video Editing,2
