App,Time Spent (Seconds),Category,Productivity
sublime text,3895,Editing & IDEs,2
Terminal,10658,Systems Operations,2
atlas.mit.edu,76,General Business,2
learning-modules.mit.edu,3408,General Reference & Learning,1
MS Excel,4014,General Business,2
microsoft word,33157,Writing,2
wellesley.edu,90,General Reference & Learning,1
mitmedical.iqhealth.com,630,Uncategorized,0
cernerhealth.com,41,Health & Medicine,1
massgeneral.org,168,General Reference & Learning,1
mountauburnhospital.org,12,Uncategorized,0
theguardian.com,648,General News & Opinion,-2
thehill.com,34,General News & Opinion,-2
variety.com,266,General News & Opinion,-2
archive utility,50,General Utilities,1
airbnb.com,1750,Travel & Outdoors,-2
cnn.com,952,General News & Opinion,2
united.com,1202,Travel & Outdoors,-2
thepointsguy.com,15,Travel & Outdoors,-2
Notes,2546,Writing,2
forbes.com,522,General News & Opinion,-2
Dictionary,323,General Reference & Learning,1
top-100-baby-names-search.com,7,General Reference & Learning,1
thelevelup.com,88,Uncategorized,0
flourbakery.us10.list-manage.com,1,Uncategorized,0
flourbakery.com,260,Uncategorized,0
scmp.com,681,General News & Opinion,-2
bloomberg.com,685,Business,-1
express.co.uk,19,General Utilities,1
wsj.com,43,General News & Opinion,-2
theintercept.com,216,Society,-2
cbsnews.com,152,General News & Opinion,-2
bostonmagazine.com,34,Regional,-2
health.usnews.com,537,General News & Opinion,-2
aljazeera.com,24,General News & Opinion,-2
popularmechanics.com,125,General News & Opinion,-2
time.com,101,General News & Opinion,-2
vox.com,31,General News & Opinion,-2
abc.net.au,167,General News & Opinion,-2
inkstonenews.com,70,Uncategorized,0
flightglobal.com,151,General Software Development,2
whenufree.io,586,Uncategorized,0
eduapps.mit.edu,144,Presentation,2
SecurityAgent,19,Systems Operations,0
sisapp.mit.edu,1,General Reference & Learning,1
6033.scripts.mit.edu:444,124,Uncategorized,0
cdn.fbsbx.com,21,General Reference & Learning,1
pythonforbeginners.com,50,General Software Development,2
goo.gl,2,Internet Utilities,1
rebuildbydesign.org,397,Uncategorized,2
gradescope.com,317,General Reference & Learning,1
misti.mit.edu,86,Presentation,2
portal.talentwise.com,304,General Business,2
talentwise.com,3,Uncategorized,0
businessinsider.com,128,General News & Opinion,-2
pythontutor.com,14,General Software Development,2
physicsclassroom.com,33,General Reference & Learning,1
coursehero.com,205,Search,0
mckinsey.com,940,General Business,2
culturalstudiesnow.blogspot.com,43,General Business,2
Google Presentations,750,Presentation,2
nj.gov,1630,General News & Opinion,2
gladesreservoir.com,13,Uncategorized,0
asiancorrespondent.com,61,General News & Opinion,-2
worldtimezone.com,182,Travel & Outdoors,-2
investopedia.com,147,Business & Finance,1
france24.com,30,General News & Opinion,-2
newstatesman.com,568,General News & Opinion,-2
dropbox.com,6,File Sharing,2
bankofamerica.com,14,General Business,2
goodreads.com,14,General Social Networking,-2
en.m.wikipedia.org,21,General Entertainment,-2
map.baidu.com,900,Maps & Regional,-2
courses.csail.mit.edu,8,General Reference & Learning,1
syfls.net,72,Uncategorized,0
isb.bj.edu.cn,95,General Reference & Learning,1
sfs.learning.powerschool.com,39,Uncategorized,0
raileurope.com,298,Travel & Outdoors,-2
easyjet.com,6,Travel & Outdoors,-2
googletraveladservices.com,3,Uncategorized,0
airnewzealand.com,9,Travel & Outdoors,-2
flights.staralliance.com,6,Travel & Outdoors,-2
staralliance.com,1,Travel & Outdoors,-2
airfrance.fr,393,General News & Opinion,-2
norwegian.com,110,Travel & Outdoors,-2
hotels.united.com,2556,Travel & Outdoors,-2
hostelworld.com,94,Travel & Outdoors,-2
theplanetd.com,194,General Reference & Learning,1
facetime,155,Voice Chat,-2
community.ricksteves.com,159,Travel & Outdoors,-2
restaurantweekboston.com,377,Uncategorized,0
gyu-kaku.com,162,Uncategorized,0
springshabu.com,34,Uncategorized,0
rocketreach.co,18,General Business,2
thecheesecakefactory.com,59,Uncategorized,0
doublechinbos.com,9,Uncategorized,0
parispass.com,253,General Reference & Learning,1
ticketlouvre.fr,86,Uncategorized,0
bagelsaurus.com,15,Uncategorized,0
doublepimpssl.com,5,Uncategorized,0
github.com,1174,General Software Development,2
topuniversities.com,47,General Reference & Learning,1
niche.com,90,Uncategorized,0
usnews.com,712,General News & Opinion,-2
qz.com,209,General News & Opinion,-2
planetizen.com,14,General News & Opinion,-2
economist.com,3,General News & Opinion,-2
kubrick.mit.edu:2001,1236,Uncategorized,0
spotify,2583,General Entertainment,-2
ilightshow,44,Uncategorized,0
screensaverengine,62,General Utilities,0
iTunes,32,Music,0
sensesofcinema.com,322,Search,0
macropolo.org,438,Uncategorized,0
theurbancountry.com,60,Uncategorized,0
chinatravel.com,18,Uncategorized,0
m.news.cctv.com,23,General News & Opinion,-2
stackoverflow.com,514,General Software Development,2
garygregory.wordpress.com,20,General News & Opinion,-2
cardpayment.airfrance.fr,57,General News & Opinion,-2
npc.gov.cn,314,Legal & Gov't,1
ugc.map.baidu.com,1,Maps & Regional,1
twitter.com,56,General Social Networking,-2
everycaller.com,8,Uncategorized,0
marxists.org,34,General Reference & Learning,1
docs.oracle.com,477,Engineering & Technology,1
bit.ly,35,General News & Opinion,-2
google chrome,5,Browsers,0
pogo.undergroundshirts.com,54,Uncategorized,0
bbc.com,150,General News & Opinion,-2
axios.com,150,General News & Opinion,-2
news.google.com,138,General News & Opinion,-2
advocacy.consumerreports.org,35,General Shopping,-2
TextEdit,1177,Writing,2
javarevisited.blogspot.com,35,Engineering & Technology,1
mkyong.com,212,General Software Development,2
foreignpolicy.com,251,General News & Opinion,-2
theagileadmin.com,7,Engineering & Technology,1
aiac.world,157,Uncategorized,0
when2meet.com,463,General Communication & Scheduling,0
theverge.com,110,Science & Technology,-1
wired.com,144,Science & Technology,-1
straitstimes.com,83,General News & Opinion,-2
channelnewsasia.com,10,General News & Opinion,-2
technologyreview.com,76,General Reference & Learning,1
theindependent.sg,58,General News & Opinion,-2
texshop,1162,Writing,2
cseweb.ucsd.edu,258,Science & Technology,-1
leetcode.com,485,Engineering & Technology,1
pages.cs.wisc.edu,160,General Reference & Learning,1
systemuiserver,60,General Utilities,1
caac.gov.cn,104,Legal & Gov't,1
query.wikidata.org,7,General Software Development,2
iWork Numbers,12,General Business,2
aci.aero,220,Uncategorized,0
travelchinaguide.com,96,Travel & Outdoors,-2
ablebits.com,30,Engineering & Technology,1
hastebin.com,60,General Software Development,2
timetoplayfair.com,66,Uncategorized,0
linkedin.com,441,Professional Networking,1
wayf.mit.edu,4,Presentation,2
bostonglobe.com,295,General News & Opinion,-2
lcau.mit.edu,43,Presentation,2
beijinghikers.com,32,Uncategorized,0
wits.ac.za,10,Uncategorized,0
alexanderguo.com,2,General Design & Composition,2
overleaf.com,2748,Writing,2
notification center,1,Uncategorized,0
spreadsheetpage.com,37,General Reference & Learning,1
support.office.com,8,Engineering & Technology,1
space.com,74,Engineering & Technology,1
latimes.com,40,General News & Opinion,-2
Keynote,14957,Presentation,2
clipart-library.com,11,Uncategorized,0
openclipart.org,3,General News & Opinion,-2
slac.stanford.edu,227,General Reference & Learning,1
econlib.org,14,Search,0
es.net,13,Uncategorized,0
medium.com,33,General News & Opinion,-2
giftoflife.org,577,Uncategorized,0
gol.org,2,Uncategorized,0
secure.bankofamerica.com,193,Accounting,2
promo.bankofamerica.com,6,Accounting,2
upload.wikimedia.org,9,Search,0
worldtravelguide.net,35,General Utilities,1
apple.com,652,Engineering & Technology,-1
governing.com,190,General Reference & Learning,1
dailymail.co.uk,46,General News & Opinion,-2
open.spotify.com,22,Music,-2
akamai.com,381,General News & Opinion,-2
tripadvisor.com,135,Travel & Outdoors,-2
theconversation.com,132,General News & Opinion,-2
xinhuanet.com,48,General News & Opinion,-2
ecns.cn,37,Uncategorized,0
lawdepot.com,1496,General Shopping,-2
app.legaltemplates.net,69,Uncategorized,0
legaltemplates.net,3,Uncategorized,0
icnl.org,51,Uncategorized,0
history.stackexchange.com,137,Engineering & Technology,1
theatlantic.com,198,General News & Opinion,-2
washingtontimes.com,20,General News & Opinion,-2
instagram.com,166,General Social Networking,-2
chinadiscovery.com,39,Uncategorized,0
trains.ctrip.com,126,Travel & Outdoors,-2
ctrip.com,28,Travel & Outdoors,-2
mitrejects.com,25,Uncategorized,0
rmomp.storefiona.site,14,Uncategorized,0
rtbspehfuc.paradoxshort.com,1,Uncategorized,0
futurism.com,40,Science & Technology,-1
nationalinterest.org,31,General News & Opinion,-2
foxnews.com,18,General News & Opinion,-2
freshhema.com,112,Uncategorized,0
kb.mit.edu,201,General Reference & Learning,1
ist.mit.edu,33,Engineering & Technology,1
installer,13,General Utilities,1
downloads.mit.edu,4,Presentation,2
ft.com,43,General News & Opinion,-2
18.2.227.201,50,Uncategorized,0
malinc.se,9,Uncategorized,0
urbandictionary.com,44,Search,0
netflix.com,3821,Video,-2
Gmail,6,Email,2
Activity Monitor,32,General Utilities,0
imeiju.cc,2894,Video,-2
video.baidu.com,39,General Entertainment,-2
v.qq.com,52,Video,-2
v.baidu.com,32,Video,-2
en.chateauversailles.fr,365,Maps & Regional,1
billetterie.chateauversailles.fr,360,Uncategorized,0
chateauversailles.fr,39,Uncategorized,0
vcas02c.visa3dsecure.com,3,Uncategorized,0
libgen.io,34,General Reference & Learning,1
booksdescr.org,21,Uncategorized,0
lms.mitx.mit.edu,44,General Reference & Learning,2
introml.mit.edu,234,Presentation,2
cas.mitx.mit.edu,2,Uncategorized,0
catalog.mit.edu,632,Presentation,2
kevinandamanda.com,172,Uncategorized,0
student.mit.edu,4,General Reference & Learning,1
firehose.guide,28,General Communication & Scheduling,2
medicalnewstoday.com,175,Intelligence,2
Skype,171,General Social Networking,-2
vogella.com,68,Engineering & Technology,1
guru99.com,46,General Reference & Learning,1
jpeg.org,246,Uncategorized,0
10fastfingers.com,282,General Reference & Learning,1
typingtest.com,1526,Employment,2
arithmetic.zetamac.com,766,General Reference & Learning,1
captive network assistant,152,General Utilities,1
keyhero.com,17,Engineering & Technology,1
codeproject.com,10,Engineering & Technology,1
regular-expressions.info,49,Search,0
checkinprice.com,37,Uncategorized,0
moovitapp.com,348,General Reference & Learning,1
main,373,General Entertainment,-2
photos.google.com,179,Photos,-2
remotetestrunner,75,Quality Assurance,2
