App,Time Spent (Hours),Category,Productivity
web.mit.edu,31976,General Reference & Learning,2
9to5mac.com,4333,General News & Opinion,-2
Finder,5854,General Utilities,0
messenger.com,64247,General Social Networking,-2
eclipse,70552,Editing & IDEs,2
remotetestrunner,84,Quality Assurance,2
main,700,General Entertainment,-2
sublime text,3049,Editing & IDEs,2
coreservicesuiagent,9,General Utilities,0
facebook.com,9949,General Social Networking,-2
docs.oracle.com,57,Engineering & Technology,1
Preview,24736,General Reference & Learning,2
Mail,12717,Email,2
MS Excel,1335,General Business,2
messages,5568,General Social Networking,-2
youtube.com,51878,Video,-2
github.com,51,General Software Development,2
microsoft word,19716,Writing,2
stellar.mit.edu,829,General Reference & Learning,1
loginwindow,795,General Utilities,0
learning-modules.mit.edu,1364,General Reference & Learning,1
SecurityAgent,11,Systems Operations,0
6031.mit.edu:444,142,Uncategorized,0
clicker.csail.mit.edu,2742,General Reference & Learning,1
constellation.csail.mit.edu,223,General Reference & Learning,1
guru99.com,9,General Reference & Learning,1
photos.google.com,163,Photos,-2
Notes,5633,Email,0
drive.google.com,2193,General Business,2
Google Spreadsheets,5767,General Business,2
omni.csail.mit.edu,1769,General Reference & Learning,1
rescuetime.com,628,Intelligence,0
cnn.com,778,General News & Opinion,2
google.com,16756,Search,2
cnbc.com,560,Business,-1
nytimes.com,967,General News & Opinion,-2
piazza.com,1942,General Reference & Learning,2
wechat,20687,General Social Networking,-2
Google Forms,6060,General Business,2
en.wikipedia.org,9356,General Reference & Learning,1
updater.com,36,Uncategorized,0
webapps.wellesley.edu,160,General Reference & Learning,1
irs.gov,23,Legal & Gov't,1
calendar,4777,Calendars,1
tripadvisor.com,1041,Travel & Outdoors,-2
iop.harvard.edu,77,General Reference & Learning,1
Terminal,11450,Systems Operations,2
idp.mit.edu,150,General Reference & Learning,1
epa.gov,48,Legal & Gov't,1
cnet.com,61,Science & Technology,-1
mit.edu,5732,Presentation,2
l.messenger.com,127,Instant Message,-1
arithmetic.zetamac.com,1,General Reference & Learning,1
archive utility,49,General Utilities,1
chinahighlights.com,445,General Reference & Learning,1
adventureinyou.com,22,Uncategorized,0
forms.gle,14,Uncategorized,0
web-cert.mit.edu,104,Presentation,2
dreamsongs.com,32,General News & Opinion,-2
akamai.com,9,General News & Opinion,-2
ethernethistory.typepad.com,7,General News & Opinion,-2
cseweb.ucsd.edu,6,Science & Technology,-1
people.csail.mit.edu,6,General Reference & Learning,1
travel.state.gov,145,Travel & Outdoors,-2
gradescope.com,515,General Reference & Learning,1
ads.trafficjunky.net,4,General Business,2
Google Documents,16702,Writing,2
nj.gov,2535,General News & Opinion,2
hud.gov,130,Operations,2
rebuildbydesign.org,1723,Uncategorized,2
Google Presentations,342,Presentation,2
ctrip.com,458,Travel & Outdoors,-2
flights.ctrip.com,4863,General Business,2
trains.ctrip.com,987,Travel & Outdoors,-2
map.baidu.com,687,Maps & Regional,-2
imeiju.cc,443,Video,-2
timeout.com,115,Search,0
lonelyplanet.com,113,Travel & Outdoors,-2
thechinaguide.com,46,Uncategorized,0
travelchinaguide.com,439,Travel & Outdoors,-2
upload.wikimedia.org,136,Search,0
flightradar24.com,159,General Entertainment,-2
cupoftj.com,65,Uncategorized,0
google.com/calendar,316,Calendars,2
searchnetworking.techtarget.com,337,Engineering & Technology,1
Dictionary,13,General Reference & Learning,1
csinsiders.com,83,Uncategorized,0
notability,16,Writing,2
nio.io,206,Uncategorized,0
whenufree.io,408,Uncategorized,0
tripsavvy.com,105,Travel & Outdoors,-2
airnewzealand.com,192,Travel & Outdoors,-2
travelmaps.state.gov,102,Search,0
who.int,65,General News & Opinion,-2
quora.com,141,General Reference & Learning,-1
nomadicmatt.com,89,Travel & Outdoors,-2
flightaware.com,769,Travel & Outdoors,-2
npr.org,186,General News & Opinion,-2
foreignaffairs.com,26,International,-2
economist.com,189,General News & Opinion,-2
washingtonpost.com,515,General News & Opinion,-2
pitchfork.com,88,General News & Opinion,-2
gns3vault.com,30,Uncategorized,0
techcrunch.com,125,Science & Technology,-1
travel.usnews.com,51,General Reference & Learning,1
wikitravel.org,38,Travel & Outdoors,-2
aussieontheroad.com,282,Uncategorized,0
adventuresaroundasia.com,94,Uncategorized,0
onlinegambling.com,6,Uncategorized,0
selectiveasia.com,34,Uncategorized,0
google chrome,8,Browsers,0
thebeijinger.com,4021,General News & Opinion,-2
caesar.csail.mit.edu,2828,General Reference & Learning,1
Google Drawings,314,Graphic Design,2
goo.gl,1,Internet Utilities,1
6031.mit.edu,120,Presentation,2
yellkey.com,22,Uncategorized,0
bwfbadminton.com,106,Uncategorized,0
bwfworldchampionships.bwfbadminton.com,181,Uncategorized,0
history,36,Browsers,0
marketplace.org,156,Business,-1
authenticate.economist.com,32,General News & Opinion,-2
mashable.com,114,Science & Technology,-1
jpost.com,43,General News & Opinion,-2
inexhibit.com,113,Uncategorized,0
flightsfrom.com,36,Uncategorized,0
fortune.com,737,Business,-1
amazon.com,2098,General Shopping,-1
fivebooks.com,70,Uncategorized,0
kindle,40268,General Reference & Learning,2
texshop,50,Writing,2
overleaf.com,2048,Writing,2
go.skimresources.com,2,Uncategorized,0
wayf.mit.edu,15,Presentation,2
csasquash.com,54,Uncategorized,0
mitathletics.com,22,Sports,-1
users,1882,General Software Development,2
didit.csail.mit.edu,877,General Reference & Learning,1
tnq.photos,1,Uncategorized,0
degruyter.com,44,General Reference & Learning,1
theta.mit.edu,137,Presentation,2
db.lcs.mit.edu,540,General Reference & Learning,1
grammarly.com,30,Writing,2
qz.com,276,General News & Opinion,-2
wsj.com,57,General News & Opinion,-2
ozy.com,15,General News & Opinion,-2
variety.com,92,General News & Opinion,-2
foxnews.com,11,General News & Opinion,-2
hunter.cuny.edu,136,General Reference & Learning,1
electrek.co,108,Science & Technology,-1
channelnewsasia.com,91,General News & Opinion,-2
barrons.com,159,Uncategorized,0
airbnb.com,5361,Travel & Outdoors,-2
systemuiserver,194,General Utilities,1
anyplace.com,98,Uncategorized,0
leasebreak.com,299,Uncategorized,0
studenthousing.org,54,Uncategorized,0
gaoloumi.cc,474,General News & Opinion,-2
Google Earth Pro,640,Search,0
cpw2018.mit.edu,95,Presentation,2
printerproxy,7,General Business,2
18.2.227.201,93,Uncategorized,0
Calculator,5,General Utilities,1
macrumors.com,2,General News & Opinion,-2
Safari,6,Browsers,2
cpw2019.mit.edu,180,Presentation,2
united.com,1355,Travel & Outdoors,-2
adminappsts.mit.edu,25,Presentation,2
atlas.mit.edu,17,General Business,2
login.wellesley.edu,26,General Reference & Learning,1
2fa.wellesley.edu,1,General Reference & Learning,1
instagram.com,32,General Social Networking,-2
storeuid,4,General Utilities,1
38jiejie.com,48,Uncategorized,0
skyscanner.com,79,Travel & Outdoors,-2
cheapflights.com,37,Travel & Outdoors,-2
bloomberg.com,497,Business,-1
facetime,71,Voice Chat,-2
theguardian.com,714,General News & Opinion,-2
globalinnovationindex.org,80,General Reference & Learning,1
weforum.org,52,General News & Opinion,-2
blog.iese.edu,20,General Business,2
inc.com,11,General News & Opinion,-2
fodors.com,172,Travel & Outdoors,-2
scmp.com,458,General News & Opinion,-2
hollywoodreporter.com,39,General Entertainment,-2
news.mit.edu,142,General Reference & Learning,1
americanninjawarriornation.com,547,Uncategorized,-2
usanetwork.com,240,Video,-2
dailymotion.com,77,General Entertainment,-2
login.xfinity.com,25,Video,-2
ist.mit.edu,6,Engineering & Technology,1
kb.mit.edu,14,General Reference & Learning,1
xfinityoncampus.com,85,Uncategorized,0
xfinity.com,65,Internet Utilities,1
settings,25,General Utilities,1
netflix.com,58,Video,-2
imdb.com,30,Video,-2
xocsp.ccp.xcal.tv:8443,4,Uncategorized,0
keychain access,35,Systems Operations,2
alum.mit.edu,59,General Reference & Learning,1
xocsp.ccp.xcal.tv,4,Uncategorized,0
baidu.com,22,Search,2
movie.douban.com,8,Video,-2
nationalinterest.org,95,General News & Opinion,-2
elsevier.com,58,Search,0
typeset.io,45,Uncategorized,0
latextemplates.com,3,Writing,2
state.nj.us,37,Project Management,2
isb.bj.edu.cn,259,General Reference & Learning,1
myactivity.google.com,107,General Business,2
renewjerseystronger.org,40,Uncategorized,0
hudexchange.info,8,General Reference & Learning,1
dspace.mit.edu,113,General Reference & Learning,1
bw-mit-pharos,22,Uncategorized,0
popup,15,Uncategorized,0
boc.cn,104,Internet Utilities,1
abcnews.go.com,24,General News & Opinion,-2
mitmedical.iqhealth.com,119,Uncategorized,0
beijing.dulwich.org,108,Uncategorized,0
medical.mit.edu,42,Presentation,2
cernerhealth.com,14,Health & Medicine,1
deerfield.edu,35,General Reference & Learning,1
wellesley.edu,22,General Reference & Learning,1
linkedin.com,229,Professional Networking,1
mobility.mit.edu,238,Presentation,2
bookmarks,2,General News & Opinion,-2
domainnamemarketplace.com,7,Uncategorized,0
nomadasaurus.com,98,Uncategorized,0
1843magazine.com,22,General News & Opinion,-2
planetware.com,1,General Business,2
canadiantraveller.com,1,Uncategorized,0
tour-beijing.com,68,Uncategorized,0
open.weixin.qq.com,32,General Software Development,2
passport.ctrip.com,30,Travel & Outdoors,-2
accounts.ctrip.com,77,Travel & Outdoors,-2
6033.scripts.mit.edu:444,519,Uncategorized,0
topchinatravel.com,38,Uncategorized,0
chinawhisper.com,17,Uncategorized,0
foreignercn.com,27,Uncategorized,0
12301.cn,34,Uncategorized,0
12306.cn,118,General Shopping,-2
intrepidtravel.com,29,Travel & Outdoors,-2
kyfw.12306.cn,46,General Shopping,-2
travel.12306.cn,3,General Shopping,-2
zh.wikipedia.org,83,Search,0
grubhub.com,20,General Shopping,-1
downforacross.com,1234,Games,-2
ninjabunny.github.io,169,General Software Development,2
geoguessr.com,2728,Games,-2
tata.com.cn,21,Uncategorized,0
tatapravesh.com,12,Uncategorized,0
bbc.com,6,General News & Opinion,-2
hongkongfp.com,2,General News & Opinion,-2
boston.com,118,General News & Opinion,-2
beijing-marathon.com,45,Uncategorized,0
stridenation.com,6,Uncategorized,0
registrar.mit.edu,40,Presentation,2
hst.mit.edu,21,General Reference & Learning,1
catalog.mit.edu,35,Presentation,2
ittf.com,57,Uncategorized,0
results.ittf.link,42,Uncategorized,0
theculturetrip.com,21,Uncategorized,0
kundo.se,27,Uncategorized,0
photos,44,Photos,0
distancefromto.net,65,Uncategorized,0
Activity Monitor,48,General Utilities,0
Steam,6,Games,-2
when2meet.com,134,General Communication & Scheduling,0
owa.exchange.mit.edu,22,Email,0
app.pipefy.com,144,General Business,2
jbui.me,2,Uncategorized,0
trip.com,758,Uncategorized,0
googletraveladservices.com,1,Uncategorized,0
stackoverflow.com,733,General Software Development,2
massgeneral.org,20,General Reference & Learning,1
wego.here.com,15,Maps & Regional,1
medium.com,29,General News & Opinion,-2
regexr.com,4,General Software Development,2
geeksforgeeks.org,271,Operations,2
java2s.com,11,General News & Opinion,-2
tutorialspoint.com,2,General Reference & Learning,1
codippa.com,46,Uncategorized,0
beginnersbook.com,11,General Reference & Learning,1
mkyong.com,77,General Software Development,2
techiedelight.com,34,Uncategorized,0
w3resource.com,14,Engineering & Technology,1
secure.bankofamerica.com,308,Accounting,2
bankofamerica.com,58,General Business,2
virtualbox,4,Virtualization,0
TextEdit,724,Writing,2
theatlantic.com,140,General News & Opinion,-2
Keynote,1057,Presentation,2
github.mit.edu,7,Presentation,2
cas.mit.edu,2,Presentation,2
java updater,2,General Utilities,1
randomarticleproject.com,22,Uncategorized,0
autonews.com,190,General News & Opinion,-2
ft.com,88,General News & Opinion,-2
baeldung.com,62,Engineering & Technology,1
bc.edu,124,General Reference & Learning,1
secure.ctrip.com,284,Travel & Outdoors,-2
raft.github.io,418,Engineering & Technology,1
mystatus.united.com,281,Travel & Outdoors,-2
weibo.com,220,General Social Networking,-2
twitter.com,211,General Social Networking,-2
passport.weibo.com,5,General Social Networking,-2
d.weibo.com,83,General Social Networking,-2
mitgsl.mit.edu,220,Presentation,2
s.weibo.com,5,General Social Networking,-2
localhost:8080,26,General Software Development,2
w3schools.com,7,Engineering & Technology,1
click.e.economist.com,2,Uncategorized,0
firehose.guide,122,General Communication & Scheduling,2
neu.orgsync.com,138,General Social Networking,-2
web.northeastern.edu,40,General Reference & Learning,1
northeastern.edu,73,General Reference & Learning,1
sanskriti.neu.edu,10,General Reference & Learning,1
admissions.tufts.edu,48,General Reference & Learning,1
ocl.tufts.edu,32,General Reference & Learning,1
ase.tufts.edu,17,General Reference & Learning,1
secure.trip.com,66,Uncategorized,0
phys.org,59,Science & Technology,-1
caixinglobal.com,135,Uncategorized,0
newscientist.com,36,Science & Technology,-1
upi.com,26,General News & Opinion,-2
bccsa.net,87,Uncategorized,0
weibo.cn,2,General Social Networking,-2
accuweather.com,60,Maps & Regional,1
hotels.ctrip.com,65,Travel & Outdoors,-2
bus.mapbar.com,182,Maps & Regional,1
lijiang.8684.cn,12,Internet Utilities,1
maps,14,Maps & Regional,1
alphasights.com,30,General Business,2
cdn.fbsbx.com,7,General Reference & Learning,1
accounts.google.com,37,General Communication & Scheduling,0
aljazeera.com,21,General News & Opinion,-2
System Preferences,103,General Utilities,0
mitchief.org,38,Uncategorized,0
imuse.org.cn,49,Uncategorized,0
kns.cnki.net,352,General Reference & Learning,1
