App,Time Spent (Hours),Category,Productivity
cnki.net,93,General Reference & Learning,1
new.oversea.cnki.net,52,Uncategorized,0
oversea.cnki.net,3,General Reference & Learning,1
kreader.cnki.net,25,General Reference & Learning,1
image.cnki.net,12,General Reference & Learning,1
login.cnki.net,6,General Reference & Learning,1
scholar.google.com,40,General Reference & Learning,1
econlib.org,147,Search,0
fakeaddressgenerator.com,15,Uncategorized,0
ec-online.net,29,Uncategorized,0
fakepersongenerator.com,9,Uncategorized,0
doh.wa.gov,7,Health & Medicine,1
addresses.com,3,Search,0
ciclt.net,14,Uncategorized,0
getrandomthings.com,14,Uncategorized,0
communemag.com,23,Uncategorized,0
issuu.com,444,General News & Opinion,-2
deerfieldscroll.com,1010,Uncategorized,0
cfr.org,99,General News & Opinion,-2
china-briefing.com,48,Uncategorized,0
slack.engineering,377,Uncategorized,0
thediplomat.com,3,International,-2
boxofficemojo.com,98,General Entertainment,-2
javatpoint.com,4,Engineering & Technology,1
howtodoinjava.com,61,Engineering & Technology,1
abc.net.au,64,General News & Opinion,-2
client,4,Games,-2
sciencedirect.com,95,Engineering & Technology,1
backup and sync from google,5,Uncategorized,0
lincolninst.edu,257,General Reference & Learning,1
thoughtco.com,52,General Reference & Learning,1
mit.universitytickets.com,109,Uncategorized,0
bjghw.gov.cn,118,Legal & Gov't,1
tommyooi.com,58,Uncategorized,0
key.me,92,Uncategorized,0
myworkday.com,24,Administration,2
masskeyless.com,32,Uncategorized,0
