App,Time Spent (Seconds),Category,Productivity
Terminal,4691,Systems Operations,2
Mail,4145,Email,2
loginwindow,224,General Utilities,0
quicktime player,68,General Entertainment,-1
apple.com,238,Engineering & Technology,-1
marriott.com,62,Travel & Outdoors,-2
thebeijinger.com,172,General News & Opinion,-2
youtube.com,51286,Video,-2
hsia-acentic.com,13,Uncategorized,0
sublime text,1503,Editing & IDEs,2
Notes,5258,Writing,2
google.com,3238,Search,2
Finder,900,General Utilities,0
calendar,290,Calendars,1
timeanddate.com,29,Intelligence,2
map.baidu.com,1176,Maps & Regional,-2
MS Excel,2007,General Business,2
Google Spreadsheets,40071,General Business,2
drive.google.com,897,General Business,2
wechat,11546,General Social Networking,-2
secure.bankofamerica.com,1240,Accounting,2
systemuiserver,96,General Utilities,1
usernotificationcenter,8,General Utilities,0
bankofamerica.com,43,General Business,2
studio.youtube.com,176,Video Editing,2
storeuid,17,General Utilities,1
cnn.com,149,General News & Opinion,2
Google Forms,3897,General Business,2
goo.gl,6,Internet Utilities,1
dfree.biz,19,Uncategorized,0
owa.exchange.mit.edu,187,Email,0
System Preferences,19,General Utilities,0
united.com,537,Travel & Outdoors,-2
mystatus.united.com,364,Travel & Outdoors,-2
photos,1257,Photos,0
messenger.com,4744,General Social Networking,-2
facebook.com,1741,General Social Networking,-2
awaytravel.com,1326,General Shopping,-2
orbitz.com,12,Travel & Outdoors,-2
herschel.com,657,Uncategorized,0
awaytravel.affiliatetechnology.com,1,Uncategorized,0
redbubble.com,3507,General Shopping,-2
Preview,241,General Reference & Learning,2
amazon.com,5473,General Shopping,-1
bedbathandbeyond.com,21,Administration,2
tumi.com,7,General Shopping,-2
tools.usps.com,7,General Business,2
amap.com,85,Uncategorized,0
map.amap.com,48,Uncategorized,0
att.com,8,General Business,2
translate.google.com,229,Search,1
upload.wikimedia.org,137,Search,0
en.wikipedia.org,5042,General Reference & Learning,1
theglobeandmail.com,3,General News & Opinion,-2
metromapmaker.com,517,Uncategorized,0
edrawsoft.com,45,Graphic Design,2
edrawmax,167,Uncategorized,0
burbex.org,12,Uncategorized,0
diskimages ui agent,4,General Utilities,1
coreservicesuiagent,13,General Utilities,0
limousinebus.co.jp,2,Uncategorized,0
rescuetime.com,53,Intelligence,0
airbnb.com,3716,Travel & Outdoors,-2
facetime,2250,Voice Chat,-2
realpython.com,146,Engineering & Technology,1
iWork Numbers,7,General Business,2
tutorialspoint.com,29,General Reference & Learning,1
TextEdit,752,Writing,2
stackoverflow.com,108,General Software Development,2
codecodex.com,11,General Reference & Learning,1
programiz.com,30,Uncategorized,0
anker.com,234,Electronics,-2
community.ricksteves.com,99,Travel & Outdoors,-2
hometalk.com,21,Uncategorized,0
huffpost.com,12,General News & Opinion,-2
travelfashiongirl.com,6,Uncategorized,0
fastcompany.com,55,General News & Opinion,-2
nymag.com,23,General News & Opinion,-2
roadwarriorette.boardingarea.com,7,Travel & Outdoors,-2
retailmenot.com,100,General Shopping,-2
couponcabin.com,76,General Shopping,-2
hellonomad.com,270,General Shopping,-2
nomad.com,4,Uncategorized,0
workbygravel.com,172,Uncategorized,0
instagram.com,37,General Social Networking,-2
l.messenger.com,34,Instant Message,-1
facebook.com/help,21,General Social Networking,-2
photoshop cc,42,General Design & Composition,2
Keynote,18,Presentation,2
baidu.com,85,Search,2
zh.wikipedia.org,9,Search,0
baike.baidu.com,227,Search,0
promocodewatch.com,18,Uncategorized,0
couponbirds.com,34,Uncategorized,0
cran.r-project.org,42,Engineering & Technology,1
r-project.org,23,General Software Development,2
courses.edx.org,34,General Reference & Learning,1
archive utility,14,General Utilities,1
rstudio.com,26,Data Modeling & Analysis,2
ups.com,54,General Business,2
link.redbubble.com,1,General Shopping,-2
aol.com,247,General News & Opinion,-2
theculturetrip.com,243,Uncategorized,0
parkme.com,13,Uncategorized,0
d139u8doh717eh.cloudfront.net,42,Uncategorized,0
sftodo.com,14,Uncategorized,0
Google Documents,726,Writing,2
fontsmarket.com,16,Uncategorized,0
indesign cc,53,General Design & Composition,2
freefontsfamily.com,44,Uncategorized,0
cdn.fbsbx.com,1,General Reference & Learning,1
police.mit.edu,829,Presentation,2
thisisinsider.com,638,Uncategorized,0
hacks.mit.edu,8,General Reference & Learning,1
BBC,95,International,2
businessinsider.com,202,General News & Opinion,-2
ewn.co.za,16,General News & Opinion,-2
supchina.com,57,Uncategorized,0
bbc.com,218,General News & Opinion,-2
samaa.tv,174,General News & Opinion,-2
aa.com.tr,9,General News & Opinion,-2
nonprofitlawblog.com,14,Uncategorized,0
cfr.org,8,General News & Opinion,-2
gizmodo.com,12,Science & Technology,0
economictimes.indiatimes.com,4,General News & Opinion,-2
infoplease.com,4,General Reference & Learning,1
earthsky.org,6,Science & Technology,-1
Dictionary,5,General Reference & Learning,1
thetravel.com,55,Uncategorized,0
airsafe.com,20,Travel & Outdoors,-2
airlineratings.com,268,General Reference & Learning,1
news.mit.edu,4426,General Reference & Learning,1
mitstory.mit.edu,61,Presentation,2
web.mit.edu,12,General Reference & Learning,2
managerewardsonline.com,13,Uncategorized,0
managerewardsonline.bankofamerica.com,73,Accounting,2
keychain access,158,Systems Operations,2
SecurityAgent,21,Systems Operations,0
www2.theexplorercard.com,271,Uncategorized,0
creditcards.com,106,Intelligence,2
creditcards.chase.com,32,Accounting,2
promo.bankofamerica.com,172,Accounting,2
diffen.com,41,General Reference & Learning,1
magnifymoney.com,70,General Reference & Learning,1
bettermoneyhabits.bankofamerica.com,49,General Business,2
expressvpn,54,General Utilities,1
reportpanic,2,Uncategorized,0
nyu.edu,50,General Reference & Learning,1
na3.docusign.net,93,General Business,2
nytimes.com,58,General News & Opinion,-2
theguardian.com,26,General News & Opinion,-2
usatoday.com,6,General News & Opinion,-2
espn.com,163,Sports,-1
telegraph.co.uk,4,General News & Opinion,-2
apps,6,General Utilities,1
washingtonpost.com,12,General News & Opinion,-2
straitstimes.com,41,General News & Opinion,-2
nomnom16.wordpress.com,64,General News & Opinion,-2
github.com,20,General Software Development,2
doc.scrapy.org,615,General Software Development,2
backup and sync from google,12,Uncategorized,0
adobe lightroom cc,367,General Design & Composition,2
history,20,Browsers,0
9to5mac.com,701,General News & Opinion,-2
mitnano.mit.edu,5,Presentation,2
legacy.com,7,General News & Opinion,-2
myactivity.google.com,370,General Business,2
users,10,General Software Development,2
quotes.toscrape.com,53,Uncategorized,0
blog.scrapinghub.com,102,Uncategorized,0
imeiju.cc,21423,Video,-2
youku.com,7,General Entertainment,-2
so.youku.com,286,General Entertainment,-2
soku.com,2,Video,-2
staralliance.com,24,Travel & Outdoors,-2
flights.staralliance.com,15,Travel & Outdoors,-2
tripadvisor.com,41,Travel & Outdoors,-2
thrillist.com,36,General News & Opinion,-2
travel.usnews.com,33,General Reference & Learning,1
onthegotours.com,20,Travel & Outdoors,-2
v.qq.com,169,Video,-2
iqiyi.com,68,Video,-2
tieba.baidu.com,65,Games,-2
so.iqiyi.com,22,Video,-2
netflix.com,59,Video,-2
hulu.com,43,General Entertainment,-2
dailymotion.com,40,General Entertainment,-2
abc.go.com,19,General Entertainment,-2
justwatch.com,10,General Entertainment,-2
click.justwatch.com,1,General Entertainment,-2
script.google.com,5,Editing & IDEs,2
support.google.com,47,General News & Opinion,2
ghostfriends.herokuapp.com,351,Uncategorized,0
accounts.google.com,5,General Communication & Scheduling,0
eduapps.mit.edu,60,Presentation,2
idp.mit.edu,40,General Reference & Learning,1
mitpe.mit.edu,12,Presentation,2
sisapp.mit.edu,3,General Reference & Learning,1
math.stackexchange.com,41,General Reference & Learning,1
imjtv.com,8,Uncategorized,0
dnvod.tv,840,Video,-2
91mjw.com,22,Video,-2
qwspcz.com,19,Uncategorized,0
disk utility,124,General Utilities,1
