App,Time Spent (Hours),Category,Productivity
stateair.net,337,Uncategorized,0
MS Excel,128,General Business,2
top500.org,95,General Reference & Learning,1
flightfox.com,225,Uncategorized,0
airchina.com.cn,90,General News & Opinion,-2
et.airchina.com.cn,71,General News & Opinion,-2
hloom.com,239,General Business,2
themuse.com,321,Employment,2
asme.org,83,Engineering & Technology,1
accounts.adobe.com,155,General Design & Composition,2
indesign cc,140,General Design & Composition,2
adobeid-na1.services.adobe.com,20,General Design & Composition,2
rickhuang.me,275,Uncategorized,0
messenger,3,General Social Networking,-2
applecorp.avature.net,44,Uncategorized,0
isbalumninetwork.com,268,Uncategorized,0
34st.com,82,Uncategorized,0
kichdam.com,2,Uncategorized,0
pixabay.com,9,Graphic Design,2
goertek.com,549,Uncategorized,0
aws.amazon.com,42,General Software Development,2
signin.aws.amazon.com,9,Systems Operations,2
Amazon AWS Console,332,General Software Development,2
s3.amazonaws.com,16,Internet Utilities,1
tincta,385,General Software Development,2
boredpanda.com,48,General Entertainment,-2
resumegenius.com,4,Uncategorized,0
livecheck2update.yourforupgradeassistant.club.,3,Uncategorized,0
m59ymediared.com,2,Uncategorized,0
ytmp3.cc,36,Uncategorized,0
youros014.site,3,Uncategorized,0
eaptlstrust,3,General Utilities,1
music.baidu.com,65,Music,-2
music.163.com,38,Music,-2
play.baidu.com,36,Music,-2
flvto.biz,12,Uncategorized,0
cdn.ingridhuman.win,3,Uncategorized,0
check4free.thesearchbestupgrade.download.,1,Uncategorized,0
reuters.com,82,General News & Opinion,-2
technologyreview.com,225,General Reference & Learning,1
politico.com,92,General News & Opinion,-2
smh.com.au,83,General News & Opinion,-2
popsci.com,68,Science & Technology,-1
dailymail.co.uk,125,General News & Opinion,-2
popularmechanics.com,107,General News & Opinion,-2
forbes.com,131,General News & Opinion,-2
