App,Time Spent (Seconds),Category,Productivity
SecurityAgent,39,Systems Operations,0
keychain access,33,Systems Operations,2
System Preferences,456,General Utilities,0
youtube.com,1515,Video,-2
usernotificationcenter,16,General Utilities,0
loginwindow,756,General Utilities,0
Finder,6996,General Utilities,0
thebeijinger.com,2708,General News & Opinion,-2
Preview,83,General Reference & Learning,2
Notes,535,Writing,2
Safari,744,Browsers,2
Mail,1800,Email,2
usa.canon.com,7,Video Editing,-2
xintou365.com,129,Uncategorized,0
gaoloumi.com,2429,Regional,-2
tripadvisor.com,4124,Travel & Outdoors,-2
mutianyugreatwall.net,126,Uncategorized,0
bing.com,377,Search,2
map.baidu.com,2121,Maps & Regional,-2
greatwalladventure.com,154,Uncategorized,0
chinahiking.cn,125,Uncategorized,0
beijinghikers.com,128,Uncategorized,0
greatwallhiking.com,112,Uncategorized,0
earthtrekkers.com,101,Travel & Outdoors,-2
expressvpn,757,General Utilities,1
chinahighlights.com,311,General Reference & Learning,1
chinahiking.smugmug.com,18,General Entertainment,-2
wildgreatwall.com,524,Uncategorized,0
mathematica,154,Engineering & Technology,2
wechat,3733,General Social Networking,-2
quicktime player,547,General Entertainment,-1
Dropbox,98,File Sharing,-2
creative cloud,47,General Design & Composition,2
handbrake,702,Video Editing,2
facetime,12877,Voice Chat,-2
applications,260,General Business,2
Skype,1352,General Social Networking,-2
google drive,6,General Business,2
en.wikipedia.org,737,General Reference & Learning,1
cn.bing.com,241,Search,0
topuniversities.com,25,General Reference & Learning,1
thecompleteuniversityguide.co.uk,751,General Reference & Learning,1
calendar,143,Calendars,1
facebook.com,1544,General Social Networking,-2
9to5mac.com,4098,General News & Opinion,-2
aqicn.org,1379,General Reference & Learning,1
messages,7470,General Social Networking,-2
apple.com,470,Engineering & Technology,-1
tetrisfriends.com,12589,Games,-2
protobowl.com,4306,General Reference & Learning,1
screensaverengine,173,General Utilities,0
deerfield.edu,5,General Reference & Learning,1
captive network assistant,35,General Utilities,1
RescueTime,11,Intelligence,0
uaap.mit.edu,797,Presentation,2
idp.mit.edu,203,General Reference & Learning,1
my.mit.edu,96,General Reference & Learning,1
coreservicesuiagent,35,General Utilities,0
ca.mit.edu,18,General Reference & Learning,1
duo.mit.edu,116,Presentation,2
ist.mit.edu,8,Engineering & Technology,1
certaid,125,Uncategorized,0
idp.mit.edu:446,280,General Reference & Learning,1
api-18611828.duosecurity.com,1,Uncategorized,0
student.mit.edu,843,General Reference & Learning,1
alexanderguo.com,24,General Design & Composition,2
microsoft word,1041,Writing,2
lightroom,6265,Presentation,2
systemuiserver,125,General Utilities,1
tenneco.com,128,General Business,2
baidu.com,83,Search,2
tulufandiqupm25.kmguolv.com,26,Uncategorized,0
tv.13322.com,110,Uncategorized,0
sohu.com,4,General News & Opinion,-2
tv.cctv.com,91,General News & Opinion,-2
mnw.cn,23,Uncategorized,0
flash player (safari internet plug-in),147,Video,-2
fj.china.com.cn,12,Business,-1
system,3,Uncategorized,0
sports.cntv.cn,3,Video,-2
v.youku.com,121,Video,-2
soku.com,20,Video,-2
youku.com,19,General Entertainment,-2
waqi.info,13,Uncategorized,0
shoppinginbeijing.com,300,Uncategorized,0
travelchinaguide.com,513,Travel & Outdoors,-2
naviance.com,30,General Reference & Learning,1
gd.xinyadafanyi.com,1,Uncategorized,0
amazon.com,1169,General Shopping,-1
netflix.com,627,Video,-2
geofilters.snapchat.com,199,Marketing,2
accounts.snapchat.com,70,General Social Networking,-2
snapchat.com,339,General Social Networking,-2
google.co.jp,83,Search,0
en.tripadvisor.com.hk,27,Travel & Outdoors,-2
macshiny.com,1,Uncategorized,0
drive.google.com,499,General Business,2
photoshop cc,3286,General Design & Composition,2
blog.udemy.com,76,General Reference & Learning,1
google.com,202,Search,2
u2ap.scripts.mit.edu,3436,General Software Development,2
quora.com,59,General Reference & Learning,-1
essayforum.com,10,General Reference & Learning,1
escapistmagazine.com,193,General Entertainment,-2
wordfinder.yourdictionary.com,93,General Reference & Learning,1
crosswordsolver.org,48,General Entertainment,-2
wordfind.com,32,Uncategorized,0
photos,278,Photos,0
unmountassistantagent,2,General Utilities,1
adobe flash player install manager,1,General Utilities,1
