App,Time Spent (Hours),Category,Productivity
youtube.com,124670,Video,-2
wechat,33000,General Social Networking,-2
microsoft word,12860,Writing,2
adobe premiere pro cc 2017,78643,Video Editing,2
usernotificationcenter,175,General Utilities,0
Mail,2524,Email,2
expressvpn,460,General Utilities,1
Google Documents,2786,Writing,2
google drive,353,General Business,2
Skype,138,General Social Networking,-2
Safari,1737,Browsers,2
owa.exchange.mit.edu,779,Email,0
thebeijinger.com,4907,General News & Opinion,-2
applications,508,General Business,2
uaap.mit.edu,864,Presentation,2
apple.com,640,Engineering & Technology,-1
my.mit.edu,97,General Reference & Learning,1
csair.com,1,Travel & Outdoors,-2
protobowl.com,13,General Reference & Learning,1
student.mit.edu,400,General Reference & Learning,1
u2ap.scripts.mit.edu,10,General Software Development,2
loginwindow,2924,General Utilities,0
drive.google.com,1211,General Business,2
rescuetime.com,1239,Intelligence,0
creative cloud,624,General Design & Composition,2
facebook.com,12327,General Social Networking,-2
photos,497,Photos,0
upload.wikimedia.org,181,Search,0
lostplate.com,320,Uncategorized,0
mp.weixin.qq.com,41,Instant Message,-1
timeoutbeijing.com,1129,Uncategorized,0
aqicn.org,613,General Reference & Learning,1
usnews.com,68,General News & Opinion,-2
bing.com,318,Search,2
web.mit.edu,621,General Reference & Learning,2
ocw.mit.edu,14765,General Reference & Learning,1
google.com,3428,Search,2
amazon.com,1082,General Shopping,-1
chemistry.mit.edu,94,Presentation,2
airbnb.com,1931,Travel & Outdoors,-2
tripadvisor.com,559,Travel & Outdoors,-2
calendar,43,Calendars,1
Finder,8085,General Utilities,0
idp.mit.edu,205,General Reference & Learning,1
wayf.mit.edu,24,Presentation,2
odysseyhms-web.mit.edu,423,Presentation,2
app.groupme.com,303,Instant Message,-1
ww1.pornhubb.com,14,Uncategorized,0
app1.letitbefaster.website,5,Uncategorized,0
lightroom,3370,Presentation,2
RescueTime,41,Intelligence,0
microsoft autoupdate,36,General Utilities,1
expedia.com,456,Travel & Outdoors,-2
Blank Web Browser,12,Internet Utilities,0
secure.bankofamerica.com,442,Accounting,2
bankofamerica.com,218,General Business,2
facetime,31900,Voice Chat,-2
System Preferences,169,General Utilities,0
alexanderguo.com,46,General Design & Composition,2
Preview,5672,General Reference & Learning,2
Dropbox,136,File Sharing,-2
commonapp.org,11,General Reference & Learning,1
MS Excel,177,General Business,2
contacts,4,Customer Relations,2
amctheatres.com,101,General News & Opinion,-2
osghcinemas.com,298,Uncategorized,0
google.co.jp,16,Search,0
messages,2807,General Social Networking,-2
deerfield.edu,36,General Reference & Learning,1
deerfield.instructure.com,5,General Reference & Learning,1
dainfo.deerfield.edu,2,General Reference & Learning,1
9to5mac.com,2710,General News & Opinion,-2
music.baidu.com,95,Music,-2
baidu.com,6,Search,2
play.baidu.com,5,Music,-2
onlinevideoconverter.com,270,Video Editing,2
youtube-mp3.org,6,Music,-2
iTunes,15,Music,0
update2.yourbetterandreliabletoupdating.website.,1,Uncategorized,0
