App,Time Spent (Seconds),Category,Productivity
messages,41047,General Social Networking,-2
facebook.com,27863,General Social Networking,-2
Activity Monitor,101,General Utilities,0
facetime,21799,Voice Chat,-2
deerfield.instructure.com,1144,General Reference & Learning,1
www3.forbes.com,106,General News & Opinion,-2
Dropbox,1294,File Sharing,-2
Skype,1574,General Social Networking,-2
usernotificationcenter,3007,General Utilities,0
Mail,9872,Email,2
dainfo.deerfield.edu,1812,General Reference & Learning,1
allysrandomage.blogspot.com,913,General Business,2
aqicn.org,2516,General Reference & Learning,1
google.com,7395,Search,2
Safari,2949,Browsers,2
gaoloumi.com,10504,Regional,-2
deerfieldscroll.com,12,Uncategorized,0
Notes,350,Writing,2
youtube.com,27619,Video,-2
thestallionstyle.com,37,Uncategorized,0
adobe premiere pro cc 2015,4918,Video Editing,2
mathematica,4713,Engineering & Technology,2
loginwindow,4155,General Utilities,0
deerfield.edu,509,General Reference & Learning,1
Finder,11374,General Utilities,0
microsoft word,13542,Writing,2
en.wikipedia.org,4783,General Reference & Learning,1
wechat,7063,General Social Networking,-2
calendar,258,Calendars,1
iTunes,1632,Music,0
photo booth,39,General Entertainment,0
spotify,18,General Entertainment,-2
RescueTime,55,Intelligence,0
ipadforums.net,5,Engineering & Technology,1
medhealthdaily.com,602,Uncategorized,0
coolhealthyu.com,40,Uncategorized,0
drive.google.com,2595,General Business,2
techlazy.com,1040,Uncategorized,0
dictionary.com,43,General Business,2
microsoft autoupdate,271,General Utilities,1
chartcons.com,83,Uncategorized,0
fun-questions.com,140,Uncategorized,0
yensa.com,5765,Uncategorized,0
amazon.com,1234,General Shopping,-1
secure.bankofamerica.com,129,Accounting,2
bankofamerica.com,33,General Business,2
Preview,5708,General Reference & Learning,2
google drive,280,General Business,2
donotclickthis.com,5,Uncategorized,0
wolframalpha.com,1084,Search,1
systemuiserver,334,General Utilities,1
9to5mac.com,2835,General News & Opinion,-2
onecard.deerfield.edu,8,General Reference & Learning,1
pic.gaoloumi.com,127,Regional,-2
matlab,2584,General Software Development,2
photoshop cc,753,General Design & Composition,2
Google Documents,28864,Writing,2
techworld.com,84,Science & Technology,-1
azooptics.com,7,Uncategorized,0
visiblelightcomm.com,78,Uncategorized,0
quora.com,201,General Reference & Learning,-1
wiki.analog.com,94,Search,0
forums.ni.com,233,General Software Development,2
homemade-circuits.com,49,Uncategorized,0
ecee.colorado.edu,66,Engineering & Technology,1
worldcat.org,14,Search,0
pcworld.com,45,Science & Technology,-1
miridiatech.com,70,Uncategorized,0
Dictionary,69,General Reference & Learning,1
techradar.com,108,General News & Opinion,-2
sony.com,25,Science & Technology,-2
bhphotovideo.com,2104,General Shopping,-2
cinema5d.com,2,General Reference & Learning,1
tomsguide.com,108,General News & Opinion,-2
naviance.com,2,General Reference & Learning,1
users,1867,General Software Development,2
chinese-forums.com,77,General Reference & Learning,1
forum.dji.com,53,General Shopping,-2
mathworld.wolfram.com,12,Search,0
chrome-signin,67,Browsers,0
Blank Web Browser,2,Internet Utilities,0
dailymotion.com,1005,General Entertainment,-2
netflix.com,139843,Video,-2
putlocker4k.ws,3,Uncategorized,0
System Preferences,1655,General Utilities,0
netgeargenie,12,General Utilities,1
mathworks.com,39,Engineering & Technology,1
MS Excel,13002,General Business,2
stateair.net,41,Uncategorized,0
products.office.com,8,Administration,2
microsoftstore.com,372,Engineering & Technology,1
login.live.com,77,Email,0
SecurityAgent,24,Systems Operations,0
support.apple.com,5,Search,0
TextEdit,8,Writing,2
Google Spreadsheets,373,General Business,2
microsoft onenote,1747,Intelligence,2
