App,Time Spent (Hours),Category,Productivity
messenger.com,17654,General Social Networking,-2
wechat,47605,General Social Networking,-2
united.com,4788,Travel & Outdoors,-2
forbes.com,726,General News & Opinion,-2
Mail,23909,Email,2
learning-modules.mit.edu,7620,General Reference & Learning,1
google.com,16297,Search,2
Activity Monitor,204,General Utilities,0
Google Documents,198,Writing,2
stellar.mit.edu,3785,General Reference & Learning,1
wayf.mit.edu,18,Presentation,2
Safari,3526,Browsers,2
microsoft word,22557,Writing,2
Finder,13937,General Utilities,0
avalon.law.yale.edu,26,Legal & Gov't,1
idp.mit.edu,550,General Reference & Learning,1
drive.google.com,852,General Business,2
Notes,74,Email,0
aqicn.org,278,General Reference & Learning,1
weather.com,221,Travel & Outdoors,-2
en.wikipedia.org,7859,General Reference & Learning,1
accuweather.com,128,Maps & Regional,1
beijing.tianqi.com,32,Uncategorized,0
Terminal,10,Systems Operations,2
tianqi.com,48,Uncategorized,0
messages,7986,General Social Networking,-2
changba.com,587,Music,-2
alum.mit.edu,8101,General Reference & Learning,1
alumsso.mit.edu,76,Presentation,2
Google Forms,576,General Business,2
eleven.net,160,Uncategorized,0
zielwear.com,14,Uncategorized,0
loginwindow,1498,General Utilities,0
facebook.com,18280,General Social Networking,-2
microsoft onenote,1768,Intelligence,2
microsoft autoupdate,54,General Utilities,1
Preview,5327,General Reference & Learning,2
brainyquote.com,71,Search,0
freerepublic.com,41,Legal & Gov't,1
Dictionary,112,General Reference & Learning,1
bostonreview.net,9,General Reference & Learning,1
tripadvisor.com,1460,Travel & Outdoors,-2
Blank Web Browser,48,Internet Utilities,0
us.soccerway.com,15,Sports,-1
agoda.com,193,Travel & Outdoors,-2
secure.agoda.com,94,Travel & Outdoors,-2
kayleedemocracy.weebly.com,281,Presentation,2
matlab,18,General Software Development,2
sixohone.mit.edu,58275,Presentation,2
resumegenius.com,332,Uncategorized,0
google chrome,13,Browsers,0
iTunes,406,Music,0
hostalabs.com,208,Uncategorized,0
facetime,30773,Voice Chat,-2
politifact.com,6,General News & Opinion,-2
zh.wikipedia.org,89,Search,0
stateair.net,283,Uncategorized,0
baidu.com,36,Search,2
baike.baidu.com,101,Search,0
Google Spreadsheets,7554,General Business,2
alexanderguo.com,2347,General Design & Composition,2
calendar,5623,Calendars,1
youtube.com,55940,Video,-2
ll.mit.edu,173,General Reference & Learning,1
ilovepdf.com,215,General Communication & Scheduling,0
users,310,General Software Development,2
pdfcompressor.com,24,General Business,2
smallpdf.com,15,Internet Utilities,1
pdf2go.com,66,Uncategorized,0
applications,921,General Business,2
RescueTime,93,Intelligence,0
top500.org,336,General Reference & Learning,1
catalog.mit.edu,863,Presentation,2
wired.co.uk,234,Science & Technology,-1
