Year,Time Spent (seconds),H:M:S,Top Activity,Top HMS,2nd Activity,2nd HMS,3rd Activity,3rd HMS,Cum Prod
2019,597317,165:55:17,Xcode,21:53:54,youtube.com,12:35:24,Terminal,11:43:15,0.655531736079837
