App,Time Spent (Hours),Category,Productivity
facebook.com,104567,General Social Networking,-2
youtube.com,19459,Video,-2
sports.yahoo.com,8,Sports,-1
accounts.google.com,245,General Communication & Scheduling,0
accounts.youtube.com,2,Video,-2
loginwindow,3466,General Utilities,0
System Preferences,573,General Utilities,0
screensaverengine,147,General Utilities,0
drive.google.com,4969,General Business,2
dainfo.deerfield.edu,4770,General Reference & Learning,1
Safari,2830,Browsers,2
Mail,26743,Email,2
bing.com,317,Search,2
Windows Explorer,976,General Utilities,1
session.masteringphysics.com,4158,Search,0
masteringphysics.com,31,Engineering & Technology,1
searchui,389,General Utilities,1
deerfield.edu,2654,General Reference & Learning,1
dalearn.deerfield.edu,5531,General Reference & Learning,2
amazon.com,5631,General Shopping,-1
pearsonmylabandmastering.com,5,General Reference & Learning,1
gizmodo.com,269,Science & Technology,0
en.wikipedia.org,6306,General Reference & Learning,1
learner.org,5,General Reference & Learning,1
quizlet.com,11,General Reference & Learning,2
auth.mastering.pearsoncmg.com,1,General Reference & Learning,1
farm3.staticflickr.com,647,Uncategorized,0
Finder,19696,General Utilities,0
microsoft onenote,31710,Intelligence,2
Dropbox,290,File Sharing,-2
photos,232,Photos,0
cnn.com,205,General News & Opinion,2
microsoftedge,174,Browsers,0
shellexperiencehost,277,General Utilities,1
system idle process,926,Other,0
usa.chinadaily.com.cn,830,General News & Opinion,-2
chinadaily.com.cn,54,General News & Opinion,2
lockapp,396,Other,0
lockapphost,839,General Utilities,1
microsoft error reporting,37,Science & Technology,-1
microsoft word,40950,Writing,2
applicationframehost,6425,General Utilities,1
apps.facebook.com,13,General Social Networking,-2
google.com,4702,Search,2
hmmt.co,3354,Uncategorized,0
messages,16709,General Social Networking,-2
connection.naviance.com,4048,General Design & Composition,2
onenoteim,2139,Writing,2
creative cloud,290,General Design & Composition,2
adobe desktop service,7,General Utilities,1
RescueTime,36,Intelligence,0
lightroom,5538,Presentation,2
en.m.wikipedia.org,39,General Entertainment,-2
money.cnn.com,48,General News & Opinion,-2
secure.bankofamerica.com,125,Accounting,2
bankofamerica.com,22,General Business,2
Skype,17457,General Social Networking,-2
account.collegeboard.org,110,General Reference & Learning,1
Preview,7680,General Reference & Learning,2
sat.collegeboard.org,17,General Reference & Learning,1
google drive,199,General Business,2
kongregate.com,571,Games,-2
