App,Time Spent (Hours),Category,Productivity
easybib.com,600,Search,2
www-secure.easybib.com,87,Search,0
research.easybib.com,8,Search,0
independent.co.uk,27,General News & Opinion,-2
books.google.com,41,Search,0
ub.uni-heidelberg.de,17,Search,0
spdbooks.org,260,Uncategorized,0
urbandictionary.com,37,Search,0
printerproxy,9,General Business,2
public_arms_mfd,4,Uncategorized,0
grapher,139,General Reference & Learning,1
keisan.casio.com,16,General Reference & Learning,1
fortune.com,234,Business,-1
knoema.com,27,Uncategorized,0
beijing.china.org.cn,29,General News & Opinion,-2
daycounter.com,6,Uncategorized,0
Google Documents,19,Writing,2
smallbusiness.chron.com,178,General Business,2
investopedia.com,724,Business & Finance,1
minecraft,166,Games,-2
ibooks,3,General Reference & Learning,1
account.mojang.com,109,Games,-2
minecraft.net,103,Games,-2
help.mojang.com,31,Games,-2
call of duty 4 - modern warfare,3771,Games,-2
problem reporter,4,General News & Opinion,-2
hsfilmfest.com,868,Uncategorized,0
vimeo.com,689,General Entertainment,-2
movies.amctv.com,88,General Entertainment,-2
filmaffinity.com,36,Video,-2
withoutabox.com,1411,Society,-2
celtx.com,93,General Utilities,1
