App,Time Spent (Hours),Category,Productivity
facebook.com,84720,General Social Networking,-2
youtube.com,15525,Video,-2
Safari,2701,Browsers,2
architosh.com,1,General News & Opinion,-2
loginwindow,2926,General Utilities,0
en.wikipedia.org,3840,General Reference & Learning,1
Finder,16073,General Utilities,0
System Preferences,1221,General Utilities,0
SecurityAgent,46,Systems Operations,0
google.com,3920,Search,2
answers.yahoo.com,8,Search,0
MS Word,14170,Writing,2
wabbitemu,34,General Reference & Learning,1
Windows Explorer,3886,General Utilities,1
Task Manager,130,General Utilities,1
shellexperiencehost,1720,General Utilities,1
searchui,2929,General Utilities,1
system idle process,2908,Other,0
applicationframehost,72451,General Utilities,1
amazon.com,4953,General Shopping,-1
session.masteringphysics.com,1630,Search,0
wolframalpha.com,2976,Search,1
view.ebookplus.pearsoncmg.com,3,General Reference & Learning,1
lockapphost,1087,General Utilities,1
thesaurus.com,122,General Reference & Learning,1
Google Chrome,71,Browsers,0
Dictionary.com,10,General Reference & Learning,1
Google Documents,979,Writing,2
drive.google.com,5228,General Business,2
accounts.google.com,42,General Communication & Scheduling,0
myaccount.google.com,4,Internet Utilities,1
Google Documents - Google Apps,3,Writing,2
auth.deerfield.edu,13,General Reference & Learning,1
lockapp,1653,Other,0
Mail,21081,Email,2
messages,21551,General Social Networking,-2
microsoft onenote,17991,Intelligence,2
support.apple.com,46,Search,0
link.codecademy.com,4,Engineering & Technology,1
thewirecutter.com,111,Engineering & Technology,1
providence-info.org,2,Uncategorized,0
bankofamerica.com,42,General Business,2
MS Excel,2225,General Business,2
calendar,438,Calendars,1
studymode.com,25,General Reference & Learning,1
discussions.apple.com,13,Science & Technology,-1
nvidia.com,3,General Business,2
dalearn.deerfield.edu,2719,General Reference & Learning,2
daisydisk,382,General Utilities,0
grapher,1426,General Reference & Learning,1
chess,10051,Games,-2
rpinow.org,2,Uncategorized,0
uky-admissions.org,2,Uncategorized,0
Terminal,51,Systems Operations,2
usernotificationcenter,100,General Utilities,0
pdapp,71,General Utilities,1
adobe desktop service,12,General Utilities,1
RescueTime,65,Intelligence,0
creative cloud,184,General Design & Composition,2
translate.google.com,3659,Search,1
nikonrumors.com,380,Science & Technology,-1
logitech.com,31,General Shopping,-2
support.logitech.com,94,Engineering & Technology,1
logitech options,760,General Utilities,1
indiana.edu,790,General Reference & Learning,1
deerfield.edu,2893,General Reference & Learning,1
installer,161,General Utilities,1
coreservicesuiagent,21,General Utilities,0
logi options installer,1,Uncategorized,0
smqr.us,2,Uncategorized,0
iTunes,723,Music,0
merrilledge.com,12,General Business,2
microsoft word,32251,Writing,2
system information,124,General Utilities,0
deerfield.instructure.com,500,General Reference & Learning,1
forums.adobe.com,6,General Business,2
photos,55,Photos,0
picrazy2.com,1,Uncategorized,2
lightroom,18150,Presentation,2
spotlight,72,General Utilities,1
app store,383,General Shopping,-2
icloud.com,328,General Software Development,2
github.com,39,General Software Development,2
apple.stackexchange.com,12,Engineering & Technology,1
yahoo.com,3,Search,0
adobe application manager,87,General Utilities,1
helpx.adobe.com,237,General Software Development,2
photoshop cc,1143,General Design & Composition,2
accounts.adobe.com,66,General Design & Composition,2
adobe.com,29,General Software Development,2
adobeid-na1.services.adobe.com,21,General Design & Composition,2
facetime,368,Voice Chat,-2
assets.adobe.com,4,General Design & Composition,2
Dropbox,105,File Sharing,-2
dpreview.com,205,General Entertainment,-2
laurashoe.com,18,Uncategorized,0
screensaverengine,1336,General Utilities,0
Preview,2368,General Reference & Learning,2
microsoft error reporting,100,Science & Technology,-1
Skype,15245,General Social Networking,-2
whitehouse.gov,1,Search,0
Activity Monitor,47,General Utilities,0
istat menus,22,General Utilities,1
applications,35,General Business,2
dainfo.deerfield.edu,8738,General Reference & Learning,1
9to5mac.com,4023,General News & Opinion,-2
google drive,611,General Business,2
in-ter-stel-lar.com,1980,Uncategorized,0
universalaccessauthwarn,6,General Utilities,1
boom,2,General Utilities,1
google software update,16,General Utilities,1
messenger.com,1,General Social Networking,-2
s-media-cache-ak0.pinimg.com,4,Photos,-2
googledrivesync,2,File Sharing,-2
pickerhost,107,General Utilities,1
microsoft autoupdate,77,General Utilities,1
cnn.com,592,General News & Opinion,2
marxists.org,1002,General Reference & Learning,1
historyhome.co.uk,54,Uncategorized,0
hist.cam.ac.uk,335,General Reference & Learning,1
askpermissionui,33,Uncategorized,0
