App,Time Spent (Hours),Category,Productivity
aviationcv.com,25,Uncategorized,0
migflug.com,253,Uncategorized,0
defensetech.org,85,General News & Opinion,-2
militaryfactory.com,160,Uncategorized,0
quora.com,3989,General Reference & Learning,-1
accounts.google.com,5,General Communication & Scheduling,0
genkienglish.net,55,General Reference & Learning,1
rosettastone.com,624,General Reference & Learning,1
mezzoguild.com,287,General Reference & Learning,1
italki.com,47,General Reference & Learning,1
secure.rosettastone.com,1362,Engineering & Technology,1
totale.rosettastone.com,2599,General Reference & Learning,1
Notes,23,Email,0
launch.rosettastone.com,18,General Reference & Learning,1
pinterest.com,2,General Social Networking,-2
help.apple.com,223,Search,0
discussions.apple.com,26,Science & Technology,-1
intego backup assistant,4,Uncategorized,0
blog.quora.com,27,General Reference & Learning,1
computerworld.com,96,Science & Technology,-1
itunes.apple.com,264,General Shopping,-2
socialresearchmethods.net,492,Engineering & Technology,1
storeuid,194,General Utilities,1
nikonusa.com,2132,Search,-2
bhphotovideo.com,1562,General Shopping,-2
typingtest.10-fast-fingers.com,9,Email,0
cinema.nikonusa.com,190,Search,0
p3.courseval.net,150,Uncategorized,0
cdn-4.nikon-cdn.com,55,Uncategorized,0
classonthemoon.com,145,Uncategorized,0
atomos.com,167,Uncategorized,0
fedex.com,388,Employment,2
smithsonianmag.com,88,General News & Opinion,-2
oed.com,72,Search,0
usa.canon.com,258,Video Editing,-2
static.nikonusa.com,180,Search,0
changingminds.org,115,General News & Opinion,-2
toknow-11.wikispaces.com,39,Intelligence,2
soinc.org,215,General Reference & Learning,1
msichicago.org,67,General Reference & Learning,1
explainthatstuff.com,107,General Business,2
ebay.com,113,General Shopping,-2
store.lowepro.com,612,General Shopping,-1
lowepro.com,254,General Shopping,-1
secure.bhphotovideo.com,126,Search,-1
rode.com,104,Uncategorized,0
chinaairlinetravel.com,177,Uncategorized,0
listener.co.nz,16,General News & Opinion,-2
www-secure.easybib.com,9,Search,0
securityintelligence.com,34,General Reference & Learning,1
