App,Time Spent (Hours),Category,Productivity
Mail,13017,Email,2
microsoft word,60955,Writing,2
Skype,12554,General Social Networking,-2
google.com,6189,Search,2
easybib.com,212,Search,2
kindle,6,General Reference & Learning,2
scholarship.law.duke.edu,57,General Business,2
brainyquote.com,1,Search,0
public_koch_its,101,Uncategorized,0
printerproxy,377,General Business,2
imdb.com,1000,Video,-2
app store,297,General Shopping,-2
loginwindow,4245,General Utilities,0
microsoft onenote,20301,Intelligence,2
SecurityAgent,35,Systems Operations,0
Finder,7812,General Utilities,0
Microsoft OneDrive,145,General Utilities,1
login.live.com,9,Email,0
account.microsoft.com,8,General Business,2
Safari,2291,Browsers,2
onedrive,200,File Sharing,-2
alfred 2,1935,General Utilities,1
TextEdit,148,Writing,2
console,8,Systems Operations,2
OneNote - onenote.com,7,Writing,2
facebook.com,8992,General Social Networking,-2
apple.stackexchange.com,58,Engineering & Technology,1
google drive,14,General Business,2
usernotificationcenter,94,General Utilities,0
TextWrangler,81,General Software Development,2
Xcode,10,Editing & IDEs,2
evernote,139,Intelligence,2
discussion.evernote.com,70,Intelligence,2
evernote helper,17,General Reference & Learning,1
kanunu8.com,33,General Entertainment,-2
mobile - arctan(4,15,Uncategorized,0
Blank Web Browser,6,Internet Utilities,0
store.apple.com,2909,Electronics,-2
hjedesign.com,2995,Graphic Design,2
en.wikipedia.org,10900,General Reference & Learning,1
upload.wikimedia.org,264,Search,0
wps.prenhall.com,28,Email,0
jobs.apple.com,6,Employment,2
gruppofrattura.it,18,Uncategorized,0
infoplease.com,3,General Reference & Learning,1
qph.is.quoracdn.net,216,Uncategorized,0
graphene.nus.edu.sg,2,General Reference & Learning,1
sparknotes.com,8,Search,2
itech.dickinson.edu,18,General Reference & Learning,1
ewels.info,27,Uncategorized,0
Google Forms,2,General Business,2
dalearn.deerfield.edu,3937,General Reference & Learning,2
dainfo.deerfield.edu,3150,General Reference & Learning,1
thoughtcatalog.com,1,General News & Opinion,-2
publishingperspectives.com,1,General Business,2
Dictionary,870,General Reference & Learning,1
tincta,1,General Software Development,2
nanocomptech.com,136,Uncategorized,0
dmun.comxa.com,1559,Uncategorized,0
robaid.com,30,Uncategorized,0
Preview,4659,General Reference & Learning,2
quickcounter,11,Uncategorized,0
netatmowizard,7,Uncategorized,0
goodreads.com,118,General Social Networking,-2
RescueTime,272,Intelligence,0
articlemyriad.com,3,Uncategorized,0
fearorlove.com,2,Uncategorized,0
VLC Media Player,706,Video,-2
mpeg streamclip,10,Video Editing,2
final cut pro,35818,Video Editing,2
calendar,401,Calendars,1
logger pro,4383,Health & Medicine,1
keychain access,56,Systems Operations,2
pages,57,Presentation,2
microsoft outlook,86,Email,2
microsoft autoupdate,42,General Utilities,1
mail.deerfield.edu,340,General Reference & Learning,1
MS Excel,5509,General Business,2
users,4,General Software Development,2
Activity Monitor,211,General Utilities,0
9to5mac.com,3999,General News & Opinion,-2
mitadmissions.org,85,Science & Technology,-1
petersons.com,56,General Reference & Learning,1
wiki.mitadmissions.org,50,Science & Technology,-1
web.mit.edu,5,General Reference & Learning,2
flageorgia.org,802,Uncategorized,0
deerfield.edu,3205,General Reference & Learning,1
collegeapps.about.com,9,General Reference & Learning,1
applications,474,General Business,2
drive.google.com,2868,General Business,2
Google Documents - Google Apps,2296,Writing,2
messages,394,General Social Networking,-2
youtube.com,15769,Video,-2
Dropbox,55,File Sharing,-2
support.apple.com,95,Search,0
System Preferences,30,General Utilities,0
800mainstreet.com,244,Uncategorized,0
Google Drive - Google Apps,600,General Business,2
quicktime player,6268,General Entertainment,-1
coursera.org,453,General Reference & Learning,1
forum.videohelp.com,410,General News & Opinion,-2
Adobe Photoshop,6327,Graphic Design,2
photoshopessentials.com,64,Presentation,2
photoshop911.com,287,Uncategorized,0
uk.answers.yahoo.com,12,General News & Opinion,2
bamboo dock,52,Graphic Design,2
adobe air installer,19,General Utilities,1
thingiverse.com,18,Engineering & Technology,1
coreservicesuiagent,6,General Utilities,0
khanacademy.org,350,General Reference & Learning,2
plants vs. zombies,89,Games,-2
asphalt 6,818,Games,-2
gl golf lite,4,Games,-2
alpine crawler,65,Games,-2
screen snake,233,Games,-2
dannygregorysblog.com,46,Uncategorized,0
art-bin.com,168,Uncategorized,0
problem reporter,12,General News & Opinion,-2
Google Documents,1785,Writing,2
unaocyouth.org,64,Uncategorized,0
info.worldbank.org,41,General News & Opinion,-2
ianpaisley.org,10,Uncategorized,0
hp color laserjet cp1515n,107,Uncategorized,0
blogs.isb.bj.edu.cn,28,General Reference & Learning,2
amazon.com,13023,General Shopping,-1
usnews.com,266,General News & Opinion,-2
answers.yahoo.com,1377,Search,0
openbible.info,339,General News & Opinion,-2
withoutabox.com,1376,Society,-2
bikff.org,6,Uncategorized,0
filmcontests.reelshowint.com,58,Uncategorized,0
vimeo.com,34,General Entertainment,-2
haokang.cn,5,Uncategorized,0
contribute.imdb.com,75,Video,-2
secure.imdb.com,40,Search,0
get2.adobe.com,72,General Utilities,1
install adobe flash player,40,Internet Utilities,1
nefvf.com,5,Uncategorized,0
Google Spreadsheets - Google Apps,174,General Business,2
auth.deerfield.edu,32,General Reference & Learning,1
walgreens.com,42,General Shopping,-2
target.com,32,General Shopping,-2
healthier-cleaning-products.com,27,Uncategorized,0
sci-toys.com,15,Search,0
java updater,95,General Utilities,1
controlpanel,4,General Utilities,1
icloud.com,4699,General Software Development,2
secure.bankofamerica.com,491,Accounting,2
bankofamerica.com,67,General Business,2
jokes4us.com,60,Comedy,-2
Dictionary.com,313,General Reference & Learning,1
sentence.yourdictionary.com,46,Search,2
quizlet.com,48,General Reference & Learning,2
youku.com,662,General Entertainment,-2
soku.com,31,Video,-2
v.youku.com,134,Video,-2
screensaverengine,100,General Utilities,0
cia.gov,428,Search,0
get.adobe.com,12,General News & Opinion,-2
globalpolicy.org,32,General News & Opinion,-2
unbisnet.un.org,38,General News & Opinion,-2
unausa.org,177,General News & Opinion,-2
systemuiserver,52,General Utilities,1
apple.com,2678,Engineering & Technology,-1
secure1.store.apple.com,464,Electronics,-2
spytecinc.com,1126,Uncategorized,0
spytecgps.com,1276,Uncategorized,0
businessinsider.com,3,General News & Opinion,-2
captive network assistant,56,General Utilities,1
macrumors.com,2013,General News & Opinion,-2
twitter.com,2,General Social Networking,-2
ehow.com,178,Search,0
flinnsci.com,25,Uncategorized,0
uiowa.edu,78,Email,0
prezi.com,220,Presentation,2
wiley.com,49,Search,0
flatulencecures.com,158,Uncategorized,0
smileshappen.com,31,Uncategorized,0
wolframalpha.com,852,Search,1
patheos.com,118,General News & Opinion,-2
marxists.org,71,General Reference & Learning,1
Keynote,2981,Presentation,2
static.guim.co.uk,19,General Utilities,1
translate.google.com,468,Search,1
img.scoop.co.nz,15,Regional,-2
mophie.com,1038,Electronics,-2
cnet.com,322,Science & Technology,-1
hitecrcd.com,2,Uncategorized,0
thediplomat.com,217,International,-2
spotlight web content,15,Uncategorized,0
airplayuiagent,6,Uncategorized,0
grapher,99,General Reference & Learning,1
garedsports.com,104,Uncategorized,0
data.worldbank.org,9,General Reference & Learning,1
useconomy.about.com,191,General Reference & Learning,1
defense.gov,1259,Uncategorized,-1
wired.com,123,Science & Technology,-1
link.springer.com,168,General Reference & Learning,1
scholar.google.com,77,General Reference & Learning,1
nature.com,15,Search,0
web.archive.org,20,Search,0
materialstoday.com,5,Engineering & Technology,1
understandingnano.com,89,Uncategorized,0
nanocyl.com,27,Uncategorized,0
dropbox.com,804,File Sharing,2
rescuetime.com,975,Intelligence,0
facetime,15,Voice Chat,-2
oni.navy.mil,1688,General News & Opinion,-2
flash player (safari internet plug-in),2051,Video,-2
google earth,607,Maps & Regional,1
microsoft error reporting,8,Science & Technology,-1
Calculator,4,General Utilities,1
talk.collegeconfidential.com,264,Search,0
metalworkingworldmagazine.com,21,Uncategorized,0
unmountassistantagent,3,General Utilities,1
carbonallotropes.com,8,Uncategorized,0
polymer.kookmin.ac.kr,23,Uncategorized,0
secure2.store.apple.com,1381,Electronics,-2
artofproblemsolving.com,500,Engineering & Technology,2
statista.com,59,Intelligence,2
thehubcomms.com,246,Uncategorized,0
personalweb.about.com,26,Search,0
ebizmba.com,12,General News & Opinion,-2
pewinternet.org,26,General News & Opinion,-2
help.rescuetime.com,31,General Reference & Learning,0
defenceaviation.com,77,Uncategorized,0
