App,Time Spent (Seconds),Category,Productivity
facebook.com,24289,General Social Networking,-2
Skype,8817,General Social Networking,-2
screensaverengine,435,General Utilities,0
youtube.com,302,Video,-2
grapher,323,General Reference & Learning,1
filmaffinity.com,114,Video,-2
Mail,13095,Email,2
withoutabox.com,11,Society,-2
Finder,9116,General Utilities,0
loginwindow,2623,General Utilities,0
Google Documents - Google Apps,27855,Writing,2
smallbusiness.chron.com,58,General Business,2
quicktime player,1898,General Entertainment,-1
Google Spreadsheets - Google Apps,331,General Business,2
pages,2712,Presentation,2
artofproblemsolving.com,6476,Engineering & Technology,2
messages,64,General Social Networking,-2
hjedesign.com,7,Graphic Design,2
sporcle.com,111,Games,-2
Safari,2329,Browsers,2
grammarly.com,26,Writing,2
microsoft word,45070,Writing,2
drive.google.com,1643,General Business,2
google.com,3738,Search,2
en.wikipedia.org,17863,General Reference & Learning,1
faculty.history.wisc.edu,9,General Reference & Learning,1
dalearn.deerfield.edu,5304,General Reference & Learning,2
celtx.com,72,General Utilities,1
final cut pro,22939,Video Editing,2
Google Drive - Google Apps,1040,General Business,2
Keynote,32,Presentation,2
360doc.com,2,Anti-Virus & Spyware,-1
MS Excel,5076,General Business,2
app store,171,General Shopping,-2
Preview,1989,General Reference & Learning,2
movies.amctv.com,2,General Entertainment,-2
calendar,527,Calendars,1
science.energy.gov,194,General Reference & Learning,1
fanpop.com,120,General Reference & Learning,1
gettoknowu.com,134,Uncategorized,0
scribe,118,Search,0
vimeo.com,149,General Entertainment,-2
unmountassistantagent,79,General Utilities,1
usernotificationcenter,471,General Utilities,0
RescueTime,19,Intelligence,0
amazon.com,1381,General Shopping,-1
baidu.com,216,Search,2
zhidao.baidu.com,25,Science & Technology,-1
translate.google.com,1256,Search,1
wenku.baidu.com,157,General Reference & Learning,1
chemistry.wustl.edu,628,General Reference & Learning,2
sciencegeek.net,6,General Reference & Learning,1
applications,277,General Business,2
preparatorychemistry.com,14,General Reference & Learning,1
chemed.chem.purdue.edu,9,General Reference & Learning,1
khanacademy.org,1122,General Reference & Learning,2
answers.yahoo.com,306,Search,0
webqc.org,21,General Reference & Learning,1
carnegiehall.org,83,Music,-2
listofcountriesoftheworld.com,96,Uncategorized,0
rescuetime.com,1321,Intelligence,0
gotquestions.org,56,General Reference & Learning,1
buzzfeed.com,348,General News & Opinion,-2
system information,43,General Utilities,0
skwirk.com,135,General Reference & Learning,1
elitedaily.com,77,General News & Opinion,-2
9to5mac.com,6550,General News & Opinion,-2
mathtype,6,Engineering & Technology,1
archives.gov,506,Search,0
easybib.com,1879,Search,2
www-secure.easybib.com,34,Search,0
