Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2013-05-23T12:05:00,63,1,Finder,General Utilities,0
2013-05-23T12:10:00,22,1,newtab,Browsers,0
2013-05-23T12:10:00,4,1,Finder,General Utilities,0
2013-05-23T12:15:00,400,1,blog.ted.com,General News & Opinion,-2
2013-05-23T12:15:00,17,1,stemcellaw.epad.isb.bj.edu.cn,Uncategorized,0
2013-05-23T12:15:00,17,1,newtab,Browsers,0
2013-05-23T12:20:00,450,1,blog.ted.com,General News & Opinion,-2
2013-05-23T14:10:00,2,1,blog.ted.com,General News & Opinion,-2
2013-05-23T14:15:00,117,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T14:15:00,98,1,blog.ted.com,General News & Opinion,-2
2013-05-23T14:15:00,82,1,microsoft word,Writing,2
2013-05-23T14:15:00,27,1,Finder,General Utilities,0
2013-05-23T14:15:00,12,1,newtab,Browsers,0
2013-05-23T14:15:00,5,1,Blank Web Browser,Internet Utilities,0
2013-05-23T14:20:00,300,1,microsoft word,Writing,2
2013-05-23T14:25:00,173,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T14:25:00,85,1,microsoft word,Writing,2
2013-05-23T14:25:00,15,1,gsearch.sparknotes.com,Engineering & Technology,1
2013-05-23T14:25:00,12,1,sparknotes.com,Search,2
2013-05-23T14:25:00,9,1,google.com,Search,2
2013-05-23T14:25:00,6,1,newtab,Browsers,0
2013-05-23T14:30:00,110,1,google.com,Search,2
2013-05-23T14:30:00,1,1,Finder,General Utilities,0
2013-05-23T14:40:00,83,1,microsoft word,Writing,2
2013-05-23T14:40:00,1,1,google.com,Search,2
2013-05-23T14:45:00,76,1,microsoft word,Writing,2
2013-05-23T14:55:00,4,1,google.com,Search,2
2013-05-23T14:55:00,2,1,microsoft word,Writing,2
2013-05-23T14:55:00,1,1,Finder,General Utilities,0
2013-05-23T15:35:00,167,1,google.com,Search,2
2013-05-23T15:35:00,11,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T15:35:00,6,1,blog.ted.com,General News & Opinion,-2
2013-05-23T15:35:00,1,1,newtab,Browsers,0
2013-05-23T15:40:00,90,1,en.wikipedia.org,General Reference & Learning,1
2013-05-23T15:40:00,76,1,amazon.com,General Shopping,-1
2013-05-23T15:40:00,41,1,google.com,Search,2
2013-05-23T15:40:00,36,1,s.taobao.com,General Shopping,-2
2013-05-23T15:40:00,26,1,commoncraftawe.epad.isb.bj.edu.cn,Uncategorized,0
2013-05-23T15:40:00,18,1,taobao.com,General Shopping,-2
2013-05-23T15:40:00,12,1,newtab,Browsers,0
2013-05-23T15:45:00,190,1,item.taobao.com,General Shopping,-1
2013-05-23T15:45:00,56,1,en.wikipedia.org,General Reference & Learning,1
2013-05-23T15:45:00,44,1,blog.ted.com,General News & Opinion,-2
2013-05-23T15:45:00,15,1,Finder,General Utilities,0
2013-05-23T15:45:00,13,1,stemcellaw.epad.isb.bj.edu.cn,Uncategorized,0
2013-05-23T15:45:00,4,1,commoncraftawe.epad.isb.bj.edu.cn,Uncategorized,0
2013-05-23T15:50:00,162,1,s.taobao.com,General Shopping,-2
2013-05-23T15:50:00,124,1,blog.ted.com,General News & Opinion,-2
2013-05-23T15:50:00,46,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T15:50:00,23,1,google.com,Search,2
2013-05-23T15:50:00,5,1,item.taobao.com,General Shopping,-1
2013-05-23T15:50:00,1,1,newtab,Browsers,0
2013-05-23T15:55:00,300,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T16:00:00,229,1,google.com,Search,2
2013-05-23T16:00:00,51,1,Skype,General Social Networking,-2
2013-05-23T16:00:00,11,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T16:00:00,7,1,Finder,General Utilities,0
2013-05-23T16:00:00,1,1,s.taobao.com,General Shopping,-2
2013-05-23T16:05:00,103,1,Skype,General Social Networking,-2
2013-05-23T16:05:00,20,1,Finder,General Utilities,0
2013-05-23T16:50:00,19,1,Finder,General Utilities,0
2013-05-23T16:55:00,189,1,Finder,General Utilities,0
2013-05-23T17:10:00,138,1,google.com,Search,2
2013-05-23T18:40:00,169,1,Skype,General Social Networking,-2
2013-05-23T18:40:00,85,1,Finder,General Utilities,0
2013-05-23T18:40:00,18,1,google.com,Search,2
2013-05-23T18:45:00,62,1,Skype,General Social Networking,-2
2013-05-23T18:45:00,7,1,google.com,Search,2
2013-05-23T18:45:00,6,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T18:45:00,1,1,newtab,Browsers,0
2013-05-23T18:55:00,170,1,Skype,General Social Networking,-2
2013-05-23T18:55:00,72,1,item.taobao.com,General Shopping,-1
2013-05-23T18:55:00,25,1,elearning.isb.bj.edu.cn,General Reference & Learning,2
2013-05-23T18:55:00,2,1,s.taobao.com,General Shopping,-2
2013-05-23T18:55:00,1,1,commoncraftawe.epad.isb.bj.edu.cn,Uncategorized,0
2013-05-23T19:00:00,209,1,microsoft word,Writing,2
2013-05-23T19:00:00,70,1,Skype,General Social Networking,-2
2013-05-23T19:00:00,13,1,item.taobao.com,General Shopping,-1
2013-05-23T19:00:00,8,1,google.com,Search,2
2013-05-23T19:05:00,151,1,microsoft word,Writing,2
2013-05-23T19:05:00,10,1,Skype,General Social Networking,-2
2013-05-23T19:25:00,13,1,Skype,General Social Networking,-2
2013-05-23T19:40:00,177,1,Skype,General Social Networking,-2
2013-05-23T19:45:00,300,1,Skype,General Social Networking,-2
2013-05-23T19:50:00,300,1,Skype,General Social Networking,-2
2013-05-23T19:55:00,194,1,Finder,General Utilities,0
2013-05-23T19:55:00,106,1,Skype,General Social Networking,-2
2013-05-23T20:00:00,281,1,Skype,General Social Networking,-2
2013-05-23T20:00:00,19,1,Finder,General Utilities,0
2013-05-23T20:05:00,186,1,Skype,General Social Networking,-2
2013-05-23T20:05:00,102,1,Finder,General Utilities,0
2013-05-23T20:10:00,223,1,Finder,General Utilities,0
2013-05-23T20:10:00,48,1,Skype,General Social Networking,-2
2013-05-23T20:10:00,26,1,microsoft word,Writing,2
2013-05-23T20:10:00,3,1,google.com,Search,2
2013-05-23T20:15:00,223,1,microsoft word,Writing,2
2013-05-23T20:15:00,77,1,Skype,General Social Networking,-2
2013-05-23T20:20:00,7,1,Skype,General Social Networking,-2
