Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2013-10-13T09:55:00,106,1,kongregate.com,Games,-2
2013-10-13T09:55:00,42,1,en.shanghairolexmasters.com,Uncategorized,0
2013-10-13T09:55:00,21,1,Skype,General Social Networking,-2
2013-10-13T10:00:00,285,1,kongregate.com,Games,-2
2013-10-13T10:00:00,15,1,Skype,General Social Networking,-2
2013-10-13T10:05:00,297,1,kongregate.com,Games,-2
2013-10-13T10:05:00,3,1,Skype,General Social Networking,-2
2013-10-13T10:10:00,300,1,kongregate.com,Games,-2
2013-10-13T10:15:00,292,1,kongregate.com,Games,-2
2013-10-13T10:15:00,8,1,Skype,General Social Networking,-2
2013-10-13T10:20:00,215,1,kongregate.com,Games,-2
2013-10-13T10:20:00,85,1,Dictionary,General Reference & Learning,1
2013-10-13T10:25:00,105,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:25:00,99,1,kongregate.com,Games,-2
2013-10-13T10:25:00,40,1,cn.bing.com,Search,0
2013-10-13T10:25:00,39,1,en.shanghairolexmasters.com,Uncategorized,0
2013-10-13T10:25:00,16,1,Skype,General Social Networking,-2
2013-10-13T10:25:00,1,1,Dictionary,General Reference & Learning,1
2013-10-13T10:30:00,146,1,Skype,General Social Networking,-2
2013-10-13T10:30:00,137,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:30:00,17,1,Finder,General Utilities,0
2013-10-13T10:35:00,228,1,Skype,General Social Networking,-2
2013-10-13T10:35:00,72,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:40:00,290,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:40:00,10,1,cn.bing.com,Search,0
2013-10-13T10:45:00,299,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:50:00,300,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:55:00,259,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T10:55:00,41,1,cn.bing.com,Search,0
2013-10-13T11:00:00,300,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T11:05:00,212,1,Skype,General Social Networking,-2
2013-10-13T11:05:00,86,1,cn.bing.com,Search,0
2013-10-13T11:05:00,2,1,en.wikipedia.org,General Reference & Learning,1
2013-10-13T11:10:00,300,1,Skype,General Social Networking,-2
2013-10-13T11:15:00,190,1,Skype,General Social Networking,-2
2013-10-13T11:15:00,110,1,Dictionary,General Reference & Learning,1
2013-10-13T11:20:00,275,1,Skype,General Social Networking,-2
2013-10-13T11:20:00,23,1,flexxion.tumblr.com,General News & Opinion,-2
2013-10-13T11:20:00,2,1,en.shanghairolexmasters.com,Uncategorized,0
2013-10-13T11:25:00,145,1,messages,General Social Networking,-2
2013-10-13T11:25:00,140,1,Skype,General Social Networking,-2
2013-10-13T11:25:00,2,1,alfred,General Utilities,2
2013-10-13T11:30:00,146,1,messages,General Social Networking,-2
2013-10-13T11:30:00,104,1,Skype,General Social Networking,-2
2013-10-13T11:30:00,50,1,Dictionary,General Reference & Learning,1
2013-10-13T11:35:00,129,1,Mail,Email,2
2013-10-13T11:35:00,122,1,Skype,General Social Networking,-2
