Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2014-04-22T02:30:00,2,1,screensaverengine,General Utilities,0
2014-04-22T08:30:00,132,1,apple.com,Engineering & Technology,-1
2014-04-22T08:30:00,84,1,v.youku.com,Video,-2
2014-04-22T08:30:00,39,1,Skype,General Social Networking,-2
2014-04-22T08:30:00,11,1,Finder,General Utilities,0
2014-04-22T08:35:00,283,1,v.youku.com,Video,-2
2014-04-22T08:35:00,14,1,Mail,Email,2
2014-04-22T08:40:00,245,1,v.youku.com,Video,-2
2014-04-22T08:40:00,22,1,soku.com,Video,-2
2014-04-22T08:40:00,13,1,Finder,General Utilities,0
2014-04-22T08:40:00,12,1,youku.com,General Entertainment,-2
2014-04-22T08:40:00,2,1,g.isb.bj.edu.cn,General Reference & Learning,1
2014-04-22T08:40:00,2,1,Safari,Browsers,2
2014-04-22T08:45:00,279,1,v.youku.com,Video,-2
2014-04-22T08:45:00,19,1,soku.com,Video,-2
2014-04-22T08:50:00,276,1,v.youku.com,Video,-2
2014-04-22T08:50:00,15,1,Mail,Email,2
2014-04-22T08:50:00,4,1,soku.com,Video,-2
2014-04-22T08:50:00,4,1,youku.com,General Entertainment,-2
2014-04-22T08:55:00,299,1,v.youku.com,Video,-2
2014-04-22T09:00:00,300,1,v.youku.com,Video,-2
2014-04-22T09:05:00,300,1,v.youku.com,Video,-2
2014-04-22T09:10:00,300,1,v.youku.com,Video,-2
2014-04-22T09:15:00,219,1,v.youku.com,Video,-2
2014-04-22T09:15:00,20,1,apple.com,Engineering & Technology,-1
2014-04-22T09:15:00,19,1,soku.com,Video,-2
2014-04-22T09:15:00,15,1,youku.com,General Entertainment,-2
2014-04-22T09:15:00,14,1,Mail,Email,2
2014-04-22T09:15:00,1,1,Finder,General Utilities,0
2014-04-22T09:20:00,269,1,v.youku.com,Video,-2
2014-04-22T09:20:00,23,1,soku.com,Video,-2
2014-04-22T09:20:00,3,1,cn.bing.com,Search,0
2014-04-22T09:20:00,2,1,developer.apple.com,Engineering & Technology,1
2014-04-22T09:25:00,259,1,v.youku.com,Video,-2
2014-04-22T09:25:00,27,1,soku.com,Video,-2
2014-04-22T09:25:00,10,1,Safari,Browsers,2
2014-04-22T09:25:00,1,1,g.isb.bj.edu.cn,General Reference & Learning,1
2014-04-22T09:30:00,299,1,v.youku.com,Video,-2
2014-04-22T09:35:00,144,1,Finder,General Utilities,0
2014-04-22T09:35:00,92,1,blogs.isb.bj.edu.cn,General Reference & Learning,2
2014-04-22T09:35:00,37,1,v.youku.com,Video,-2
2014-04-22T09:35:00,14,1,Mail,Email,2
2014-04-22T09:35:00,6,1,g.isb.bj.edu.cn,General Reference & Learning,1
2014-04-22T09:35:00,4,1,Safari,Browsers,2
2014-04-22T09:40:00,157,1,v.youku.com,Video,-2
2014-04-22T09:40:00,102,1,Notes,Email,0
2014-04-22T09:40:00,20,1,Finder,General Utilities,0
2014-04-22T09:40:00,10,1,Mail,Email,2
2014-04-22T09:40:00,5,1,qin.taobao.com,General Shopping,-2
2014-04-22T09:40:00,3,1,blogs.isb.bj.edu.cn,General Reference & Learning,2
2014-04-22T09:45:00,237,1,Notes,Email,0
2014-04-22T09:45:00,63,1,v.youku.com,Video,-2
2014-04-22T09:50:00,223,1,Notes,Email,0
2014-04-22T09:50:00,77,1,v.youku.com,Video,-2
2014-04-22T09:55:00,100,1,Notes,Email,0
2014-04-22T13:45:00,115,1,alfred,General Utilities,2
2014-04-22T13:45:00,73,1,MS Excel,General Business,2
2014-04-22T13:50:00,300,1,alfred,General Utilities,2
2014-04-22T13:55:00,211,1,MS Excel,General Business,2
2014-04-22T13:55:00,89,1,alfred,General Utilities,2
2014-04-22T14:00:00,240,1,MS Excel,General Business,2
2014-04-22T14:00:00,60,1,microsoft word,Writing,2
2014-04-22T14:05:00,300,1,MS Excel,General Business,2
2014-04-22T14:10:00,251,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:10:00,31,1,g.isb.bj.edu.cn,General Reference & Learning,1
2014-04-22T14:10:00,15,1,MS Excel,General Business,2
2014-04-22T14:10:00,3,1,bing.com,Search,2
2014-04-22T14:15:00,300,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:20:00,201,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:20:00,99,1,alfred,General Utilities,2
2014-04-22T14:25:00,282,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:25:00,18,1,Finder,General Utilities,0
2014-04-22T14:30:00,191,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:30:00,67,1,alfred,General Utilities,2
2014-04-22T14:30:00,42,1,Finder,General Utilities,0
2014-04-22T14:35:00,133,1,microsoft word,Writing,2
2014-04-22T14:35:00,132,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:35:00,35,1,alfred,General Utilities,2
2014-04-22T14:40:00,300,1,microsoft word,Writing,2
2014-04-22T14:45:00,234,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:45:00,41,1,alfred,General Utilities,2
2014-04-22T14:45:00,18,1,microsoft word,Writing,2
2014-04-22T14:50:00,190,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:50:00,70,1,Finder,General Utilities,0
2014-04-22T14:50:00,40,1,alfred,General Utilities,2
2014-04-22T14:55:00,159,1,clashofclans.wikia.com,Games,-2
2014-04-22T14:55:00,19,1,Finder,General Utilities,0
2014-04-22T14:55:00,17,1,alfred,General Utilities,2
2014-04-22T15:40:00,91,1,2048.biz,Games,-2
2014-04-22T15:40:00,37,1,clashofclans.wikia.com,Games,-2
2014-04-22T15:40:00,11,1,Dropbox,File Sharing,-2
2014-04-22T15:40:00,7,1,Safari,Browsers,2
2014-04-22T15:40:00,2,1,v.youku.com,Video,-2
2014-04-22T15:40:00,2,1,Finder,General Utilities,0
2014-04-22T15:45:00,237,1,clashofclans.wikia.com,Games,-2
2014-04-22T15:45:00,63,1,Mail,Email,2
2014-04-22T15:50:00,132,1,Mail,Email,2
2014-04-22T15:50:00,85,1,MS Excel,General Business,2
2014-04-22T15:50:00,56,1,microsoft word,Writing,2
2014-04-22T15:50:00,7,1,alfred,General Utilities,2
2014-04-22T15:55:00,162,1,Mail,Email,2
2014-04-22T15:55:00,113,1,microsoft word,Writing,2
2014-04-22T15:55:00,20,1,MS Excel,General Business,2
2014-04-22T15:55:00,4,1,clashofclans.wikia.com,Games,-2
2014-04-22T16:00:00,158,1,clashofclans.wikia.com,Games,-2
2014-04-22T16:00:00,80,1,Mail,Email,2
2014-04-22T20:10:00,214,1,applications,General Business,2
2014-04-22T20:15:00,275,1,applications,General Business,2
2014-04-22T22:40:00,526,1,Safari,Browsers,2
2014-04-22T22:40:00,5,1,rescuetime.com,Intelligence,0
2014-04-22T22:45:00,298,1,Safari,Browsers,2
2014-04-22T22:45:00,136,1,rescuetime.com,Intelligence,0
2014-04-22T22:45:00,30,1,microsoft word,Writing,2
2014-04-22T22:50:00,248,1,microsoft word,Writing,2
2014-04-22T22:50:00,52,1,rescuetime.com,Intelligence,0
2014-04-22T22:55:00,300,1,microsoft word,Writing,2
2014-04-22T23:00:00,300,1,microsoft word,Writing,2
2014-04-22T23:05:00,300,1,microsoft word,Writing,2
2014-04-22T23:10:00,300,1,microsoft word,Writing,2
2014-04-22T23:15:00,208,1,microsoft word,Writing,2
2014-04-22T23:15:00,88,1,Skype,General Social Networking,-2
2014-04-22T23:15:00,4,1,rescuetime.com,Intelligence,0
2014-04-22T23:20:00,250,1,rescuetime.com,Intelligence,0
2014-04-22T23:20:00,32,1,microsoft word,Writing,2
2014-04-22T23:20:00,18,1,Mail,Email,2
2014-04-22T23:25:00,300,1,microsoft word,Writing,2
2014-04-22T23:30:00,13,1,microsoft word,Writing,2
