Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2015-03-09T00:55:00,91,1,Skype,General Social Networking,-2
2015-03-09T00:55:00,88,1,microsoft word,Writing,2
2015-03-09T00:55:00,29,1,Preview,General Reference & Learning,2
2015-03-09T00:55:00,9,1,Mail,Email,2
2015-03-09T00:55:00,8,1,Finder,General Utilities,0
2015-03-09T00:55:00,7,1,itunes.apple.com,General Shopping,-2
2015-03-09T00:55:00,3,1,alfred 2,General Utilities,1
2015-03-09T00:55:00,2,1,loginwindow,General Utilities,0
2015-03-09T01:00:00,231,1,pages,Presentation,2
2015-03-09T01:00:00,61,1,Mail,Email,2
2015-03-09T01:00:00,7,1,alfred 2,General Utilities,1
2015-03-09T01:05:00,243,1,pages,Presentation,2
2015-03-09T01:05:00,47,1,Mail,Email,2
2015-03-09T01:05:00,9,1,alfred 2,General Utilities,1
2015-03-09T01:10:00,126,1,Mail,Email,2
2015-03-09T01:10:00,2,1,pages,Presentation,2
2015-03-09T01:25:00,19,1,loginwindow,General Utilities,0
2015-03-09T02:00:00,158,1,Finder,General Utilities,0
2015-03-09T02:00:00,13,1,pages,Presentation,2
2015-03-09T02:05:00,31,1,Finder,General Utilities,0
2015-03-09T02:05:00,21,1,Mail,Email,2
2015-03-09T02:05:00,18,1,loginwindow,General Utilities,0
2015-03-09T06:25:00,28,1,Finder,General Utilities,0
2015-03-09T06:25:00,10,1,netatmowizard,Uncategorized,0
2015-03-09T06:25:00,5,1,alfred 2,General Utilities,1
2015-03-09T06:25:00,5,1,systemuiserver,General Utilities,1
2015-03-09T06:25:00,2,1,coreservicesuiagent,General Utilities,0
2015-03-09T06:30:00,116,1,Google Drive - Google Apps,General Business,2
2015-03-09T06:30:00,44,1,Finder,General Utilities,0
2015-03-09T06:30:00,18,1,auth.deerfield.edu,General Reference & Learning,1
2015-03-09T06:30:00,13,1,auth.netatmo.com,Uncategorized,0
2015-03-09T06:30:00,11,1,Safari,Browsers,2
2015-03-09T06:30:00,5,1,netatmo.com,Uncategorized,0
2015-03-09T06:30:00,3,1,usernotificationcenter,General Utilities,0
2015-03-09T06:30:00,3,1,Mail,Email,2
2015-03-09T06:30:00,2,1,google.com,Search,2
2015-03-09T06:30:00,1,1,drive.google.com,General Business,2
2015-03-09T06:35:00,70,1,Google Documents - Google Apps,Writing,2
2015-03-09T06:35:00,66,1,netatmowizard,Uncategorized,0
2015-03-09T06:35:00,50,1,Google Drive - Google Apps,General Business,2
2015-03-09T06:35:00,34,1,my.netatmo.com,Uncategorized,0
2015-03-09T06:35:00,22,1,drive.google.com,General Business,2
2015-03-09T06:35:00,20,1,Finder,General Utilities,0
2015-03-09T06:35:00,18,1,Mail,Email,2
2015-03-09T06:35:00,8,1,auth.netatmo.com,Uncategorized,0
2015-03-09T06:35:00,5,1,Safari,Browsers,2
2015-03-09T06:35:00,2,1,coreservicesuiagent,General Utilities,0
2015-03-09T06:40:00,170,1,netatmowizard,Uncategorized,0
2015-03-09T06:40:00,100,1,Google Drive - Google Apps,General Business,2
2015-03-09T06:40:00,26,1,Safari,Browsers,2
2015-03-09T06:40:00,3,1,Google Documents - Google Apps,Writing,2
2015-03-09T06:45:00,294,1,Google Drive - Google Apps,General Business,2
2015-03-09T06:45:00,5,1,google.com,Search,2
2015-03-09T06:45:00,1,1,en.wikipedia.org,General Reference & Learning,1
2015-03-09T06:50:00,56,1,en.wikipedia.org,General Reference & Learning,1
2015-03-09T07:10:00,3,1,loginwindow,General Utilities,0
2015-03-09T18:25:00,64,1,auth.netatmo.com,Uncategorized,0
2015-03-09T18:25:00,37,1,usernotificationcenter,General Utilities,0
2015-03-09T18:25:00,25,1,Safari,Browsers,2
2015-03-09T18:25:00,24,1,itunes.apple.com,General Shopping,-2
2015-03-09T18:25:00,12,1,netatmo.com,Uncategorized,0
2015-03-09T18:25:00,4,1,Mail,Email,2
2015-03-09T18:25:00,4,1,RescueTime,Intelligence,0
2015-03-09T18:25:00,3,1,netatmowizard,Uncategorized,0
2015-03-09T18:30:00,54,1,netatmo.com,Uncategorized,0
2015-03-09T19:10:00,18,1,loginwindow,General Utilities,0
