Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2017-01-16T00:00:00,300,1,google earth,Maps & Regional,1
2017-01-16T00:05:00,300,1,google earth,Maps & Regional,1
2017-01-16T00:10:00,115,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T00:10:00,79,1,rescuetime.com,Intelligence,0
2017-01-16T00:10:00,63,1,Google Documents,Writing,2
2017-01-16T00:10:00,23,1,google earth,Maps & Regional,1
2017-01-16T00:10:00,14,1,Safari,Browsers,2
2017-01-16T00:10:00,4,1,google.com,Search,2
2017-01-16T00:10:00,1,1,isb.bj.edu.cn,General Reference & Learning,1
2017-01-16T00:15:00,111,1,Google Documents,Writing,2
2017-01-16T00:25:00,82,1,map.baidu.com,Maps & Regional,-2
2017-01-16T00:35:00,193,1,Mail,Email,2
2017-01-16T00:35:00,13,1,map.baidu.com,Maps & Regional,-2
2017-01-16T00:40:00,154,1,Google Documents,Writing,2
2017-01-16T00:40:00,146,1,map.baidu.com,Maps & Regional,-2
2017-01-16T00:45:00,139,1,Google Documents,Writing,2
2017-01-16T00:45:00,49,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T00:45:00,34,1,deerfield.edu,General Reference & Learning,1
2017-01-16T00:50:00,146,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T01:00:00,232,1,usernotificationcenter,General Utilities,0
2017-01-16T01:05:00,20,1,loginwindow,General Utilities,0
2017-01-16T01:05:00,8,1,usernotificationcenter,General Utilities,0
2017-01-16T01:05:00,4,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T08:40:00,48,1,messages,General Social Networking,-2
2017-01-16T08:40:00,15,1,Mail,Email,2
2017-01-16T08:40:00,7,1,Finder,General Utilities,0
2017-01-16T08:40:00,5,1,mathematica,Engineering & Technology,2
2017-01-16T08:40:00,4,1,loginwindow,General Utilities,0
2017-01-16T08:40:00,3,1,RescueTime,Intelligence,0
2017-01-16T08:45:00,202,1,onecard.deerfield.edu,General Reference & Learning,1
2017-01-16T08:45:00,70,1,Mail,Email,2
2017-01-16T08:45:00,10,1,messages,General Social Networking,-2
2017-01-16T08:45:00,10,1,dainfo.deerfield.edu,General Reference & Learning,1
2017-01-16T08:45:00,6,1,ocw.mit.edu,General Reference & Learning,1
2017-01-16T08:45:00,1,1,router001.deerfield.edu,General Reference & Learning,1
2017-01-16T08:50:00,162,1,onecard.deerfield.edu,General Reference & Learning,1
2017-01-16T08:50:00,138,1,messages,General Social Networking,-2
2017-01-16T08:55:00,125,1,mathematica,Engineering & Technology,2
2017-01-16T08:55:00,111,1,messages,General Social Networking,-2
2017-01-16T08:55:00,41,1,Mail,Email,2
2017-01-16T08:55:00,5,1,microsoft powerpoint,Presentation,2
2017-01-16T09:00:00,99,1,Finder,General Utilities,0
2017-01-16T09:00:00,73,1,stonebrowndesign.com,Uncategorized,0
2017-01-16T09:00:00,48,1,Mail,Email,2
2017-01-16T09:00:00,28,1,mathematica,Engineering & Technology,2
2017-01-16T09:00:00,24,1,microsoft word,Writing,2
2017-01-16T09:00:00,11,1,google.com,Search,2
2017-01-16T09:00:00,9,1,deerfield.instructure.com,General Reference & Learning,1
2017-01-16T09:00:00,3,1,messages,General Social Networking,-2
2017-01-16T09:00:00,3,1,mbta.com,Search,0
2017-01-16T09:00:00,2,1,onecard.deerfield.edu,General Reference & Learning,1
2017-01-16T09:05:00,26,1,mathematica,Engineering & Technology,2
2017-01-16T09:10:00,108,1,stonebrowndesign.com,Uncategorized,0
2017-01-16T09:15:00,43,1,loginwindow,General Utilities,0
2017-01-16T09:15:00,20,1,stonebrowndesign.com,Uncategorized,0
2017-01-16T09:20:00,63,1,microsoft word,Writing,2
2017-01-16T09:20:00,5,1,stonebrowndesign.com,Uncategorized,0
2017-01-16T10:30:00,46,1,Google Documents,Writing,2
2017-01-16T10:30:00,22,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T10:35:00,300,1,Google Documents,Writing,2
2017-01-16T10:40:00,236,1,Google Documents,Writing,2
2017-01-16T10:40:00,64,1,messages,General Social Networking,-2
2017-01-16T10:45:00,153,1,Google Documents,Writing,2
2017-01-16T10:45:00,147,1,messages,General Social Networking,-2
2017-01-16T10:50:00,235,1,messages,General Social Networking,-2
2017-01-16T10:50:00,65,1,Google Documents,Writing,2
2017-01-16T10:55:00,43,1,Google Documents,Writing,2
2017-01-16T11:55:00,74,1,Google Documents,Writing,2
2017-01-16T11:55:00,34,1,stonebrowndesign.com,Uncategorized,0
2017-01-16T11:55:00,15,1,drive.google.com,General Business,2
2017-01-16T11:55:00,14,1,google.com,Search,2
2017-01-16T11:55:00,3,1,microsoft word,Writing,2
2017-01-16T11:55:00,3,1,Safari,Browsers,2
2017-01-16T11:55:00,1,1,loginwindow,General Utilities,0
2017-01-16T11:55:00,1,1,imgsa.baidu.com,Search,0
2017-01-16T11:55:00,1,1,MS Excel,General Business,2
2017-01-16T12:00:00,300,1,Google Documents,Writing,2
2017-01-16T12:05:00,284,1,Google Documents,Writing,2
2017-01-16T12:05:00,16,1,messages,General Social Networking,-2
2017-01-16T12:10:00,9,1,Google Documents,Writing,2
2017-01-16T12:10:00,8,1,messages,General Social Networking,-2
2017-01-16T12:15:00,13,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T12:15:00,9,1,facebook.com,General Social Networking,-2
2017-01-16T12:15:00,4,1,Google Documents,Writing,2
2017-01-16T12:15:00,2,1,microsoft powerpoint,Presentation,2
2017-01-16T12:15:00,2,1,loginwindow,General Utilities,0
2017-01-16T12:15:00,1,1,isbtube.isb.bj.edu.cn,Uncategorized,0
2017-01-16T12:15:00,1,1,isb.bj.edu.cn,General Reference & Learning,1
2017-01-16T12:20:00,296,1,microsoft powerpoint,Presentation,2
2017-01-16T12:20:00,4,1,messages,General Social Networking,-2
2017-01-16T12:25:00,242,1,microsoft powerpoint,Presentation,2
2017-01-16T12:25:00,31,1,messages,General Social Networking,-2
2017-01-16T12:25:00,26,1,deerfield.instructure.com,General Reference & Learning,1
2017-01-16T12:25:00,1,1,apply.commonapp.org,General Reference & Learning,1
2017-01-16T12:30:00,164,1,microsoft powerpoint,Presentation,2
2017-01-16T12:30:00,34,1,enotes.com,General Reference & Learning,1
2017-01-16T12:30:00,17,1,shmoop.com,General Reference & Learning,1
2017-01-16T12:30:00,8,1,Safari,Browsers,2
2017-01-16T12:30:00,6,1,google.com,Search,2
2017-01-16T12:30:00,2,1,deerfield.instructure.com,General Reference & Learning,1
2017-01-16T12:35:00,113,1,shmoop.com,General Reference & Learning,1
2017-01-16T12:35:00,85,1,messages,General Social Networking,-2
2017-01-16T12:35:00,48,1,Google Documents,Writing,2
2017-01-16T12:40:00,245,1,shmoop.com,General Reference & Learning,1
2017-01-16T12:40:00,55,1,microsoft powerpoint,Presentation,2
2017-01-16T12:45:00,228,1,microsoft powerpoint,Presentation,2
2017-01-16T12:45:00,67,1,Google Documents,Writing,2
2017-01-16T12:45:00,5,1,shmoop.com,General Reference & Learning,1
2017-01-16T12:50:00,175,1,Google Documents,Writing,2
2017-01-16T12:50:00,120,1,youtube.com,Video,-2
2017-01-16T12:50:00,5,1,Safari,Browsers,2
2017-01-16T12:55:00,300,1,youtube.com,Video,-2
2017-01-16T13:00:00,300,1,youtube.com,Video,-2
2017-01-16T13:05:00,124,1,youtube.com,Video,-2
2017-01-16T13:15:00,18,1,loginwindow,General Utilities,0
2017-01-16T13:15:00,2,1,Google Documents,Writing,2
2017-01-16T15:10:00,89,1,pbs.org,General Reference & Learning,1
2017-01-16T15:10:00,12,1,google.com,Search,2
2017-01-16T15:10:00,10,1,youtube.com,Video,-2
2017-01-16T15:10:00,7,1,Safari,Browsers,2
2017-01-16T15:10:00,2,1,loginwindow,General Utilities,0
2017-01-16T15:15:00,5,1,pbs.org,General Reference & Learning,1
2017-01-16T16:50:00,51,1,google.com,Search,2
2017-01-16T16:50:00,46,1,tripadvisor.com,Travel & Outdoors,-2
2017-01-16T16:50:00,44,1,Mail,Email,2
2017-01-16T16:50:00,32,1,pbs.org,General Reference & Learning,1
2017-01-16T16:50:00,21,1,Safari,Browsers,2
2017-01-16T16:50:00,20,1,hopeandolive.com,Uncategorized,0
