Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2015-10-03T00:00:00,259,1,Mail,Email,2
2015-10-03T00:00:00,40,1,calendar,Calendars,1
2015-10-03T00:05:00,247,1,Mail,Email,2
2015-10-03T00:05:00,52,1,calendar,Calendars,1
2015-10-03T00:10:00,97,1,calendar,Calendars,1
2015-10-03T00:10:00,93,1,Mail,Email,2
2015-10-03T00:10:00,62,1,facebook.com,General Social Networking,-2
2015-10-03T00:10:00,45,1,microsoft word,Writing,2
2015-10-03T00:10:00,3,1,MS Excel,General Business,2
2015-10-03T00:15:00,294,1,microsoft word,Writing,2
2015-10-03T00:15:00,4,1,Mail,Email,2
2015-10-03T00:15:00,2,1,facebook.com,General Social Networking,-2
2015-10-03T00:20:00,237,1,microsoft word,Writing,2
2015-10-03T00:30:00,76,1,System Preferences,General Utilities,0
2015-10-03T00:30:00,5,1,Finder,General Utilities,0
2015-10-03T12:30:00,23,1,Finder,General Utilities,0
2015-10-03T12:30:00,21,1,Mail,Email,2
2015-10-03T12:30:00,8,1,System Preferences,General Utilities,0
2015-10-03T12:35:00,96,1,Finder,General Utilities,0
2015-10-03T12:35:00,90,1,facebook.com,General Social Networking,-2
2015-10-03T12:35:00,40,1,loginwindow,General Utilities,0
2015-10-03T12:35:00,22,1,Mail,Email,2
2015-10-03T12:35:00,17,1,System Preferences,General Utilities,0
2015-10-03T12:35:00,17,1,messages,General Social Networking,-2
2015-10-03T12:35:00,15,1,daisydisk,General Utilities,0
2015-10-03T12:35:00,3,1,microsoft word,Writing,2
2015-10-03T12:40:00,283,1,facebook.com,General Social Networking,-2
2015-10-03T12:40:00,11,1,messages,General Social Networking,-2
2015-10-03T12:40:00,2,1,MS Excel,General Business,2
2015-10-03T12:40:00,1,1,Mail,Email,2
2015-10-03T12:45:00,276,1,facebook.com,General Social Networking,-2
2015-10-03T12:45:00,24,1,Mail,Email,2
2015-10-03T12:50:00,140,1,facebook.com,General Social Networking,-2
2015-10-03T12:50:00,129,1,Skype,General Social Networking,-2
2015-10-03T12:50:00,15,1,Mail,Email,2
2015-10-03T12:50:00,8,1,daisydisk,General Utilities,0
2015-10-03T12:55:00,233,1,Skype,General Social Networking,-2
2015-10-03T12:55:00,65,1,grapher,General Reference & Learning,1
2015-10-03T12:55:00,2,1,facebook.com,General Social Networking,-2
2015-10-03T13:00:00,255,1,Mail,Email,2
2015-10-03T13:00:00,41,1,Skype,General Social Networking,-2
2015-10-03T13:00:00,3,1,facebook.com,General Social Networking,-2
2015-10-03T13:05:00,255,1,Skype,General Social Networking,-2
2015-10-03T13:05:00,45,1,Mail,Email,2
2015-10-03T13:10:00,269,1,facebook.com,General Social Networking,-2
2015-10-03T13:10:00,22,1,Skype,General Social Networking,-2
2015-10-03T13:10:00,7,1,Mail,Email,2
2015-10-03T13:10:00,1,1,whitehouse.gov,Search,0
2015-10-03T13:15:00,120,1,grapher,General Reference & Learning,1
2015-10-03T13:15:00,79,1,daisydisk,General Utilities,0
2015-10-03T13:15:00,56,1,facebook.com,General Social Networking,-2
2015-10-03T13:15:00,45,1,Skype,General Social Networking,-2
2015-10-03T13:20:00,123,1,Skype,General Social Networking,-2
2015-10-03T13:20:00,75,1,Finder,General Utilities,0
2015-10-03T13:20:00,45,1,Activity Monitor,General Utilities,0
2015-10-03T13:20:00,18,1,grapher,General Reference & Learning,1
2015-10-03T13:20:00,17,1,lightroom,Presentation,2
2015-10-03T13:20:00,8,1,daisydisk,General Utilities,0
