App,Time Spent (Seconds),Category,Productivity
discoveryeducation.com,22,General Business,2
auth.grolier.com,9,Uncategorized,0
go-middle.grolier.com,15,Uncategorized,0
go.grolier.com,186,Uncategorized,0
ea.grolier.com,2,Uncategorized,0
music.baidu.com,118,Music,-2
play.baidu.com,32,Music,-2
baidu.com,5,Search,2
dl.ramones.ru,5,Music,-2
users,161,General Software Development,2
webprocess,39,Uncategorized,0
messageboards.makemeheal.com,151,Uncategorized,0
biologycorner.com,100,General Reference & Learning,1
barnsdle.demon.co.uk,127,Uncategorized,0
MS Excel,69,General Business,2
cs.explorelearning.com,131,Uncategorized,0
translate.google.cn,24,General Reference & Learning,1
taobao.com,23,General Shopping,-2
detail.tmall.com,486,General Shopping,-2
s.taobao.com,214,General Shopping,-2
google earth,1061,Maps & Regional,1
ec1.images-amazon.com,60,General Shopping,-2
humanitieswa.epad.isb.bj.edu.cn,2291,Writing,2
infoplease.com,120,General Reference & Learning,1
quicktime player,240,General Entertainment,-1
apple.com,7,Engineering & Technology,-1
loginwindow,6,General Utilities,0
accounts.google.com,38,General Communication & Scheduling,0
Google Docs,164,Writing,2
fileups.net,154,Uncategorized,0
pdf.pdfebookes.com,22,Uncategorized,0
timpalbjunmill.e-monsite.com,41,General Business,2
ebookbrowse.com,13,General Reference & Learning,1
download.alltopshops.com,2,Uncategorized,0
Google Maps,131,Maps & Regional,1
forbes.com,87,General News & Opinion,-2
bbs.chinadaily.com.cn,49,General News & Opinion,-2
huangshantour.com,35,Uncategorized,0
travelchinaguide.com,137,Travel & Outdoors,-2
problem reporter,48,General News & Opinion,-2
revolutionaryvoices.wikispaces.com,165,Intelligence,2
epad.isb.bj.edu.cn,110,General Design & Composition,2
aweculturalrevolution.epad.isb.bj.edu.cn,743,Uncategorized,0
awecrevolution.epad.isb.bj.edu.cn,1,Uncategorized,0
