App,Time Spent (Hours),Category,Productivity
microsoft word,88183,Writing,2
Finder,14193,General Utilities,0
aqi converter v1.0,701,General Reference & Learning,1
kjs.mep.gov.cn,802,Uncategorized,0
stickies,658,Writing,2
app store,68,General Shopping,-2
amazon.com,54,General Shopping,-1
cn.bing.com,1802,Search,0
Skype,26520,General Social Networking,-2
elearning.isb.bj.edu.cn,2763,General Reference & Learning,2
usernotificationcenter,180,General Utilities,0
edmodo.com,2364,General Reference & Learning,1
google.com,2744,Search,2
alfred,497,General Utilities,2
epad.isb.bj.edu.cn,3738,General Design & Composition,2
microsoft outlook,2009,Email,2
sat.epad.isb.bj.edu.cn,101,Uncategorized,0
en.wikipedia.org,2846,General Reference & Learning,1
humanitieswa.epad.isb.bj.edu.cn,56,Writing,2
MS Excel,15393,General Business,2
Preview,1625,General Reference & Learning,2
chinadailymail.com,50,Uncategorized,0
pages,418,Presentation,2
tsi.com,43,Uncategorized,0
Wikipedia,7,General Reference & Learning,1
epa.gov,200,Legal & Gov't,1
iTunes,32,Music,0
wolframalpha.com,354,Search,1
globaltimes.cn,149,General News & Opinion,-2
facebook.com,2892,General Social Networking,-2
9gag.com,5,Comedy,-2
ask.com,1,Search,0
Dropbox,9,File Sharing,-2
fortheloveoflanguages.wordpress.com,196,General News & Opinion,-2
nciku.com,94,Search,2
shmoop.com,214,General Reference & Learning,1
System Preferences,332,General Utilities,0
sadtojoy.com,15,Uncategorized,0
docin.com,5,General Reference & Learning,1
disk utility,20,General Utilities,1
g.isb.bj.edu.cn,3665,General Reference & Learning,1
beijing.usembassy-china.org.cn,52,Uncategorized,0
appstate.edu,84,General Reference & Learning,1
isb.bj.edu.cn,16,General Reference & Learning,1
uaganonssl.isb.bj.edu.cn,151,Uncategorized,0
SecurityAgent,43,Systems Operations,0
marxists.org,110,General Reference & Learning,1
articles.washingtonpost.com,35,General News & Opinion,-2
learnvest.com,59,Business & Finance,1
fabiusmaximus.com,35,Uncategorized,0
summerclark7387.hubpages.com,151,Intelligence,2
bing.com,1608,Search,2
helium.com,143,General News & Opinion,-2
allpoetry.com,7,Administration,2
voices.yahoo.com,421,General News & Opinion,-2
dooleymath.com,119,Uncategorized,0
history,33,Browsers,0
htmlcodetutorial.com,170,General Software Development,2
sparknotes.com,68,Search,2
isb-network-printer-copier,252,Uncategorized,0
printerproxy,17,General Business,2
chrome.kingstonking.com,274,Uncategorized,0
accounts.google.com,80,General Communication & Scheduling,0
microsoft powerpoint,7,Presentation,2
angrybirds.com,1,General Entertainment,-2
youtube.com,694,Video,-2
settings,2,General Utilities,1
soku.com,243,Video,-2
youku.com,69,General Entertainment,-2
google chrome,7,Browsers,0
news.msn.com,150,General News & Opinion,-2
cbsnews.com,223,General News & Opinion,-2
blogs.ft.com,7,General News & Opinion,-2
sportsbj.org,5,Uncategorized,0
ft.com,5,General News & Opinion,-2
myhealthbeijing.com,383,Uncategorized,0
easybib.com,774,Search,2
who.int,40,General News & Opinion,-2
economist.com,10,General News & Opinion,-2
TextEdit,334,Writing,2
export.easybib.com,10,Search,0
wxdude.com,6,Uncategorized,0
upload.wikimedia.org,49,Search,0
s.taobao.com,162,General Shopping,-2
taobao.com,9,General Shopping,-2
ikea.com,522,General Shopping,-2
detail.tmall.com,16,General Shopping,-2
github.com,383,General Software Development,2
mac.github.com,99,General Software Development,2
github,540,General Software Development,2
central.github.com,27,General Software Development,2
coreservicesuiagent,8,General Utilities,0
help.github.com,3,Systems Operations,2
archive utility,3,General Utilities,1
picrazy2.github.io,283,Uncategorized,0
openrepo,9,Uncategorized,0
assisstion.github.io,14,General Software Development,2
dysprosium.github.io,31,General Software Development,2
localhost,52,General Software Development,2
