App,Time Spent (Seconds),Category,Productivity
Finder,48380,General Utilities,0
Skype,98348,General Social Networking,-2
apple.com,1092,Engineering & Technology,-1
detail.zol.com.cn,2,General News & Opinion,-2
en.wikipedia.org,9335,General Reference & Learning,1
elearning.isb.bj.edu.cn,13858,General Reference & Learning,2
Keynote,4087,Presentation,2
Preview,2129,General Reference & Learning,2
microsoft word,61753,Writing,2
usernotificationcenter,264,General Utilities,0
Dictionary,435,General Reference & Learning,1
iphone.bjair.info,330,Uncategorized,0
microsoft outlook,2360,Email,2
stickies,1036,Writing,2
usa.canon.com,2,Video Editing,-2
Gmail,1874,Email,2
stackoverflow.com,7,General Software Development,2
igentry.blogspot.com,65,General Business,2
google.com,2693,Search,2
screensaverengine,30,General Utilities,0
coreservicesuiagent,213,General Utilities,0
archive utility,15,General Utilities,1
Mail,392,Email,2
liveupdate,15,Anti-Virus & Spyware,-1
loginwindow,76,General Utilities,0
microsoft powerpoint,47,Presentation,2
iTunes,320,Music,0
rowmote helper,301,General Utilities,1
com.apple.dock.extra,1,General Utilities,1
name that element,3575,General Software Development,2
Google Docs,17,Writing,2
support.google.com,24,General News & Opinion,2
unmountassistantagent,40,General Utilities,1
System Preferences,189,General Utilities,0
blogs.isb.bj.edu.cn,7773,General Reference & Learning,2
facebook.com,4222,General Social Networking,-2
Wikipedia,68,General Reference & Learning,1
ask.fm,9068,General Social Networking,-2
cocoadev.com,82,Search,0
SecurityAgent,65,Systems Operations,0
MS Excel,7851,General Business,2
netauthagent,49,Accounting,2
epad.isb.bj.edu.cn,60,General Design & Composition,2
humanitiesaff.epad.isb.bj.edu.cn,12136,Writing,2
safarimontage.com,27,Uncategorized,0
safari.isb.bj.edu.cn,1600,General Reference & Learning,1
quicktime player 7,63,General Business,2
Safari,57,Browsers,2
kongregate.com,13,Games,-2
self service,397,General Software Development,2
Terminal,87,Systems Operations,2
quicktime plugin (safari internet plug-in),2,Uncategorized,0
g.isb.bj.edu.cn,737,General Reference & Learning,1
mkis.edu.my,187,General Reference & Learning,1
google chrome,66,Browsers,0
medialit.org,201,Uncategorized,2
media_debate.epad.isb.bj.edu.cn,32,Uncategorized,2
isb.bj.edu.cn,50,General Reference & Learning,1
rescuetime.com,5941,Intelligence,0
s1mplel0ve.tumblr.com,53,General News & Opinion,-2
RescueTime,4,Intelligence,0
quicktime player,1505,General Entertainment,-1
bing.com,1437,Search,2
3.141592653589793238462643383279502884197169399375105820974944592.com,309,General Utilities,1
signsetcweb.com,12,Uncategorized,0
quickcounter,239,Uncategorized,0
Blank Web Browser,44,Internet Utilities,0
pages,59,Presentation,2
baidu.com,1708,Search,2
zhidao.baidu.com,108,Science & Technology,-1
kidblog.org,254,General Reference & Learning,2
shaqi.info,4,Uncategorized,0
gzaqi.info,3,Uncategorized,0
wiki.artofproblemsolving.com,1462,General Reference & Learning,1
artofproblemsolving.com,1493,Engineering & Technology,2
chinadaily.com.cn,852,General News & Opinion,2
BBC,245,International,2
scmp.com,244,General News & Opinion,-2
bbc.com,6,General News & Opinion,-2
denverpost.com,107,General News & Opinion,-2
search.chinadaily.com.cn,7,General News & Opinion,-2
wolframalpha.com,212,Search,1
youtube.com,7488,Video,-2
r2---sn-25joxu-i3be.c.youtube.com,9,Uncategorized,0
ehow.com,214,Search,0
soku.com,259,Video,-2
youku.com,26,General Entertainment,-2
upload.wikimedia.org,401,Search,0
turbocollage,1050,Uncategorized,0
dropbox.com,258,File Sharing,2
Dropbox,123,File Sharing,-2
var,4,General Utilities,1
wsc2013.epad.isb.bj.edu.cn,3628,Uncategorized,2
wsc2013.epad.is.bj.edu.cn,7,Uncategorized,0
answerbag.com,83,Search,0
easybib.com,151,Search,2
guomanchoi.epad.isb.bj.edu.cn,3400,General Design & Composition,2
easy-schoolwork.de,12,Uncategorized,0
poemhunter.com,8,General Utilities,1
schulzeux.de,33,Uncategorized,0
travel.cnn.com,4,General News & Opinion,-2
chinacitysearch.com,82,Uncategorized,0
whatsonxiamen.com,144,Regional,-2
lib.utexas.edu,24,General Reference & Learning,1
tv.sohu.com,4194,Video,-2
weather.com,255,Travel & Outdoors,-2
online-stopwatch.com,6,General News & Opinion,2
Calculator,181,General Utilities,1
explorelearning.com,2386,Uncategorized,2
sparknotes.com,3277,Search,2
gsearch.sparknotes.com,30,Engineering & Technology,1
nciku.com,656,Search,2
follettinternational.com,103,General News & Opinion,-2
lmc.isb.bj.edu.cn,54,General Reference & Learning,1
google earth,1921,Maps & Regional,1
toolserver.org,83,Uncategorized,0
fakeiphonetext.com,128,Uncategorized,0
iphonetextgenerator.com,876,Uncategorized,0
shmoop.com,20,General Reference & Learning,1
enotes.com,288,General Reference & Learning,1
sat.collegeboard.org,327,General Reference & Learning,1
ecl.collegeboard.org,85,General Reference & Learning,1
viewscore.collegeboard.org,58,General Reference & Learning,1
nsat.collegeboard.org,736,General Reference & Learning,1
collegeboard.org,24,General Reference & Learning,1
users,5,General Software Development,2
themillercircle.org,23,Uncategorized,0
v.youku.com,123,Video,-2
media.tumblr.com,6,General Entertainment,-2
bigfuture.collegeboard.org,31,General Reference & Learning,1
isb-network-printer-copier,177,Uncategorized,0
Activity Monitor,881,General Utilities,0
sibelius 6,10120,Writing,2
energyasia.com,361,Uncategorized,0
edition.cnn.com,908,General News & Opinion,-2
play.baidu.com,122,Music,-2
music.baidu.com,41,Music,-2
tulyn.com,64,Engineering & Technology,1
purplemath.com,44,Engineering & Technology,1
ledr.com,76,Uncategorized,0
mymunmkis.org,859,Uncategorized,0
mun2012.epad.isb.bj.edu.cn,680,General Design & Composition,2
bjdnserror1.wo.com.cn:8080,9,Uncategorized,0
accounts.google.com,11,General Communication & Scheduling,0
chinatoday.com,42,Uncategorized,0
imagens5.publico.pt,43,General News & Opinion,-2
network diagnostics,3,General Utilities,1
eng.chinamil.com.cn,670,Uncategorized,0
eng.mod.gov.cn,45,Uncategorized,0
english.chinamil.com.cn,47,Uncategorized,0
code.org,157,Engineering & Technology,1
codecademy.com,3,Engineering & Technology,1
airnow.gov,146,Legal & Gov't,1
beijingairquality.cn,17,Uncategorized,0
terradaily.com,9,Uncategorized,0
10fastfingers.com,86,General Reference & Learning,1
answers.com,49,Search,0
korean-war.commemoration.gov.au,18,Uncategorized,0
abc.net.au,14,General News & Opinion,-2
cache.graphicslib.viator.com,24,Uncategorized,0
wallpapersnova.com,16,Uncategorized,0
chinese-flag.org,9,Uncategorized,0
team-android.com,15,Uncategorized,0
images.search.yahoo.com,36,Search,0
Adobe Photoshop,133,Graphic Design,2
search.yahoo.com,7,Search,0
yahoo.com,7,Search,0
