App,Time Spent (Hours),Category,Productivity
kongregate.com,86,Games,-2
apple.com,1025,Engineering & Technology,-1
Finder,37461,General Utilities,0
Preview,14646,General Reference & Learning,2
elearning.isb.bj.edu.cn,16532,General Reference & Learning,2
usernotificationcenter,268,General Utilities,0
microsoft outlook,3003,Email,2
System Preferences,60,General Utilities,0
loginwindow,5,General Utilities,0
rowmote helper,70,General Utilities,1
microsoft word,76337,Writing,2
ask.fm,32125,General Social Networking,-2
google.com,6760,Search,2
fc00.deviantart.net,50,Intelligence,2
dragoart.com,26,General Design & Composition,2
pz-c-es.blogspot.com,13,General Business,2
Adobe Photoshop,466,Graphic Design,2
facebook.com,10880,General Social Networking,-2
blogs.isb.bj.edu.cn,3718,General Reference & Learning,2
quickcounter,362,Uncategorized,0
Activity Monitor,1189,General Utilities,0
photo booth,17,General Entertainment,0
system information,682,General Utilities,0
mkis.edu.my,879,General Reference & Learning,1
google chrome,271,Browsers,0
en.wikipedia.org,6036,General Reference & Learning,1
Wikipedia,61,General Reference & Learning,1
Skype,124848,General Social Networking,-2
mun2012.epad.isb.bj.edu.cn,86,General Design & Composition,2
easybib.com,326,Search,2
bing.com,3797,Search,2
insidenorthpoint.org,14,Uncategorized,0
epad.isb.bj.edu.cn,100,General Design & Composition,2
etherpad.org,30,Uncategorized,0
humanitieswa.epad.isb.bj.edu.cn,2853,Writing,2
mathwarehouse.com,40,General Reference & Learning,1
sparknotes.com,33,Search,2
coolmath.com,428,General Reference & Learning,1
wolframalpha.com,2099,Search,1
SecurityAgent,81,Systems Operations,0
self service,357,General Software Development,2
liveupdate,388,Anti-Virus & Spyware,-1
jamfhelper,21,Uncategorized,0
MS Excel,4747,General Business,2
netauthagent,4,Accounting,2
ajax4hire.com,921,Uncategorized,0
sciencespot.net,65,Uncategorized,0
wiki.answers.com,98,Search,0
quizlet.com,3806,General Reference & Learning,2
answers.yahoo.com,226,Search,0
youtube.com,872,Video,-2
aajsoap.epad.isb.bj.edu.cn,9313,Writing,2
dailyglow.com,166,Uncategorized,0
nikonusa.com,69,Search,-2
Calculator,249,General Utilities,1
oldrichpeople.epad.isb.bj.edu.cn,839,Uncategorized,0
online-stopwatch.com,742,General News & Opinion,2
chinadaily.com.cn,6647,General News & Opinion,2
poll.pollcode.com,31,Uncategorized,0
soapad.epad.isb.bj.edu.cn,172,Uncategorized,0
thisibelieve.org,49,General Reference & Learning,1
artofproblemsolving.com,55,Engineering & Technology,2
