App,Time Spent (Hours),Category,Productivity
Finder,12924,General Utilities,0
System Preferences,650,General Utilities,0
google chrome,81,Browsers,0
usernotificationcenter,250,General Utilities,0
edmodo.com,2273,General Reference & Learning,1
microsoft word,80852,Writing,2
g.isb.bj.edu.cn,2118,General Reference & Learning,1
elearning.isb.bj.edu.cn,6377,General Reference & Learning,2
app store,967,General Shopping,-2
coreservicesuiagent,57,General Utilities,0
iprocrastinate,7751,Intelligence,2
Skype,21209,General Social Networking,-2
Activity Monitor,276,General Utilities,0
MS Excel,5945,General Business,2
united.com,1014,Travel & Outdoors,-2
ehow.com,459,Search,0
cn.bing.com,30,Search,0
google.com,1987,Search,2
poetry.rapgenius.com,162,General Reference & Learning,1
Steam,40,Games,-2
Preview,14519,General Reference & Learning,2
dropbox.com,90,File Sharing,2
Dropbox,18,File Sharing,-2
biologicaldiversity.org,219,General Reference & Learning,1
extinctioncrisis.org,64,Uncategorized,0
en.wikipedia.org,4661,General Reference & Learning,1
actionbioscience.org,458,Uncategorized,0
Dictionary,603,General Reference & Learning,1
veddma.com,3,Uncategorized,0
enotes.com,855,General Reference & Learning,1
bing.com,738,Search,2
shmoop.com,7,General Reference & Learning,1
freebooknotes.com,248,General Reference & Learning,1
bookrags.com,16,General News & Opinion,-2
worldgeography.abc-clio.com,308,Uncategorized,0
microsoft powerpoint,747,Presentation,2
isbartoneclass.wikispaces.com,1589,Intelligence,2
revolutionaryvoices.wikispaces.com,16,Intelligence,2
voicethread.com,10,General News & Opinion,-2
iphone.bjair.info,633,Uncategorized,0
microsoft outlook,5559,Email,2
sat.epad.isb.bj.edu.cn,2553,Uncategorized,0
epad.isb.bj.edu.cn,708,General Design & Composition,2
answers.yahoo.com,251,Search,0
google earth,506,Maps & Regional,1
worldatlas.com,243,Administration,2
canon mx510 series (88.87.17.bb.13.d7),55,Uncategorized,0
printerproxy,19,General Business,2
canon mx510 series,10,Uncategorized,0
youtube.com,41,Video,-2
ngm.nationalgeographic.com,329,General News & Opinion,-2
rdr.edmodo.com,3,General Reference & Learning,1
plosbiology.org,41,Engineering & Technology,1
currentresults.com,39,General Reference & Learning,1
scottberkun.com,579,General News & Opinion,-2
ncbi.nlm.nih.gov,40,Engineering & Technology,1
hypertextbook.com,46,General Reference & Learning,1
facebook.com,2767,General Social Networking,-2
SecurityAgent,16,Systems Operations,0
accounts.google.com,16,General Communication & Scheduling,0
Gmail,494,Email,2
ask.fm,488,General Social Networking,-2
ask.com,592,Search,0
Google Docs,208,Writing,2
history,109,Browsers,0
maps.unomaha.edu,318,General Reference & Learning,1
cbsnews.com,169,General News & Opinion,-2
Blank Web Browser,14,Internet Utilities,0
wisegeek.com,106,General News & Opinion,-2
community.boredofstudies.org,47,General Reference & Learning,1
prezi.com,2,Presentation,2
greenconsiderations.files.wordpress.com,120,Uncategorized,0
greenconsiderations.wordpress.com,37,General News & Opinion,-2
wiki.answers.com,708,Search,0
upload.wikimedia.org,47,Search,0
Adobe Photoshop,307,Graphic Design,2
a3papersize.org,35,Uncategorized,0
self service,1091,General Software Development,2
Mail,85,Email,2
blogs.isb.bj.edu.cn,395,General Reference & Learning,2
yrka.epad.isb.bj.edu.cn,14483,General Design & Composition,2
web.worldbank.org,89,Engineering & Technology,1
simple.wikipedia.org,16,General Reference & Learning,1
voices.yahoo.com,108,General News & Opinion,-2
jja.epad.isb.bj.edu.cn,11418,Uncategorized,0
esa.org,383,Engineering & Technology,1
insects.about.com,31,General Reference & Learning,1
apple.com,258,Engineering & Technology,-1
easybib.com,81,Search,2
themalaymailonline.com,64,General News & Opinion,-2
gottabemobile.com,242,General News & Opinion,-2
baike.baidu.com,138,Search,0
anandtech.com,546,Science & Technology,-1
sketchpad,8,General Design & Composition,2
airinfonow.org,352,Uncategorized,0
gzaqi.info,132,Uncategorized,0
cdaqi.info,116,Uncategorized,0
Notes,152,Email,0
casadata.org,85,Uncategorized,0
english.mep.gov.cn,12,Uncategorized,0
datacenter.mep.gov.cn,57,Uncategorized,0
breatheutah.org,59,Uncategorized,0
epa.gov,3514,Legal & Gov't,1
kjs.mep.gov.cn,2379,Uncategorized,0
library.wisc.edu,29,General Reference & Learning,1
montclair.edu,9,General Reference & Learning,1
asiasociety.org,111,General News & Opinion,-2
ushouldvisit.com,23,Uncategorized,0
equinoxpub.com,4,General Reference & Learning,1
examiner.com,62,General News & Opinion,-2
wordexplorer.com,33,Uncategorized,0
us.search.yahoo.com,23,Search,0
southasiannorms.hubpages.com,22,Intelligence,2
ncrel.org,15,Uncategorized,0
globaltimes.cn,629,General News & Opinion,-2
isbmun.wikispaces.com,94,Intelligence,2
eclipse,106,Editing & IDEs,2
logger pro,1101,Health & Medicine,1
calendar,73,Calendars,1
huffingtonpost.com,295,General News & Opinion,-2
iTunes,42,Music,0
loginwindow,51,General Utilities,0
cia.gov,705,Search,0
quicktime player,131,General Entertainment,-1
dearlibrarian.com,18,Uncategorized,0
earthzine.org,4,Uncategorized,0
imaginativeliteratureforeccentrics.blogspot.com,6,General Business,2
aqi converter v1.0,137,General Reference & Learning,1
bigbangtheory.wikia.com,162,Comedy,-2
stupidname.org,15,Uncategorized,0
isb-network-printer-copier,224,Uncategorized,0
systemuiserver,9,General Utilities,1
nciku.com,94,Search,2
airnow.gov,191,Legal & Gov't,1
alfred,32,General Utilities,2
isb.bj.edu.cn,29,General Reference & Learning,1
classweb.gmu.edu,112,General Reference & Learning,1
who.int,167,General News & Opinion,-2
stickies,382,Writing,2
macmillandictionary.com,33,General Reference & Learning,1
engineeringtoolbox.com,109,Intelligence,2
Wikipedia,27,General Reference & Learning,1
scmp.com,61,General News & Opinion,-2
economist.com,69,General News & Opinion,-2
hsu.me,135,Uncategorized,0
wxdude.com,10,Uncategorized,0
cleanenergyministerial.org,151,Uncategorized,0
disk speed test,83,General Utilities,1
forticlientsslvpn,68,Uncategorized,0
