App,Time Spent (Hours),Category,Productivity
Mail,6180,Email,2
google.com,4328,Search,2
alfred,674,General Utilities,2
Skype,60312,General Social Networking,-2
choate.edu,554,General Reference & Learning,1
captive network assistant,33,General Utilities,1
microsoft outlook,9364,Email,2
boardingschoolreview.com,88,General Reference & Learning,1
microsoft word,98779,Writing,2
andover.edu,3,Search,0
prepreview.com,98,Uncategorized,0
exeter.edu,12,General Reference & Learning,1
en.wikipedia.org,5576,General Reference & Learning,1
facebook.com,4926,General Social Networking,-2
Activity Monitor,588,General Utilities,0
josbank.com,1310,Clothes & Personal,-2
instagram.com,13,General Social Networking,-2
scene7.josbank.com,57,Clothes & Personal,-2
sps.edu,7,Uncategorized,0
simplephoto.com,168,Uncategorized,0
kongregate.com,103347,Games,-2
local-ntp,49,General Utilities,1
toptestprep.com,161,Uncategorized,0
Finder,20200,General Utilities,0
epad.isb.bj.edu.cn,10515,General Design & Composition,2
gui.startwindow,245,Uncategorized,0
coreservicesuiagent,3,General Utilities,0
jar launcher,1,General Software Development,2
elearning.isb.bj.edu.cn,2892,General Reference & Learning,2
Google Maps,18,Maps & Regional,1
urbandictionary.com,93,Search,0
app store,414,General Shopping,-2
usernotificationcenter,231,General Utilities,0
atlanticcouncil.org,147,General Reference & Learning,1
lawrenceville.org,431,Uncategorized,0
diydrones.com,14,Search,0
iTunes,65,Music,0
loginwindow,14,General Utilities,0
Dictionary,1014,General Reference & Learning,1
Preview,4115,General Reference & Learning,2
privateschool.about.com,72,Search,0
forbes.com,269,General News & Opinion,-2
g.isb.bj.edu.cn,1482,General Reference & Learning,1
grades.isb.bj.edu.cn,2234,General Reference & Learning,1
SecurityAgent,6,Systems Operations,0
surveymonkey.com,510,Marketing,2
buzzfeed.com,642,General News & Opinion,-2
dropbox.com,318,File Sharing,2
cn.bing.com,1545,Search,0
lostpetresearch.com,17,Uncategorized,0
stickies,407,Writing,2
MS Excel,3140,General Business,2
upload.wikimedia.org,108,Search,0
store_helper,2,General Shopping,-2
admatechnology.com,37,Uncategorized,0
techradar.com,128,General News & Opinion,-2
gottabemobile.com,222,General News & Opinion,-2
idigitaltimes.com,217,Science & Technology,-1
bing.com,2003,Search,2
news.idg.no,1,General News & Opinion,-2
isbartoneclass.wikispaces.com,1252,Intelligence,2
annwebersculpture.com,568,Uncategorized,0
Wikipedia,9,General Reference & Learning,1
uaganonssl.isb.bj.edu.cn,8,Uncategorized,0
iis.net,5,Search,0
religionfacts.com,27,General News & Opinion,-2
wiki.answers.com,148,Search,0
edmodo.com,3739,General Reference & Learning,1
ed.edim.co,4,Uncategorized,0
System Preferences,264,General Utilities,0
1314hsstuco9.epad.isb.bj.edu.cn,1659,Uncategorized,0
flowingdata.com,53,Intelligence,2
iprocrastinate,2735,Intelligence,2
travelmath.com,62,General Reference & Learning,1
VLC Media Player,9949,Video,-2
apple.com,4077,Engineering & Technology,-1
systemuiserver,335,General Utilities,1
personalitypage.com,7,Administration,2
personalitytype.com,24,General News & Opinion,-2
disk utility,14,General Utilities,1
microsoft powerpoint,306,Presentation,2
tv.sohu.com,2500,Video,-2
soku.com,226,Video,-2
youku.com,96,General Entertainment,-2
plainthemes.tumblr.com,8,General News & Opinion,-2
en.shanghairolexmasters.com,758,Uncategorized,0
flexxion.tumblr.com,23,General News & Opinion,-2
messages,640,General Social Networking,-2
amazon.com,454,General Shopping,-1
s.taobao.com,341,General Shopping,-2
taobao.com,36,General Shopping,-2
detail.tmall.com,93,General Shopping,-2
item.taobao.com,34,General Shopping,-1
Google Docs,499,Writing,2
accounts.google.com,9,General Communication & Scheduling,0
canon mx510 series,84,Uncategorized,0
printerproxy,56,General Business,2
calendar,764,Calendars,1
eclipse,7727,Editing & IDEs,2
TextEdit,78,Writing,2
news.sohu.com,67,General News & Opinion,-2
book.knowsky.com,67,General News & Opinion,-2
badminton-information.com,143,Uncategorized,0
chineseculture.about.com,101,Search,0
famousbirthdays.com,32,General Entertainment,-2
imdb.com,44,Video,-2
v.youku.com,1265,Video,-2
2008.qq.com,77,General News & Opinion,-2
youtube.com,1641,Video,-2
simpletoremember.com,478,Uncategorized,0
jewfaq.org,69,General Reference & Learning,1
circleofblue.org,406,General Reference & Learning,1
dominos.com.cn,415,General Shopping,-2
dominos.com,18,General News & Opinion,-2
history,106,Browsers,0
sparknotes.com,1658,Search,2
quicktime player,1779,General Entertainment,-1
wrongfulconvictionsblog.org,131,Uncategorized,0
edition.cnn.com,1998,General News & Opinion,-2
cnn.com,2,General News & Opinion,2
cbsnews.com,269,General News & Opinion,-2
Safari,66,Browsers,2
BBC,570,International,2
community.sparknotes.com,70,Search,0
techcrunch.com,2515,Science & Technology,-1
on.cnn.com,8,General News & Opinion,-2
store.apple.com,1580,Electronics,-2
kickstarter.com,83,General Social Networking,-2
answers.yahoo.com,122,Search,0
nciku.com,150,Search,2
baike.baidu.com,52,Search,0
microsoft error reporting,13,Science & Technology,-1
dj.iciba.com,356,Internet Utilities,1
cidian.911cha.com,16,Uncategorized,0
Keynote,1514,Presentation,2
bocatc.org,38,Uncategorized,0
wsi.com,9,Uncategorized,0
sfappeal.com,10,General News & Opinion,-2
images.fineartamerica.com,6,General Shopping,-2
whyfiles.org,21,General Entertainment,-2
lightningformrslittle.weebly.com,15,Presentation,2
angelfire.com,53,General News & Opinion,-2
sciencekids.co.nz,36,General Reference & Learning,1
dirjournal.com,48,Comedy,-2
crh.noaa.gov,5,General Business,2
iphonehacks.com,62,Video Editing,2
ajhinduism.epad.isb.bj.edu.cn,63,Uncategorized,0
litesofheaven.com,13,Uncategorized,0
ask.com,25,Search,0
taoism.about.com,21,Search,0
funtrivia.com,15,General Entertainment,-2
sikhismguide.org,6,Uncategorized,0
searchsikhism.com,16,General Reference & Learning,1
easybib.com,120,Search,2
reviews.cnet.com,938,Science & Technology,-2
accessories.us.dell.com,2886,General Shopping,-2
dell.com,14,Employment,2
pcworld.com,130,Science & Technology,-1
macrumors.com,234,General News & Opinion,-2
amd.com,151,Search,0
intel.com,130,Search,0
search.amd.com,4,Search,0
mactracker,53,Search,-2
Steam,56,Games,-2
wx.qq.com,629,General Communication & Scheduling,0
wechat.com,49,Uncategorized,0
tips-and-tricks-in-mavericks.com,201,Uncategorized,0
icloud.com,2050,General Software Development,2
contacts,40,Customer Relations,2
geekbench 3,146,General Utilities,1
primatelabs.com,26,Uncategorized,0
archive utility,1,General Utilities,1
browser.primatelabs.com,1150,Browsers,-1
media.rhizome.org,19,General Reference & Learning,1
isb-network-printer-copier,209,Uncategorized,0
3.bp.blogspot.com,14,General News & Opinion,-2
the-art-minute.com,214,Uncategorized,0
primaryfacts.com,21,Uncategorized,0
wholeearthprovision.com,6,Uncategorized,0
subclipse.tigris.org,2,General Software Development,2
cerberus.delos.com:790,912,General Reference & Learning,1
usaco.org,25,General Software Development,2
Gmail,70,Email,2
kaagaard.dk,32,Uncategorized,0
intlphoto.com,13,Uncategorized,0
goldsworthy.cc.gla.ac.uk,135,General Reference & Learning,1
4.bp.blogspot.com,4,General News & Opinion,-2
kqed.org,21,General News & Opinion,-2
emuseum.org,15,Uncategorized,0
sketchpad,508,General Design & Composition,2
top500.org,290,General Reference & Learning,1
system information,22,General Utilities,0
itpro.co.uk,157,Science & Technology,-1
math.washington.edu,86,General Reference & Learning,1
wyzant.com,2,General Business,2
stuff.tv,249,Science & Technology,-1
arstechnica.com,39,Science & Technology,-1
dyn.lite.adlesse.com,4,Uncategorized,0
laurentian.ca,36,Uncategorized,0
actionbioscience.org,174,Uncategorized,0
earthsky.org,591,Science & Technology,-1
chrome.google.com,333,General Shopping,-2
extensions,36,Browsers,0
settings,13,General Utilities,1
apps,7,General Utilities,1
phonearena.com,60,General News & Opinion,-2
news.yahoo.com,31,General News & Opinion,-2
macs.about.com,123,Intelligence,2
google.com.hk,22,Search,2
yahoo.com,9,Search,0
zdnet.com,91,Science & Technology,-1
orangepippin.com,231,Uncategorized,0
pickyourown.org,2,General Entertainment,-2
osxdaily.com,40,General News & Opinion,-2
ios7stuff.com,24,Uncategorized,0
cl.ly,6,File Sharing,-2
technosamigos.com,146,Uncategorized,0
epubor.com,124,Uncategorized,0
freeapplewallpapers.com,15,Uncategorized,0
iclarified.com,6,Video Editing,2
osxdeveloper.wordpress.com,1,General News & Opinion,-2
hotfile.com,96,Internet Utilities,1
yellowmaps.com,24,Uncategorized,0
gradesaver.com,7,Search,0
netauthagent,7,Accounting,2
search.chinadaily.com.cn,129,General News & Opinion,-2
chinadaily.com.cn,30,General News & Opinion,2
news.xinhuanet.com,258,General News & Opinion,-2
theguardian.com,412,General News & Opinion,-2
bbc.com,13,General News & Opinion,-2
rt.com,300,General News & Opinion,-2
china-defense-mashup.com,57,Uncategorized,0
ascensionwithearth.com,77,Uncategorized,0
scmp.com,123,General News & Opinion,-2
intellasia.net,100,Uncategorized,0
china.org.cn,225,General News & Opinion,0
aljazeera.com,207,General News & Opinion,-2
theatlantic.com,591,General News & Opinion,-2
Adobe Photoshop,837,Graphic Design,2
dafont.com,47,Presentation,2
font book,35,Presentation,2
share.snacktools.com,48,General Business,2
snack.to,6,Uncategorized,0
poll.fm,143,Administration,2
polldaddy.com,38,Search,0
evolution.berkeley.edu,469,General Reference & Learning,1
m.theage.com.au,148,General News & Opinion,-2
npr.org,27,General News & Opinion,-2
sciencedaily.com,7,Engineering & Technology,1
icthelpdesk.isb.bj.edu.cn,95,Uncategorized,0
self service,21,General Software Development,2
cheetah.org,347,Uncategorized,0
abc.net.au,717,General News & Opinion,-2
apple80211agent,3,General Reference & Learning,1
demotix.com,55,International,-2
businessweek.com,2,General News & Opinion,-2
english.peopledaily.com.cn,98,General News & Opinion,-2
metrolyrics.com,114,General Entertainment,-2
lyricsmania.com,41,Music,-2
salestron.com,9,Uncategorized,0
oldielyrics.com,10,General Reference & Learning,1
reverbnation.com,3,General Entertainment,-2
nikonusa.com,60,Search,-2
photographybay.com,57,General News & Opinion,-2
foxnews.com,75,General News & Opinion,-2
