App,Time Spent (Seconds),Category,Productivity
elearning.isb.bj.edu.cn,76,General Reference & Learning,2
usernotificationcenter,94,General Utilities,0
microsoft outlook,518,Email,2
Skype,676,General Social Networking,-2
tetrisfriends.com,1491,Games,-2
facebook.com,1325,General Social Networking,-2
Preview,7083,General Reference & Learning,2
pixelplanet.epad.isb.bj.edu.cn,4,Uncategorized,0
blogs.isb.bj.edu.cn,2217,General Reference & Learning,2
pingyao2013.epad.isb.bj.edu.cn,18,Uncategorized,0
Finder,739,General Utilities,0
ask.fm,190,General Social Networking,-2
youtube.com,120,Video,-2
sak.fm,2,Uncategorized,0
app store,37,General Shopping,-2
microsoft word,3794,Writing,2
goodreads.com,242,General Social Networking,-2
google.com,518,Search,2
poemhunter.com,101,General Utilities,1
en.wikipedia.org,78,General Reference & Learning,1
douban.com,25,General Social Networking,-2
1stenglish.com,11,Uncategorized,0
baidu.com,28,Search,2
zww.cn,7,Uncategorized,0
poetry-archive.com,5,General Reference & Learning,1
lib.umich.edu,425,Intelligence,2
zhidao.baidu.com,47,Science & Technology,-1
TextEdit,118,Writing,2
quickcounter,126,Uncategorized,0
loginwindow,49,General Utilities,0
systemuiserver,113,General Utilities,1
theage.com.au,93,General News & Opinion,-2
google chrome,280,Browsers,0
dailymail.co.uk,141,General News & Opinion,-2
guardian.co.uk,78,General News & Opinion,-2
secure35.ibahn.com,255,Internet Utilities,1
nhl.com,30,Sports,-1
marriott.com,607,Travel & Outdoors,-2
captive network assistant,94,General Utilities,1
apple.com,2,Engineering & Technology,-1
VLC Media Player,9903,Video,-2
iTunes,2,Music,0
dvd player,7130,General Entertainment,-2
