App,Time Spent (Hours),Category,Productivity
blog.parrot.com,29,General Shopping,-2
store.apple.com,253,Electronics,-2
parrot.com,279,General Shopping,-2
canon mx518,13,Uncategorized,0
cnet.com,227,Science & Technology,-1
instagram.com,91,General Social Networking,-2
dji.com,1057,General Shopping,-2
apple.com,1498,Engineering & Technology,-1
9to5mac.com,1440,General News & Opinion,-2
chacha.com,145,Search,0
humansofshunyi.tumblr.com,428,General News & Opinion,-2
societyforscience.org,657,General Reference & Learning,1
cs.cmu.edu,393,General Reference & Learning,1
dalearn.deerfield.edu,2402,General Reference & Learning,2
okcupid.com,481,General Social Networking,-2
clashofclans.wikia.com,1745,Games,-2
help,5,General Reference & Learning,1
engadget.com,423,Science & Technology,-1
get.adobe.com,1596,General News & Opinion,-2
englishlanguageterminology.org,65,Uncategorized,0
s3.amazonaws.com,69,Internet Utilities,1
images.psxextreme.com,72,Photos,-2
evernote helper,110,General Reference & Learning,1
funshion.com,82,Video,-2
chegg.com,46,General News & Opinion,-2
system information,32,General Utilities,0
urbanviewsweekly.com,74,Uncategorized,0
trashysworld.ca,32,Uncategorized,0
carslockoutservices.com,22,Uncategorized,0
mfi.co.uk,19,Uncategorized,0
homewetbar.com,26,General Reference & Learning,1
lh5.googleusercontent.com,17,General Business,2
rescuetime.com,17,Intelligence,0
BBC,77,International,2
melissakwok.taobao.com,18,General Shopping,-2
printerproxy,11,General Business,2
sheeptech.com,16,Search,0
ko.wikipedia.org,16,Search,0
tetrisfriends.com,440,Games,-2
forums.macrumors.com,305,General News & Opinion,-2
mac.linux.be,134,Uncategorized,0
projects.ardrone.org,96,Uncategorized,0
archive utility,7,General Utilities,1
linuxmint.com,501,General Utilities,1
maclife.com,220,Science & Technology,-1
rcgroups.com,828,General News & Opinion,-2
thebeijinger.com,84,General News & Opinion,-2
yosemiteclub.com,87,Uncategorized,0
macdrones.com,100,Uncategorized,0
Keynote,315,Presentation,2
baidu.com,48,Search,2
store_helper,5,General Shopping,-2
aqi converter v1.0,550,General Reference & Learning,1
call of duty 4 - modern warfare multiplayer,2952,Games,-2
call of duty 4 - modern warfare,54,Games,-2
discoverelitepolice.com,265,Uncategorized,0
theblaze.com,782,General News & Opinion,-2
at.cnn.com,169,General News & Opinion,-2
money.cnn.com,30,General News & Opinion,-2
github.com,262,General Software Development,2
shapeshed.com,53,Engineering & Technology,1
brew.sh,2,Systems Operations,2
mactricksandtips.com,435,General News & Opinion,-2
tuaw.com,980,General News & Opinion,-2
virtualbox.org,262,General Utilities,1
wiki.ros.org,613,Engineering & Technology,1
mbusa.com,290,General Shopping,-2
virtualbox,1000,Virtualization,0
diskimagemounter,7,General Utilities,1
virtualbox vm,3515,General Software Development,2
login.ubuntu.com,42,General Software Development,2
ubuntu.com,3,General Business,2
bmwusa.com,288,Internet Utilities,1
ford.com,262,General Shopping,-2
appleid.apple.com,47,General Reference & Learning,1
toyota.com,104,General Shopping,-2
audiusa.com,189,General Entertainment,-2
superuser.com,29,General News & Opinion,-2
cplusplus.com,89,General Reference & Learning,1
javamex.com,1338,General Reference & Learning,1
chevrolet.com,2363,General News & Opinion,-2
weather.com,27,Travel & Outdoors,-2
docs.oracle.com,127,Engineering & Technology,1
answers.ros.org,445,Engineering & Technology,1
customink.com,174,General Business,2
ee.surrey.ac.uk,308,General Reference & Learning,1
allaboutvision.com,16,General Utilities,1
