App,Time Spent (Seconds),Category,Productivity
tmall.com,1,General Shopping,-2
buyersguide.macrumors.com,141,General News & Opinion,-2
super hexagon,643,Games,-2
wavemetrics.com,1924,Search,0
processing,1102,Intelligence,2
coreservicesuiagent,22,General Utilities,0
igor pro,3719,Engineering & Technology,1
diskimages ui agent,15,General Utilities,1
diskimagemounter,1,General Utilities,1
bruxton.com,32,Presentation,2
eclipse,2847,Editing & IDEs,2
stackoverflow.com,346,General Software Development,2
gidforums.com,98,Engineering & Technology,1
tutorialspoint.com,52,General Reference & Learning,1
Activity Monitor,123,General Utilities,0
glover,199,Uncategorized,0
forum.processing.org,115,Engineering & Technology,1
dock,1,General Utilities,1
member.societyforscience.org,295,General Reference & Learning,1
pages,77,Presentation,2
answers.com,32,Search,0
education.jlab.org,29,General News & Opinion,-2
witcombe.sbc.edu,118,General Reference & Learning,1
mpeg streamclip,249,Video Editing,2
adobe media encoder cs5.5,11,Video Editing,2
kwicsys.com,44,Uncategorized,0
netauthagent,43,Accounting,2
edition.cnn.com,1579,General News & Opinion,-2
money.msn.com,146,Business,-1
galaxys5us.com,7,Uncategorized,0
reviews.cnet.com,588,Science & Technology,-2
money.cnn.com,170,General News & Opinion,-2
traffic.outbrain.com,3,General Entertainment,-2
tips.wechat.com,2524,Uncategorized,0
system information,26,General Utilities,0
screen sharing,3,General Software Development,2
bjmemc.com.cn,201,Uncategorized,0
zx.bjmemc.com.cn,344,Uncategorized,0
mathtype,83,Engineering & Technology,1
calibre-ebook.com,13,General Reference & Learning,1
literaryyard.files.wordpress.com,304,Uncategorized,0
therewillbeasia.files.wordpress.com,66,Uncategorized,0
audioeditions.com,1096,Uncategorized,0
english.mep.gov.cn,119,Uncategorized,0
mep.gov.cn,9,Legal & Gov't,1
anandtech.com,142,Science & Technology,-1
youtube.com,143,Video,-2
macworld.co.uk,314,General Reference & Learning,1
store.pixelfilmstudios.com,232,Video Editing,2
sites.fastspring.com,23,General Shopping,-2
obexagent,31,General News & Opinion,-2
bluetoothuiserver,6,General Utilities,1
call of duty 4 - modern warfare multiplayer,2950,Games,-2
supercratebox_v102mac,826,Uncategorized,-2
bluetooth file exchange,102,General Utilities,1
asphalt 6,338,Games,-2
ihg.com,86,General Shopping,-2
1.1.1.3,17,Uncategorized,0
