App,Time Spent (Seconds),Category,Productivity
Steam,148,Games,-2
canon mx518,265,Uncategorized,0
Finder,24135,General Utilities,0
Preview,13753,General Reference & Learning,2
MS Excel,21385,General Business,2
alfred,648,General Utilities,2
thehague.thimun.org,167,Search,0
ie.rutgers.edu,44,General Reference & Learning,1
clashofclans.wikia.com,2479,Games,-2
Safari,1872,Browsers,2
cia.gov,34,Search,0
google.com.hk,1040,Search,2
me.berkeley.edu,897,General Reference & Learning,1
bing.com,759,Search,2
adobe flash player install manager,2,General Utilities,1
Mail,14367,Email,2
microsoft word,76132,Writing,2
screensaverengine,6824,General Utilities,0
elearning.isb.bj.edu.cn,5526,General Reference & Learning,2
loginwindow,2156,General Utilities,0
cn.bing.com,4925,Search,0
applications,1364,General Business,2
systemuiserver,346,General Utilities,1
final cut pro,3990,Video Editing,2
usernotificationcenter,28,General Utilities,0
microsoft autoupdate,528,General Utilities,1
edmodo.com,2945,General Reference & Learning,1
virtualsheetmusic.com,374,Video Editing,2
everyonepiano.com,236,Music,-2
printerproxy,115,General Business,2
artofproblemsolving.com,17229,Engineering & Technology,2
Adobe Photoshop,2577,Graphic Design,2
microsoft powerpoint,2902,Presentation,2
arduino,4025,Intelligence,2
Skype,41044,General Social Networking,-2
Dropbox,29,File Sharing,-2
Terminal,94,Systems Operations,2
ehow.com,98,Search,0
disk utility,1998,General Utilities,1
mikesel.info,114,Uncategorized,0
quicktime player,3969,General Entertainment,-1
automator,178,Intelligence,2
hide:unhide files,3,Uncategorized,0
superuser.com,42,General News & Opinion,-2
support.apple.com,4,Search,0
canon solution menu ex,85,General Utilities,1
unmountassistantagent,5,General Utilities,1
gopro.com,566,Electronics,-2
evernote,2754,Intelligence,2
en.wikipedia.org,5010,General Reference & Learning,1
cty.jhu.edu,308,General Reference & Learning,1
Calculator,27,General Utilities,1
nofilmschool.com,229,General Reference & Learning,1
amazon.com,256,General Shopping,-1
logger pro,1431,Health & Medicine,1
gcsescience.com,410,General Reference & Learning,1
icloud.com,1061,General Software Development,2
epad.isb.bj.edu.cn,13832,General Design & Composition,2
draxonic.com,1,Uncategorized,0
isbartoneclass.wikispaces.com,1246,Intelligence,2
g.isb.bj.edu.cn,294,General Reference & Learning,1
grades.isb.bj.edu.cn,1302,General Reference & Learning,1
calendar,144,Calendars,1
answers.yahoo.com,321,Search,0
app store,18,General Shopping,-2
afe.easia.columbia.edu,1898,General Reference & Learning,1
marxists.org,1549,General Reference & Learning,1
store_helper,2,General Shopping,-2
adobe premiere pro cs6,342,Video Editing,2
adobe_licutil,11,Uncategorized,0
mactracker,205,Search,-2
everymac.com,26,General News & Opinion,-2
matlab,778,General Software Development,2
TextEdit,508,Writing,2
Xcode,12,Editing & IDEs,2
Keynote,2150,Presentation,2
picrazy2.com,308,Uncategorized,2
shrike.depaul.edu,145,General Reference & Learning,1
wassilykandinsky.net,113,Uncategorized,0
wassily-kandinsky.org,74,Uncategorized,0
s3images.coroflot.com,29,Employment,2
awesomepeople.com.ua,13,Uncategorized,0
item.taobao.com,1508,General Shopping,-1
artquotes.net,29,Uncategorized,0
theuniquecreatures.com,43,Uncategorized,0
cfile8.uf.tistory.com,13,Uncategorized,0
s3.amazonaws.com,11,Internet Utilities,1
b-i.forbesimg.com,20,Uncategorized,0
apple.com,2189,Engineering & Technology,-1
store.apple.com,1955,Electronics,-2
4.bp.blogspot.com,88,General News & Opinion,-2
macmagazine.com.br,16,General News & Opinion,-2
digitalmeetsculture.net,48,Uncategorized,0
ncolumn1.daum.net,5,Search,0
farm8.staticflickr.com,11,Uncategorized,0
translate.google.cn,465,General Reference & Learning,1
wenku.baidu.com,10,General Reference & Learning,1
docin.com,2,General Reference & Learning,1
dominos.com.cn,355,General Shopping,-2
macrumors.com,4546,General News & Opinion,-2
wolframalpha.com,548,Search,1
facebook.com,6267,General Social Networking,-2
users,3,General Software Development,2
gioteck.com,85,Uncategorized,0
anastasiy.com,170,Uncategorized,0
pretendertothepower.com,11,Uncategorized,0
ehow.co.uk,70,General Reference & Learning,1
colormatters.com,101,Uncategorized,0
painting.about.com,20,General Reference & Learning,1
Notes,1536,Writing,2
surveymonkey.com,3514,Marketing,2
v.youku.com,860,Video,-2
youku.com,34,General Entertainment,-2
soku.com,15,Video,-2
ed.edim.co,47,Uncategorized,0
wn.com,115,General News & Opinion,-2
mao-zedong-speeches.downloads.filehungry.com,18,Uncategorized,0
pinterest.com,13,General Social Networking,-2
history.cultural-china.com,30,Uncategorized,0
web.archive.org,43,Search,0
zhidao.baidu.com,12,Science & Technology,-1
etext.org,8,Uncategorized,0
gov.cn,67,Legal & Gov't,1
fordham.edu,173,General Reference & Learning,1
chinadaily.com.cn,518,General News & Opinion,2
ad.cctv.com,8,General News & Opinion,-2
s.taobao.com,192,General Shopping,-2
taobao.com,56,General Shopping,-2
strangecosmos.com,31,Uncategorized,0
eng.mod.gov.cn,420,Uncategorized,0
isb-network-printer-copier,35,Uncategorized,0
indoorair2014.org,225,Uncategorized,0
detail.tmall.com,331,General Shopping,-2
nciku.com,166,Search,2
Google Docs,99,Writing,2
annies.com.cn,2746,Uncategorized,0
site.douban.com,2495,General Social Networking,-2
apps.facebook.com,234,General Social Networking,-2
mathletics.asia,340,Uncategorized,0
community.mathletics.com,14,General Reference & Learning,1
phoenix.ciss.com.cn,276,Uncategorized,0
concordiashanghai.org,150,Uncategorized,0
buy.taobao.com,3,General Shopping,-2
9gag.com,28,Comedy,-2
timeanddate.com,58,Intelligence,2
sochi2014.com,3963,Sports,-1
originlab.com,329,Search,0
System Preferences,222,General Utilities,0
ishmael.com,11,Uncategorized,0
readishmael.com,14,Uncategorized,0
cliffsnotes.com,1025,Search,0
Gmail,5,Email,2
accounts.google.com,3,General Communication & Scheduling,0
Wikipedia,11,General Reference & Learning,1
wiki.answers.com,31,Search,0
crossover cd helper,16,Uncategorized,0
trackpad handwriting confirmation,21,Uncategorized,0
sites.google.com,574,Internet Utilities,1
skydrive.live.com,1433,General News & Opinion,-2
talisman.sochi2014.com,182,Sports,-1
RescueTime,1,Intelligence,0
maa.org,272,General News & Opinion,-2
amc-reg.maa.org,1434,General Reference & Learning,1
SecurityAgent,6,Systems Operations,0
dbhs.wvusd.k12.ca.us,3,Uncategorized,0
VLC Media Player,603,Video,-2
3c.tmall.com,35,General Shopping,-2
forums.macrumors.com,758,General News & Opinion,-2
apple.tmall.com,15,General Shopping,-2
list.tmall.com,7,General Shopping,-2
tmal.com,6,Uncategorized,0
