App,Time Spent (Hours),Category,Productivity
sinodefence.com,764,Uncategorized,0
en.wikipedia.org,2538,General Reference & Learning,1
content.time.com,84,General News & Opinion,-2
chinadaily.com.cn,107,General News & Opinion,2
google chrome,68796,Browsers,0
Skype,63354,General Social Networking,-2
amazon.com,13146,General Shopping,-1
Safari,1528,Browsers,2
applications,364,General Business,2
google.com,5888,Search,2
sinodefence.files.wordpress.com,5,Uncategorized,0
Finder,8403,General Utilities,0
elearning.isb.bj.edu.cn,722,General Reference & Learning,2
Mail,52971,Email,2
captive network assistant,821,General Utilities,1
yelp.com,268,Search,0
microsoft word,10777,Writing,2
greatambitions.files.wordpress.com,19,Uncategorized,0
members.shaw.ca,22,General News & Opinion,-2
youtube.com,5429,Video,-2
Dictionary,785,General Reference & Learning,1
facebook.com,5661,General Social Networking,-2
att.com,10,General Business,2
fas.harvard.edu,22,General Reference & Learning,1
Adobe Photoshop,2644,Graphic Design,2
m.harvard.edu,35,General Reference & Learning,1
cfa.harvard.edu,15,General Reference & Learning,1
messages,7809,General Social Networking,-2
thejointblog.com,13,Uncategorized,0
java updater,7,General Utilities,1
coreservicesuiagent,7,General Utilities,0
iflscience.com,106,General Reference & Learning,1
RescueTime,146,Intelligence,0
calendar,1561,Calendars,1
9to5mac.com,2930,General News & Opinion,-2
apple.com,70,Engineering & Technology,-1
beatsbydre.com,6,General Entertainment,-2
Dropbox,1409,File Sharing,-2
pages,3150,Presentation,2
iTunes,1993,Music,0
quicktime player,2360,General Entertainment,-1
loginwindow,96,General Utilities,0
Gmail,952,Email,2
support.google.com,39,General News & Opinion,2
accounts.google.com,6,General Communication & Scheduling,0
registration.noc.harvard.edu,18,Uncategorized,0
contacts,16,Customer Relations,2
MS Excel,3190,General Business,2
clashofclans.wikia.com,1810,Games,-2
commack.k12.ny.us,67,Uncategorized,0
beemp3s.org,598,Music,-2
dainfo.deerfield.edu,1332,General Reference & Learning,1
app store,340,General Shopping,-2
macrumors.com,1176,General News & Opinion,-2
thenanfang.com,93,General News & Opinion,-2
9gag.com,9049,Comedy,-2
answers.yahoo.com,222,Search,0
wittyprofiles.com,19,Uncategorized,0
setup assistant,30,General Utilities,1
translate.google.com,234,Search,1
Preview,6653,General Reference & Learning,2
vimeo.com,132,General Entertainment,-2
mediafire.com,4,General Entertainment,-2
huffingtonpost.com,664,General News & Opinion,-2
wechat,9555,General Social Networking,-2
unmountassistantagent,55,General Utilities,1
mpeg streamclip,193,Video Editing,2
handbrake,93,Video Editing,2
g.isb.bj.edu.cn,221,General Reference & Learning,1
maps,1986,Maps & Regional,1
justcloud.com,2,Uncategorized,0
sfglobe.com,40,General News & Opinion,-2
tech.ca.msn.com,45,General News & Opinion,-2
youxi.baidu.com,26,Games,-2
m.cnsnews.com,52,General News & Opinion,-2
eclipse,338,Editing & IDEs,2
Xcode,3069,Editing & IDEs,2
screensaverengine,1144,General Utilities,0
systemuiserver,661,General Utilities,1
ehow.com,12,Search,0
api.asm.skype.com,69,Instant Message,-1
login.skype.com,13,Voice Chat,1
concierge.apple.com,196,Email,0
store.apple.com,3,Electronics,-2
deerfield.edu,5467,General Reference & Learning,1
System Preferences,1845,General Utilities,0
Activity Monitor,911,General Utilities,0
drawsomethinggameonline.com,735,Uncategorized,0
store.deerfield.edu,112,General Reference & Learning,1
quizlet.com,12475,General Reference & Learning,2
zynga.com,32,Intelligence,2
4.bp.blogspot.com,22,General News & Opinion,-2
borneoinsider.com,1,Uncategorized,0
bwfbadminton.org,176,Sports,-1
denmark2014.com,26,Uncategorized,0
thestar.com.my,8,General News & Opinion,-2
adobe flash player install manager,16,General Utilities,1
support.brother.com,483,General Business,2
addprinter,19,General Utilities,0
installer,11,General Utilities,1
diskimages ui agent,4,General Utilities,1
SecurityAgent,6,Systems Operations,0
printerproxy,5,General Business,2
pcworld.com,131,Science & Technology,-1
brother mfc-j4510dw,5,Uncategorized,0
TextEdit,126,Writing,2
keyboardsetupassistant,58,General Utilities,1
discussions.apple.com,96,Science & Technology,-1
cnet.com,1164,Science & Technology,-1
brother-usa.com,198,Office,2
class.coursera.org,25238,General Reference & Learning,1
accounts.coursera.org,88,General Reference & Learning,1
problem reporter,62,General News & Opinion,-2
img2.wikia.nocookie.net,24,Uncategorized,0
freeusandworldmaps.com,11,Uncategorized,0
photoshopessentials.com,46,Presentation,2
photoshopforums.com,20,Uncategorized,0
zonu.com,19,Uncategorized,0
youcaring.com,8,Uncategorized,0
img239.imageshack.us,2,General Entertainment,-2
microsoft error reporting,3,Science & Technology,-1
Amazon AWS Console,688,General Software Development,2
tincta,57,General Software Development,2
aws.amazon.com,12,General Software Development,2
users,432,General Software Development,2
picrazy2.com,1197,Uncategorized,2
w3schools.com,48,Engineering & Technology,1
html5insight.com,7,Uncategorized,0
pentel.com,55,Uncategorized,0
blogs.isb.bj.edu.cn,174,General Reference & Learning,2
mail.deerfield.edu,471,General Reference & Learning,1
brushfiresfoundation.org,200,Uncategorized,0
theguardian.com,26,General News & Opinion,-2
telegraph.co.uk,243,General News & Opinion,-2
thrillist.com,405,General News & Opinion,-2
whizbiz.com.au,127,Uncategorized,0
mackeeperapp.zeobit.com,4,Uncategorized,0
undressyoutonight.tumblr.com,203,General News & Opinion,-2
wodrun.com,90,Uncategorized,0
mirror.co.uk,34,General News & Opinion,-2
syncactive.com,444,Uncategorized,0
mp3olimp.net,62,Music,-2
vube.com,12,Video,-2
Blank Web Browser,1,Internet Utilities,0
10fastfingers.com,20,General Reference & Learning,1
speedtest.net,75,Internet Utilities,1
klipsch.com,346,Video Editing,2
ssl.apple.com,188,General Utilities,1
today.com,272,General News & Opinion,-2
flash player (safari internet plug-in),65,Video,-2
vh1.com,68,General Entertainment,-2
thesuperficial.com,45,Entertainment,-2
peopleenespanol.com,23,Uncategorized,0
dailymail.co.uk,57,General News & Opinion,-2
ew.com,233,General Entertainment,-2
foxnews.com,58,General News & Opinion,-2
hollywood.com,72,General News & Opinion,-2
dailymotion.com,499,General Entertainment,-2
wacom.com,195,General News & Opinion,-2
g-ecx.images-amazon.com,7,General Shopping,-2
jamisbikes.com,370,General Shopping,-2
myjamis.com,598,Uncategorized,0
isolatecyclist.bostonbiker.org,139,Uncategorized,0
roadbikereview.com,255,Uncategorized,0
forums.roadbikereview.com,63,General Reference & Learning,1
evernote.com,21,Search,0
click.email.gopro.com,9,Uncategorized,0
healthmate.withings.com,35,Health & Medicine,1
getpebble.us2.list-manage.com,20,Uncategorized,0
wolframalpha.com,10,Search,1
store.wacom.com,219,General Shopping,-2
serfas.com,382,Uncategorized,0
bhphotovideo.com,19264,General Shopping,-2
forums.creativecow.net,244,General News & Opinion,-2
audixusa.com,173,Uncategorized,0
creativecow.net,3,Engineering & Technology,1
rodemic.com,492,Uncategorized,0
dvxuser.com,485,Video Editing,2
nofilmschool.com,71,General Reference & Learning,1
philipbloom.net,16,Intelligence,2
gearslutz.com,15,General Communication & Scheduling,0
secure.bhphotovideo.com,4589,Search,-1
nciku.com,49,Search,2
grades.isb.bj.edu.cn,80,General Reference & Learning,1
englishpage.com,1582,General Reference & Learning,1
samsontech.com,18,General Shopping,-2
VLC Media Player,167,Video,-2
buy.garmin.com,26,General Shopping,-2
garmin.com,25,Travel & Outdoors,-2
withoutabox.com,236,Society,-2
bankofamerica.com,194,General Business,2
blogs.wsj.com,301,Business,-1
wwwapps.ups.com,725,General Shopping,-2
ups.com,5,General Business,2
macworld.com,9,Science & Technology,-1
images2.powerreviews.com,5,Uncategorized,0
wiki.octave.org,149,General Reference & Learning,1
sourceforge.net,29,General Software Development,2
gnu.org,14,General Utilities,1
Terminal,416,Systems Operations,2
script editor,111,Editing & IDEs,2
octave,1,General Software Development,2
tools.usps.com,406,General Business,2
trackingex.com,74,General Business,2
czep.net,17,Uncategorized,0
umiacs.umd.edu,7,General Reference & Learning,1
arxiv.org,87,Search,0
dev.related-work.net,8,Uncategorized,0
lightwareinc.com,182,Uncategorized,0
lightwareusa.com,20,Uncategorized,0
lowepro.com,91,General Shopping,-1
store.lowepro.com,88,General Shopping,-1
tenba.com,781,General Shopping,-2
lasership.com,149,Uncategorized,0
libecsales.com,59,Uncategorized,0
shop.samsonite.com,121,General Shopping,-2
ecx.images-amazon.com,17,General News & Opinion,-2
conair.com,122,Uncategorized,0
matlab,8403,General Software Development,2
portabrace.com,165,Uncategorized,0
system information,129,General Utilities,0
usps.com,1,General Shopping,-2
Notes,52,Email,0
literarydevices.net,37,General Reference & Learning,1
princeton.edu,39,Operations,2
red.com,74,Internet Utilities,1
uk.answers.yahoo.com,72,General News & Opinion,2
usernotificationcenter,5,General Utilities,0
network diagnostics,91,General Utilities,1
stackoverflow.com,87,General Software Development,2
waynesword.palomar.edu,3,General Reference & Learning,1
s.taobao.com,21,General Shopping,-2
taobao.com,12,General Shopping,-2
