App,Time Spent (Seconds),Category,Productivity
Skype,50512,General Social Networking,-2
ehow.com,102,Search,0
messages,2186,General Social Networking,-2
en.wikipedia.org,15041,General Reference & Learning,1
Safari,3340,Browsers,2
google.com,8813,Search,2
class.coursera.org,20,General Reference & Learning,1
quizlet.com,1613,General Reference & Learning,2
englishpage.com,10,General Reference & Learning,1
9gag.com,3340,Comedy,-2
Finder,36791,General Utilities,0
macrumors.com,8547,General News & Opinion,-2
Mail,42613,Email,2
app store,1917,General Shopping,-2
buyersguide.macrumors.com,385,General News & Opinion,-2
bhphotovideo.com,12421,General Shopping,-2
Preview,5899,General Reference & Learning,2
youtube.com,9918,Video,-2
System Preferences,2341,General Utilities,0
cnet.com,648,Science & Technology,-1
nikonusa.com,1294,Search,-2
purplemath.com,36,Engineering & Technology,1
lensvid.com,1763,Uncategorized,0
academicapproach.com,7777,Uncategorized,0
applications,809,General Business,2
MS Excel,2747,General Business,2
microsoft autoupdate,85,General Utilities,1
secure.bhphotovideo.com,3074,Search,-1
deerfield.edu,7388,General Reference & Learning,1
maps,1162,Maps & Regional,1
resistflamefinishing.com,14,Uncategorized,0
bhfti.ca.gov,51,General Reference & Learning,1
ikea.com,49,General Shopping,-2
ca133.com,32,Uncategorized,0
facebook.com,24588,General Social Networking,-2
Notes,709,Writing,2
pages,131,Presentation,2
wechat,314,General Social Networking,-2
iTunes,3362,Music,0
RescueTime,293,Intelligence,0
Dropbox,596,File Sharing,-2
daisydisk,1119,General Utilities,0
kindle,3,General Reference & Learning,2
SecurityAgent,224,Systems Operations,0
g.isb.bj.edu.cn,443,General Reference & Learning,1
grades.isb.bj.edu.cn,60,General Reference & Learning,1
google chrome,15960,Browsers,0
Activity Monitor,278,General Utilities,0
rescuetime.com,512,Intelligence,0
universalaccessauthwarn,5,General Utilities,1
usernotificationcenter,1300,General Utilities,0
dropbox installer,39,General Utilities,1
dropbox.com,302,File Sharing,2
drive.google.com,83,General Business,2
coreservicesuiagent,81,General Utilities,0
tmhelperagent,3,General Utilities,1
diskimagemounter,5,General Utilities,1
tools.google.com,134,Search,0
9to5mac.com,5426,General News & Opinion,-2
Terminal,3346,Systems Operations,2
microsoft word,73995,Writing,2
alfred,10013,General Utilities,2
skype.com,72,General Communication & Scheduling,0
apple.com,4807,Engineering & Technology,-1
system information,50,General Utilities,0
var,4,General Utilities,1
google drive,415,General Business,2
setup assistant,2,General Utilities,1
loginwindow,3255,General Utilities,0
att.com,2284,General Business,2
forums.att.com,93,General Business,2
forums.macrumors.com,85,General News & Opinion,-2
idownloadblog.com,8,Science & Technology,-1
forums.appleinsider.com,104,Engineering & Technology,1
imore.com,30,Science & Technology,-1
qdinformation.com,624,Uncategorized,0
gottabemobile.com,69,General News & Opinion,-2
verizon.com,181,Voice Chat,1
verizonwireless.com,751,General Business,2
amazon.com,11385,General Shopping,-1
forumblog.org,133,Uncategorized,0
tp-link.us,87,Uncategorized,0
huawei.com,12,Internet Utilities,1
call of duty 4 - modern warfare multiplayer,2939,Games,-2
systemuiserver,62,General Utilities,1
plants vs. zombies,422,Games,-2
mactracker,345,Search,-2
eclipse.org,254,General Software Development,2
google earth,12913,Maps & Regional,1
archive utility,4,General Utilities,1
mac.github.com,71,General Software Development,2
software update,159,General Utilities,1
eclipse,82646,Editing & IDEs,2
oracle.com,11,Search,0
installer,86,General Utilities,1
diskimages ui agent,24,General Utilities,1
github,11867,General Software Development,2
github.com,2427,General Software Development,2
support.apple.com,556,Search,0
community.verizonwireless.com,491,General Business,2
testmy.net,93,Search,0
hotelwifitest.com,77,Uncategorized,0
bandwidthplace.com,216,Internet Utilities,1
speedof.me,27,Internet Utilities,1
preparatorychemistry.com,4340,General Reference & Learning,1
