App,Time Spent (Hours),Category,Productivity
arduino,2878,Intelligence,2
processing,8060,Intelligence,2
glover,859,Uncategorized,0
translate.google.cn,1033,General Reference & Learning,1
Skype,35429,General Social Networking,-2
artofproblemsolving.com,6173,Engineering & Technology,2
amc-reg.maa.org,4380,General Reference & Learning,1
maa.org,55,General News & Opinion,-2
Safari,3497,Browsers,2
ihg.com,2,General Shopping,-2
edmodo.com,2530,General Reference & Learning,1
Finder,54470,General Utilities,0
surveymonkey.com,342,Marketing,2
cn.bing.com,10753,Search,0
Mail,22139,Email,2
elearning.isb.bj.edu.cn,1107,General Reference & Learning,2
applications,1025,General Business,2
english.mep.gov.cn,211,Uncategorized,0
mep.gov.cn,58,Legal & Gov't,1
call of duty 4 - modern warfare multiplayer,2388,Games,-2
systemuiserver,70,General Utilities,1
alfred,2507,General Utilities,2
MS Excel,18135,General Business,2
clashofclans.wikia.com,4768,Games,-2
edition.cnn.com,7641,General News & Opinion,-2
bbc.com,1422,General News & Opinion,-2
forbes.com,25,General News & Opinion,-2
BBC,46,International,2
ibtimes.co.uk,234,Business,-1
news.yahoo.com,12,General News & Opinion,-2
microsoft word,89147,Writing,2
ehow.com,536,Search,0
wisegeek.org,128,General News & Opinion,-2
sites.fastspring.com,1593,General Shopping,-2
store.pixelfilmstudios.com,2598,Video Editing,2
final cut pro,35149,Video Editing,2
grades.isb.bj.edu.cn,2348,General Reference & Learning,1
g.isb.bj.edu.cn,3214,General Reference & Learning,1
epad.isb.bj.edu.cn,1079,General Design & Composition,2
installer,55,General Utilities,1
motion,106,Video Editing,2
anandtech.com,56,Science & Technology,-1
discussions.apple.com,37,Science & Technology,-1
virtual-strategy.com,107,General Business,2
Keynote,6279,Presentation,2
bing.com,2117,Search,2
mattias.nu,62,General News & Opinion,-2
diskimages ui agent,19,General Utilities,1
Activity Monitor,368,General Utilities,0
loginwindow,22,General Utilities,0
forums.creativecow.net,365,General News & Opinion,-2
app store,3388,General Shopping,-2
digital-heaven.co.uk,163,General Reference & Learning,1
usernotificationcenter,478,General Utilities,0
img.auctiva.com,87,General Shopping,-2
platypus1917.org,65,General News & Opinion,-2
nationalww2museumimages.org,304,Uncategorized,0
s3.hubimg.com,6,Administration,2
martialdevelopment.com,77,General News & Opinion,-2
i.ehow.com,9,Search,0
4.bp.blogspot.com,9,General News & Opinion,-2
amptoons.com,104,Uncategorized,0
fcp.co,44,General Reference & Learning,1
eclipse,11016,Editing & IDEs,2
VLC Media Player,3977,Video,-2
system information,812,General Utilities,0
Preview,6698,General Reference & Learning,2
globalvoicesonline.org,20,General News & Opinion,-2
blogs.isb.bj.edu.cn,16,General Reference & Learning,2
youtube.com,1631,Video,-2
netauthagent,25,Accounting,2
aiseesoft mxf converter for mac,907,Uncategorized,0
iconhot.com,42,Uncategorized,0
Adobe Photoshop,48378,Graphic Design,2
pixabay.com,9,Graphic Design,2
Google Docs,1037,Writing,2
apple.com,1027,Engineering & Technology,-1
macrumors.com,2231,General News & Opinion,-2
apple-event.com,30,Uncategorized,0
au.ibtimes.com,74,General News & Opinion,-2
highlightpress.com,51,Uncategorized,0
appleeventtime.com,32,Uncategorized,0
screensaverengine,48,General Utilities,0
site.douban.com,66,General Social Networking,-2
wolframalpha.com,5040,Search,1
en.wikipedia.org,6614,General Reference & Learning,1
fransonchiropractic.com,266,Uncategorized,0
green-planet-solar-energy.com,12,Uncategorized,0
iphone.bjair.info,21,Uncategorized,0
voiceover quickstart,14,General News & Opinion,-2
microsoft powerpoint,1938,Presentation,2
education.jlab.org,86,General News & Opinion,-2
qfak.com,18,Uncategorized,0
facebook.com,2326,General Social Networking,-2
RescueTime,322,Intelligence,0
System Preferences,829,General Utilities,0
v.youku.com,2132,Video,-2
soku.com,314,Video,-2
youku.com,74,General Entertainment,-2
chinadaily.com.cn,74,General News & Opinion,2
mobile.youku.com,24,General Entertainment,-2
en.kunming.cn,4,Uncategorized,0
osu!-1530562296wine,3761,Games,-2
osu!,1,Games,-2
google.com,151,Search,2
shs.osu.edu,17,General Reference & Learning,1
ed.edim.co,5,Uncategorized,0
github.com,322,General Software Development,2
mac.github.com,5,General Software Development,2
github,501,General Software Development,2
google.com.hk,2622,Search,2
radiochemistry.org,457,Uncategorized,0
collive.andover.edu,302,Search,0
andover.edu,223,Search,0
isb.bj.edu.cn,77,General Reference & Learning,1
absorblearning.com,127,Uncategorized,0
padlet.com,1618,General Communication & Scheduling,0
GarageBand,13,Audio Editing,2
quicktime player,5442,General Entertainment,-1
cut-the-knot.org,1347,Search,0
java.com,19,Engineering & Technology,1
diskimagemounter,1,General Utilities,1
microsoft autoupdate,1488,General Utilities,1
java updater,1,General Utilities,1
Dropbox,251,File Sharing,-2
net.tsinghua.edu.cn,185,General Reference & Learning,1
news.xinhuanet.com,244,General News & Opinion,-2
simpleread,8220,Uncategorized,0
processing.org,64,Search,0
disk utility,123,General Utilities,1
tudou.com,183,Video,-2
jiaxiangwang.com,21,Uncategorized,0
zhidao.baidu.com,19,Science & Technology,-1
picturechina.com.cn,647,Uncategorized,0
daohang.pptv.com,3,Video,-2
airlineratings.com,382,General Reference & Learning,1
Gmail,183,Email,2
webexhibits.org,34,Business & Finance,1
exeter.edu,22,General Reference & Learning,1
malaysiaairlines.com,128,General Shopping,-2
timeanddate.com,98,Intelligence,2
nuffieldfoundation.org,50,General Reference & Learning,1
wiki.answers.com,25,Search,0
answers.yahoo.com,60,Search,0
v4v6.cnn.com,373,General News & Opinion,-2
traffic.outbrain.com,1,General Entertainment,-2
video.baidu.com,29,General Entertainment,-2
so.letv.com,26,Video,-2
letv.com,10,General Entertainment,-2
baidu.com,115,Search,2
funshion.com,48,Video,-2
7060.com,28,Uncategorized,0
pan.baidu.com,21,File Sharing,-2
v.ku6.com,6,Video,-2
xunleihao.com,6,Uncategorized,0
nydown.net,5,Uncategorized,0
movie.pcpop.com,3,General News & Opinion,-2
ffdy.cc,3,Uncategorized,0
56.com,39,General Entertainment,-2
admissions.veracross.com,536,Uncategorized,1
wwp.greenwichmeantime.com,42,General News & Opinion,-2
mpeg streamclip,126,Video Editing,2
superuser.com,71,General News & Opinion,-2
nciku.com,525,Search,2
choate.askadmissions.net,281,Uncategorized,0
image.baidu.com,70,Search,0
baike.baidu.com,260,Search,0
zh.wikipedia.org,30,Search,0
unmountassistantagent,13,General Utilities,1
maps,61,Maps & Regional,1
TextEdit,656,Writing,2
iWork Numbers,474,General Business,2
desktopwallpaper2.com,106,Uncategorized,0
upload.wikimedia.org,13,Search,0
SecurityAgent,20,Systems Operations,0
images.china.cn,32,Uncategorized,0
chinawhisper.com,3,Uncategorized,0
2.bp.blogspot.com,69,General News & Opinion,-2
bk.gmw.cn,6,General News & Opinion,-2
hdwallpapersplus.com,4,Uncategorized,0
userimage3.360doc.com,1,Anti-Virus & Spyware,-1
4photos.net,18,Uncategorized,0
1.bp.blogspot.com,35,General News & Opinion,-2
united-states-flag.com,36,Uncategorized,0
olstars.com,4,Uncategorized,0
logowallpaper.net,45,Uncategorized,0
forums.adobe.com,2,General Business,2
blue08.cn,11,Uncategorized,0
igor pro,7526,Engineering & Technology,1
adobe premiere pro cs6,43,Video Editing,2
Notes,2431,Email,0
wacom.com,547,General News & Opinion,-2
Steam,93,Games,-2
store.apple.com,4357,Electronics,-2
news.cnet.com,139,General News & Opinion,-2
cintiqcompanion.wacom.com,249,General News & Opinion,-2
nextappleevent.com,9,Uncategorized,0
wheniskeynote.com,3,Uncategorized,0
li-ning.com.cn,109,Uncategorized,0
item.taobao.com,214,General Shopping,-1
s.taobao.com,103,General Shopping,-2
taobao.com,18,General Shopping,-2
yonex.com,155,Uncategorized,-1
amazon.com,856,General Shopping,-1
readnovel.com,2,Uncategorized,0
arstechnica.com,26,Science & Technology,-1
macworld.com,1,Science & Technology,-1
iTunes,8,Music,0
imore.com,857,Science & Technology,-1
dollarphotoclub.com,494,Graphic Design,2
macworld.co.uk,152,General Reference & Learning,1
adobe crash reporter,3,General Utilities,1
asphalt 6,533,Games,-2
daisydisk,3237,General Utilities,0
coreservicesuiagent,17,General Utilities,0
g-technology.com,847,Operations,2
accessories.us.dell.com,16,General Shopping,-2
browser.primatelabs.com,1886,Browsers,-1
zamzar.com,197,Search,0
macx free mov video converter,136,Uncategorized,0
secure.avangate.com,322,General Business,2
ns.umich.edu,74,General Reference & Learning,1
easybib.com,1922,Search,2
matlab,94,General Software Development,2
macxdvd.com,192,Uncategorized,0
macx video converter pro,243,Uncategorized,0
images.search.yahoo.com,63,Search,0
bookdrum.com,27,Uncategorized,0
yahoo.com,8,Search,0
search.yahoo.com,4,Search,0
houstongrasssouth.net,59,Uncategorized,0
member.societyforscience.org,32,General Reference & Learning,1
printerproxy,86,General Business,2
isb-network-printer-copier,162,Uncategorized,0
bhphotovideo.com,265,General Shopping,-2
22dv.com,236,Uncategorized,0
shop.22film.com,37,Uncategorized,0
timeoutbeijing.com,239,Uncategorized,0
shoppinginbeijing.com,52,Uncategorized,0
flickr.com,5,Photos,-2
rescuetime.com,1750,Intelligence,0
picrazy2.tumblr.com,2,General News & Opinion,-2
guidingtech.com,15,Engineering & Technology,1
app.applyyourself.com,88,Engineering & Technology,1
defense.gov,1507,Uncategorized,-1
hamuniverse.com,181,General Reference & Learning,1
sparkcharts.sparknotes.com,160,Search,0
static.libooki.com,253,Uncategorized,0
sketchpad,377,General Design & Composition,2
javarevisited.blogspot.com,17,Engineering & Technology,1
picrazy2.com,404,Uncategorized,2
qq,571,General Communication & Scheduling,0
canon mx518,3,Uncategorized,0
rjhsolutions.ca,124,Uncategorized,0
isbartoneclass.wikispaces.com,1246,Intelligence,2
calendar,175,Calendars,1
foresightdesign.org,92,Uncategorized,0
µtorrent,632,File Sharing,-2
kickass.to,143,File Sharing,-2
att.com,169,General Business,2
static3.depositphotos.com,14,Graphic Design,2
adobe application manager,172,General Utilities,1
install,12,General Utilities,1
adobe.com,225,General Software Development,2
mactracker,77,Search,-2
speedtest.net,73,Internet Utilities,1
google chrome,201,Browsers,0
pages,6666,Presentation,2
weibo.com,559,General Social Networking,-2
thepeoplehistory.com,238,Operations,2
evernote,278,Intelligence,2
usaco.org,51,General Software Development,2
cerberus.delos.com:790,2490,General Reference & Learning,1
sparknotes.com,210,Search,2
2048.biz,14041,Games,-2
lawrenceville.org,72,Uncategorized,0
forms.veracross.com,16,Uncategorized,0
nfdnserror2.wo.com.cn:8080,8,Uncategorized,0
store_helper,12,General Shopping,-2
iPhoto,4698,Photos,-2
contacts,290,Customer Relations,2
themalaysianinsider.com,227,Society,-2
prweek.com,467,General News & Opinion,-2
image capture,195,General Utilities,1
united.com,154,Travel & Outdoors,-2
zdnet.com,8,Science & Technology,-1
Dictionary,8,General Reference & Learning,1
handbrake,535,Video Editing,2
tube.isb.bj.edu.cn,1694,General Entertainment,-2
Wikipedia,4,General Reference & Learning,1
pinterest.com,177,General Social Networking,-2
sinodefence.com,52,Uncategorized,0
erikjohanssonphoto.com,544,Uncategorized,0
image.trucktrend.com,9,Uncategorized,0
Calculator,192,General Utilities,1
