App,Time Spent (Hours),Category,Productivity
tripadvisor.com,63,Travel & Outdoors,-2
thebeijinger.com,126,General News & Opinion,-2
bj.happyvalley.cn,163,Uncategorized,0
wiki.ros.org,5191,Engineering & Technology,1
Terminal,7115,Systems Operations,2
microsoft autoupdate,91,General Utilities,1
installer,96,General Utilities,1
g.isb.bj.edu.cn,1337,General Reference & Learning,1
edmodo.com,342,General Reference & Learning,1
disk utility,87,General Utilities,1
handbrake,137,Video Editing,2
gearlive.com,124,General News & Opinion,-2
final cut pro,7457,Video Editing,2
iskysoft.com,212,Electronics,-2
wondershare data recovery,79,Uncategorized,0
data-recovery-kits.com,68,Uncategorized,0
crashreporter,6,General Utilities,1
diskimages ui agent,23,General Utilities,1
boomdrs.com,532,Uncategorized,0
iskysoft data recovery,8,Uncategorized,0
boomerang data recovery,1020,Uncategorized,0
maps,299,Maps & Regional,1
reportpanic,2,Uncategorized,0
icloud.com,310,General Software Development,2
ipod.about.com,664,Video Editing,2
railmaze,580,Games,-2
call of duty 4 - modern warfare multiplayer,12188,Games,-2
epad.isb.bj.edu.cn,2892,General Design & Composition,2
screensaverengine,68,General Utilities,0
googlesciencefair.com,784,Uncategorized,0
sites.google.com,79,Internet Utilities,1
canon mx518,3,Uncategorized,0
forum.notebookreview.com,41,General News & Opinion,-2
hintsforums.macworld.com,20,Engineering & Technology,1
tennis.com,231,Search,0
grades.isb.bj.edu.cn,923,General Reference & Learning,1
google chrome,688,Browsers,0
Firefox,392,Browsers,0
makeuseof.com,93,General News & Opinion,-2
rescuetime.com,158,Intelligence,0
google earth,1075,Maps & Regional,1
answers.yahoo.com,176,Search,0
recreati.com,12,Uncategorized,0
instagram.com,76,General Social Networking,-2
dalearn.deerfield.edu,18,General Reference & Learning,2
ss64.com,396,General Software Development,2
macstories.net,71,Science & Technology,-1
cultofmac.com,60,General News & Opinion,-2
store.apple.com,784,Electronics,-2
tv.youku.com,373,Video,-2
flash player (safari internet plug-in),1048,Video,-2
v.youku.com,21,Video,-2
Gmail,594,Email,2
iPhoto,246,Photos,-2
kies,10,General Utilities,1
kiescrashreporter,2,Uncategorized,0
call of duty 4 - modern warfare,4,Games,-2
wolframalpha.com,21,Search,1
adobe flash player install manager,119,General Utilities,1
wechat,36948,General Social Networking,-2
unix.com,69,Search,0
staff.washington.edu,3,General Reference & Learning,1
browser.primatelabs.com,1566,Browsers,-1
codeproject.com,224,Engineering & Technology,1
tomgibara.com,841,Uncategorized,0
stackoverflow.com,1357,General Software Development,2
docs.oracle.com,479,Engineering & Technology,1
java applet - docs.oracle.com,24,Uncategorized,0
javaappletplugin (safari internet plug-in),11,General Utilities,1
detail.tmall.com,378,General Shopping,-2
sparrowmailapp.com,14,Email,0
leepoint.net,79,General Software Development,2
matlabserver.cs.rug.nl,13,General News & Opinion,-2
java-tips.org,60,Search,0
recognition,430,Uncategorized,0
java updater,1930,General Utilities,1
mkyong.com,25,General Software Development,2
pig.sty.nu,125,Uncategorized,0
thumb10.shutterstock.com,14,Presentation,2
vase.essex.ac.uk,109,Operations,2
ac.essex.ooechs.imaging.commons.edge.hough.houghtransform,21,Uncategorized,0
roseindia.net,103,General Software Development,2
personality-testing.info,253,General Entertainment,-2
personalitypathways.com,29,General News & Opinion,-2
facebook.com,4826,General Social Networking,-2
youtube.com,919,Video,-2
tetrisfriends.com,8839,Games,-2
protobowl.com,150,General Reference & Learning,1
wallpaperbe.com,3889,Uncategorized,0
docs.opencv.org,2005,Engineering & Technology,1
github.com,669,General Software Development,2
clashofclans-tools.com,1203,Games,-2
tilomitra.com,3989,Uncategorized,0
igeeksblog.com,133,Science & Technology,-1
clashofclans.wikia.com,7091,Games,-2
macports.org,120,General Software Development,2
bigfastblog.com,350,Uncategorized,0
maclife.com,38,Science & Technology,-1
macworld.com,18,Science & Technology,-1
brew.sh,183,Systems Operations,2
busim.ee.boun.edu.tr,239,General Reference & Learning,1
xquartz.macosforge.org,55,Systems Operations,2
cyberciti.biz,20,Engineering & Technology,1
baidu.com,46,Search,2
archive utility,7,General Utilities,1
cs.rit.edu,461,General Reference & Learning,1
coursera.org,337,General Reference & Learning,1
apps.facebook.com,15,General Social Networking,-2
cooking.game.playfish.com,9,Uncategorized,0
ubuntuforums.org,578,Search,0
class.coursera.org,3014,General Reference & Learning,1
social.msdn.microsoft.com,57,General News & Opinion,-2
system information,259,General Utilities,0
parallels.com,329,Science & Technology,-1
fireebok.com,121,Uncategorized,0
play.clubpenguin.com,401,Games,-2
secured.clubpenguin.com,14,Games,-2
clubpenguin.com,6,Games,-2
wiki.answers.com,277,Search,0
community.skype.com,13,General Reference & Learning,1
superuser.com,535,General News & Opinion,-2
free-steam-cards.com,48,Uncategorized,0
ebay.com,22,General Shopping,-2
rover.ardupilot.com,38,Uncategorized,0
ibooks,3083,General Reference & Learning,1
storeuid,216,General Utilities,1
photoshop911.com,29,Uncategorized,0
robertsontrainingsystems.com,35,Health & Medicine,1
bamboo dock,2,Graphic Design,2
qq,4141,General Communication & Scheduling,0
id.qq.com,37,General Social Networking,-2
itcs.umich.edu,110,General Reference & Learning,1
andrewbrettwatson.com,426,Uncategorized,0
bhphotovideo.com,34,General Shopping,-2
docs.ros.org,70,Engineering & Technology,1
performanceaudio.com,268,Office,2
apm planner 2.0,627,Uncategorized,0
fredosaurus.com,26,General News & Opinion,-2
daniweb.com,90,General Software Development,2
www8.hp.com,152,Electronics,-2
epson.com,64,General Shopping,-2
g-ecx.images-amazon.com,34,General Shopping,-2
9gag.tv,5,Video,-2
forums.virtualbox.org,115,General Utilities,1
giannistsakiris.com,7,Uncategorized,0
diskimagemounter,56,General Utilities,1
zhiboba.co,43,Uncategorized,0
sports.cntv.cn,127,Video,-2
zhibo8.cc,17,Sports,-1
gigaom.com,1,Science & Technology,-1
hide:unhide files,1,Uncategorized,0
voiceover quickstart,2,General News & Opinion,-2
captive network assistant,463,General Utilities,1
sina.com,28,General News & Opinion,-2
2014.sina.com.cn,1444,Sports,-1
home.sina.com,13,General News & Opinion,-2
sina.com.cn,176,General News & Opinion,-2
accounts.google.com,230,General Communication & Scheduling,0
support.google.com,43,General News & Opinion,2
mail.tsinghua.edu.cn,3222,General Reference & Learning,1
zillow.com,1053,Home & Garden,0
vow.mlspin.com,461,Home & Garden,0
volumes,48,General Utilities,1
bleacherreport.com,220,General News & Opinion,-2
cnn.com,9,General News & Opinion,2
zl.2014.sina.com.cn,161,General News & Opinion,-2
sports.sina.com.cn,699,Sports,-1
