App,Time Spent (Seconds),Category,Productivity
Finder,41821,General Utilities,0
applications,1940,General Business,2
Mail,17672,Email,2
screensaverengine,35,General Utilities,0
youtube.com,469,Video,-2
alfred,7290,General Utilities,2
final cut pro,11996,Video Editing,2
2048.biz,29172,Games,-2
Safari,3234,Browsers,2
iTunes,437,Music,0
quicktime player,3179,General Entertainment,-1
help.apple.com,420,Search,0
RescueTime,73,Intelligence,0
accounts.google.com,34,General Communication & Scheduling,0
bing.com,7255,Search,2
Skype,53600,General Social Networking,-2
tube.isb.bj.edu.cn,630,General Entertainment,-2
MS Excel,8966,General Business,2
Adobe Photoshop,20340,Graphic Design,2
edition.cnn.com,1405,General News & Opinion,-2
pages,4554,Presentation,2
blogs.isb.bj.edu.cn,5094,General Reference & Learning,2
microsoft word,75630,Writing,2
g.isb.bj.edu.cn,1696,General Reference & Learning,1
prweek.com,1,General News & Opinion,-2
bbc.com,587,General News & Opinion,-2
clashofclans.wikia.com,8953,Games,-2
loginwindow,83,General Utilities,0
eclipse,16161,Editing & IDEs,2
purpleteam.com,92,Uncategorized,0
shoppinginbeijing.com,33,Uncategorized,0
squarefree.com,33,Engineering & Technology,1
Keynote,192,Presentation,2
en.wikipedia.org,8482,General Reference & Learning,1
sinodefence.com,173,Uncategorized,0
deerfield.edu,309,General Reference & Learning,1
cliffsnotes.com,1577,Search,0
timeoutbeijing.com,8,Uncategorized,0
image capture,32,General Utilities,1
edmodo.com,5017,General Reference & Learning,1
lawrenceville.org,283,Uncategorized,0
andover.edu,180,Search,0
Preview,2771,General Reference & Learning,2
mail.qq.com,87,Email,0
qq,434,General Communication & Scheduling,0
ask.fm,1,General Social Networking,-2
elearning.isb.bj.edu.cn,1949,General Reference & Learning,2
kickass.to,114,File Sharing,-2
asianews.it,343,Uncategorized,0
economywatch.com,354,Business & Finance,1
indianexpress.com,769,General News & Opinion,-2
scmp.com,521,General News & Opinion,-2
arstechnica.com,258,Science & Technology,-1
Dictionary,983,General Reference & Learning,1
nikonusa.com,1254,Search,-2
captive network assistant,89,General Utilities,1
cdn-4.nikon-cdn.com,37,Uncategorized,0
uploads7.wikipaintings.org,254,General Reference & Learning,1
awesomemath.org,355,Uncategorized,0
grades.isb.bj.edu.cn,1405,General Reference & Learning,1
globalvoicesonline.org,1531,General News & Opinion,-2
google.com,1860,Search,2
3.bp.blogspot.com,211,General News & Opinion,-2
liaokev.in,515,Uncategorized,0
aj-r.github.io,1281,General Software Development,2
oprilzeng.com,113,Uncategorized,0
islandportpress.com,94,Uncategorized,0
isbartoneclass.wikispaces.com,21,Intelligence,2
creator.zoho.com,36,General Software Development,2
isbeijingasianstudies.wikispaces.com,18385,Intelligence,2
cn.bing.com,3268,Search,0
dannygregory.com,60,Uncategorized,0
2.bp.blogspot.com,32,General News & Opinion,-2
thousandsketches.com,7,Uncategorized,0
globalsecurity.org,42,General News & Opinion,0
microsoft powerpoint,2615,Presentation,2
wiki.answers.com,699,Search,0
igor pro,66,Engineering & Technology,1
googlesciencefair.com,2713,Uncategorized,0
bhphotovideo.com,581,General Shopping,-2
shop.22film.com,3,Uncategorized,0
answers.yahoo.com,494,Search,0
gamezone.com,505,Games,-2
fransonchiropractic.com,961,Uncategorized,0
edurite.com,25,Uncategorized,0
soku.com,1319,Video,-2
youku.com,69,General Entertainment,-2
v.youku.com,7808,Video,-2
mathalino.com,295,Engineering & Technology,1
rottentomatoes.com,10,General Entertainment,-2
amazon.com,1341,General Shopping,-1
usernotificationcenter,125,General Utilities,0
wikihow.com,36,Search,0
digitaltrends.com,8,Engineering & Technology,1
opencatalogue.files.wordpress.com,14,Uncategorized,0
e-magin.com,1,Uncategorized,0
officialpsds.com,47,Graphic Design,2
cadtutor.net,10,General Reference & Learning,1
512pixels.net,5,General News & Opinion,-2
newtopwallpapers.com,7,Uncategorized,0
facebook.com,1911,General Social Networking,-2
github.com,10,General Software Development,2
Dropbox,136,File Sharing,-2
site.douban.com,4959,General Social Networking,-2
System Preferences,416,General Utilities,0
clashofclans-tools.com,831,Games,-2
diy-review.com,19,Uncategorized,0
google earth,229,Maps & Regional,1
item.taobao.com,3761,General Shopping,-1
taobao.com,725,General Shopping,-2
kenrockwell.com,146,General Entertainment,-2
dpreview.com,1220,General Entertainment,-2
cnet.com,210,Science & Technology,-1
engadget.com,386,Science & Technology,-1
wolframalpha.com,480,Search,1
water.usgs.gov,20,Legal & Gov't,1
s.taobao.com,86,General Shopping,-2
javapractices.com,48,General Software Development,2
developer.mozilla.org,12,Engineering & Technology,1
google.com.hk,365,Search,2
evernote helper,4,General Reference & Learning,1
detail.tmall.com,352,General Shopping,-2
adobe flash player install manager,35,General Utilities,1
Xcode,2720,Editing & IDEs,2
cplusplus.com,90,General Reference & Learning,1
ubuntuforums.org,152,Search,0
SecurityAgent,45,Systems Operations,0
neowin.net,459,General News & Opinion,-2
oceanservice.noaa.gov,36,General Reference & Learning,1
carnegie.org,81,General News & Opinion,-2
upload.wikimedia.org,238,Search,0
media.merchantcircle.com,6,General Business,2
fc01.deviantart.net,144,General Entertainment,-2
blacklightsolutions.com,396,Uncategorized,0
brusheezy.com,79,Email,0
fc09.deviantart.com,17,Presentation,2
eugenef.com,61,Uncategorized,0
VLC Media Player,1952,Video,-2
rescuetime.com,615,Intelligence,0
kirkusreviews.com,200,Uncategorized,0
Activity Monitor,470,General Utilities,0
brand.yoka.com,67,General News & Opinion,-2
sites.google.com,14,Internet Utilities,1
scub.unibz.it,23,Uncategorized,0
Calculator,46,General Utilities,1
www4.pictures.zimbio.com,11,Uncategorized,0
flash player (safari internet plug-in),186,Video,-2
wikispaces.com,1197,Intelligence,2
10fastfingers.com,131,General Reference & Learning,1
news.bbc.co.uk,346,International,-2
wallpapers-sky.com,72,Uncategorized,0
psdbox.com,581,General Reference & Learning,1
macworld.com,577,Science & Technology,-1
fcp.co,644,General Reference & Learning,1
systemuiserver,17,General Utilities,1
onlinecollege.org,26,General Entertainment,-2
commons.wikimedia.org,19,Search,0
microsoft autoupdate,4,General Utilities,1
deviantart.com,30,Presentation,2
wegraphics.net,397,General Design & Composition,2
problem reporter,10,General News & Opinion,-2
reportpanic,2,Uncategorized,0
store.apple.com,697,Electronics,-2
epad.isb.bj.edu.cn,4103,General Design & Composition,2
growlhelperapp,25,Intelligence,2
cijscannerregister,8,Uncategorized,0
tmhelperagent,1,General Utilities,1
isb-network-printer-copier,268,Uncategorized,0
printerproxy,57,General Business,2
product-reviews.net,204,Email,0
Notes,1606,Writing,2
apple.com,2414,Engineering & Technology,-1
developer.apple.com,8,Engineering & Technology,1
baidu.com,43,Search,2
macrumors.com,1590,General News & Opinion,-2
e.edim.co,417,General Reference & Learning,1
thespottedmushroom.com,248,General Reference & Learning,1
computingforever.com,84,Uncategorized,0
macappnews.com,8,Uncategorized,0
imore.com,42,Science & Technology,-1
i1023.wordpress.com,40,General News & Opinion,-2
bookloverbookreviews.com,36,Uncategorized,0
epson.com,60,General Shopping,-2
forums.macrumors.com,318,General News & Opinion,-2
messages,591,General Social Networking,-2
dji.com,8973,General Shopping,-2
store.dji.com,205,General Shopping,-2
download.dji-innovations.com,122,General Shopping,-2
image.baidu.com,143,Search,0
nciku.com,67,Search,2
cs.geneseo.edu,161,General Reference & Learning,1
qin.taobao.com,5,General Shopping,-2
calendar,1185,Calendars,1
sparknotes.com,471,Search,2
phantom,171,Uncategorized,0
coreservicesuiagent,3,General Utilities,0
login.dji-innovations.com,362,Uncategorized,0
phantompilots.com,42,Uncategorized,0
BBC,17,International,2
hubub.com,16,Uncategorized,0
newscenter.verizon.com,2,General News & Opinion,-2
