App,Time Spent (Seconds),Category,Productivity
microsoft powerpoint,2694,Presentation,2
Mail,15697,Email,2
en.wikipedia.org,40359,General Reference & Learning,1
Preview,9973,General Reference & Learning,2
facebook.com,27694,General Social Networking,-2
deerfield.instructure.com,3831,General Reference & Learning,1
1001freefonts.com,27,Presentation,2
iTunes,686,Music,0
Safari,3541,Browsers,2
isb.bj.edu.cn,1531,General Reference & Learning,1
youtube.com,27885,Video,-2
google.com,10053,Search,2
usernotificationcenter,2743,General Utilities,0
translate.google.com,796,Search,1
applications,167,General Business,2
microsoft word,70135,Writing,2
loginwindow,3503,General Utilities,0
support.apple.com,357,Search,0
bgr.com,20,Science & Technology,-1
macpaw.com,36,General Utilities,1
RescueTime,76,Intelligence,0
9to5mac.com,11459,General News & Opinion,-2
messages,31232,General Social Networking,-2
deerfield.edu,875,General Reference & Learning,1
mathematica,28073,Engineering & Technology,2
apple.com,2773,Engineering & Technology,-1
secure1.store.apple.com,956,Electronics,-2
mitadmissions.slideroom.com,3,General Reference & Learning,2
facebook.com/help,85,General Social Networking,-2
apply.commonapp.org,1171,General Reference & Learning,1
calendar,99,Calendars,1
microsoft onenote,5662,Intelligence,2
google drive,402,General Business,2
Finder,4533,General Utilities,0
System Preferences,1233,General Utilities,0
unmountassistantagent,6,General Utilities,1
system information,39,General Utilities,0
dainfo.deerfield.edu,2258,General Reference & Learning,1
amazon.com,3549,General Shopping,-1
thaibluegingers.com,3,Uncategorized,0
usnews.com,61,General News & Opinion,-2
netpay.higherone.com,91,General Business,2
connection.naviance.com,155,General Design & Composition,2
screensaverengine,1,General Utilities,0
my.mit.edu,891,General Reference & Learning,1
commonapp.org,57,General Reference & Learning,1
facetime,1842,Voice Chat,-2
europeanbestdestinations.com,34,Uncategorized,0
customink.com,2335,General Business,2
macrumors.com,1307,General News & Opinion,-2
prospects.uchicago.edu,1,General Reference & Learning,2
dailystar.co.uk,395,General News & Opinion,-2
united.com,675,Travel & Outdoors,-2
visiticeland.com,77,Intelligence,2
gaoloumi.com,12734,Regional,-2
microsoft autoupdate,136,General Utilities,1
dropbox.com,706,File Sharing,2
eaptlstrust,3,General Utilities,1
Google Documents,2678,Writing,2
drive.google.com,3013,General Business,2
adobe premiere pro cc 2015,16328,Video Editing,2
photoshop cc,2341,General Design & Composition,2
mygoodiespizza.com,64,Uncategorized,0
mail.deerfield.edu,818,General Reference & Learning,1
buzzfeed.com,462,General News & Opinion,-2
boingboing.net,92,General News & Opinion,-2
change.org,129,General Social Networking,-2
sparknotes.com,45,Search,2
nfs.sparknotes.com,156,Search,0
lamentationsjeremiah.wordpress.com,10,General News & Opinion,-2
shakespeare-navigators.com,123,General Reference & Learning,1
en.wikiquote.org,65,General News & Opinion,-2
photos,428,Photos,0
Dictionary,536,General Reference & Learning,1
hackensackschools.org,186,Uncategorized,0
onecard.deerfield.edu,61,General Reference & Learning,1
biology.arizona.edu,324,General Reference & Learning,1
Google Spreadsheets,1004,General Business,2
auth.deerfield.edu,27,General Reference & Learning,1
Google Forms,2,General Business,2
secure2.store.apple.com,573,Electronics,-2
economist.com,42,General News & Opinion,-2
vimeo.com,707,General Entertainment,-2
Google Forms - Google Apps,21,General Business,2
encyclopedia.com,65,Search,0
usatoday.com,48,General News & Opinion,-2
bloomberg.com,574,Business,-1
theverge.com,492,Science & Technology,-1
rescuetime.com,3057,Intelligence,0
flightglobal.com,104,General Software Development,2
scmp.com,189,General News & Opinion,-2
travelerstoday.com,36,Uncategorized,0
thebeijinger.com,2732,General News & Opinion,-2
business-standard.com,59,General News & Opinion,-2
travelandleisure.com,36,Travel & Outdoors,-2
history.com,312,General News & Opinion,-2
tripadvisor.com,2652,Travel & Outdoors,-2
watchonline-series.com,44,Uncategorized,0
watchfree.to,62,Video,-2
daclips.in,8,Video,-2
gorillavid.in,7,Video,-2
movpod.in,4,Video,-2
motherboard.vice.com,153,General News & Opinion,-2
wolframalpha.com,178,Search,1
uber.com,2,General Reference & Learning,1
reference.wolfram.com,53,General Business,2
mathematica.stackexchange.com,90,Engineering & Technology,1
mathworld.wolfram.com,8,Search,0
quartus,18350,General Software Development,2
Internet Explorer,2,Browsers,0
Windows Explorer,168,General Utilities,1
Gmail,269,Email,2
MS Paint,23,Graphic Design,2
vish,1035,General Software Development,2
system idle process,13,Other,0
bbc.com,401,General News & Opinion,-2
reuters.com,661,General News & Opinion,-2
wsj.com,477,General News & Opinion,-2
forbes.com,524,General News & Opinion,-2
theconversation.com,132,General News & Opinion,-2
theguardian.com,194,General News & Opinion,-2
cnn.com,1853,General News & Opinion,2
wwwapps.ups.com,208,General Shopping,-2
map.baidu.com,1778,Maps & Regional,-2
