App,Time Spent (Seconds),Category,Productivity
Notes,3919,Writing,2
loginwindow,5213,General Utilities,0
gaoloumi.com,13705,Regional,-2
microsoft word,101513,Writing,2
Mail,32212,Email,2
Skype,1856,General Social Networking,-2
Finder,11685,General Utilities,0
creative cloud,102,General Design & Composition,2
messages,10020,General Social Networking,-2
beijingrelocation.com,75,Uncategorized,0
youtube.com,67830,Video,-2
Safari,2655,Browsers,2
users,3634,General Software Development,2
my.mit.edu,933,General Reference & Learning,1
MS Excel,11464,General Business,2
baike.baidu.com,1306,Search,0
skyscrapercity.com,39,General News & Opinion,-2
bjbus.com,15,General News & Opinion,-2
google drive,220,General Business,2
RescueTime,106,Intelligence,0
usernotificationcenter,330,General Utilities,0
System Preferences,1589,General Utilities,0
matlab,2098,General Software Development,2
stateair.net,66,Uncategorized,0
Preview,3724,General Reference & Learning,2
map.baidu.com,2269,Maps & Regional,-2
en.wikipedia.org,11072,General Reference & Learning,1
d.hiphotos.baidu.com,30,Uncategorized,0
google.com,8275,Search,2
apply.commonapp.org,4959,General Reference & Learning,1
usnews.rankingsandreviews.com,59,General News & Opinion,-2
withoutabox.com,169,Society,-2
hsfilmfest.com,23,Uncategorized,0
tincta,2423,General Software Development,2
smallpdf.com,233,Internet Utilities,1
skyscrapercenter.com,1308,General Reference & Learning,-2
applications,708,General Business,2
archive utility,1,General Utilities,1
Keynote,4940,Presentation,2
translate.google.com,191,Search,1
blog.sina.com.cn,5,General News & Opinion,-2
google chrome,1,Browsers,0
screensaverengine,59,General Utilities,0
Dictionary,466,General Reference & Learning,1
ctbuh.org,25,Uncategorized,0
global.ctbuh.org,193,Uncategorized,0
dusp.mit.edu,263,General Reference & Learning,1
web.mit.edu,980,General Reference & Learning,2
image.baidu.com,3,Search,0
upload.wikimedia.org,138,Search,0
catalog.mit.edu,1605,Presentation,2
media.mit.edu,24,General Reference & Learning,1
due.mit.edu,24,General Reference & Learning,1
meche.mit.edu,870,General Reference & Learning,1
outreach.mit.edu,6,Presentation,2
student.mit.edu,13,General Reference & Learning,1
problem reporter,71,General News & Opinion,-2
lmp.mit.edu,27,Presentation,2
installer,16,General Utilities,1
SecurityAgent,42,Systems Operations,0
coreservicesuiagent,43,General Utilities,0
gear.mit.edu,80,Presentation,2
calendar,599,Calendars,1
dainfo.deerfield.edu,2099,General Reference & Learning,1
united.com,1165,Travel & Outdoors,-2
facetime,1047,Voice Chat,-2
theverge.com,48,Science & Technology,-1
BBC,153,International,2
cnn.com,400,General News & Opinion,2
timesofindia.indiatimes.com,46,General News & Opinion,-2
commonapp.org,114,General Reference & Learning,1
beijingif.com,129,Uncategorized,0
photoshop cc,4226,General Design & Composition,2
w3schools.com,50,Engineering & Technology,1
w3.org,56,Search,0
aboutme.google.com,17,General Utilities,1
pic.gaoloumi.com,6,Regional,-2
travelsort.com,51,General Reference & Learning,1
travelcodex.com,27,Travel & Outdoors,-2
trello.com,193,Project Management,2
drive.google.com,2053,General Business,2
Google Documents,3819,Writing,2
auth.deerfield.edu,13,General Reference & Learning,1
en.wiktionary.org,51,Search,0
Calculator,1,General Utilities,1
forum.skyscraperpage.com,99,Maps & Regional,1
mackeeperapp.mackeeper.com,4,General Utilities,1
bbs.tiexue.net,476,General Entertainment,-2
baidu.com,114,Search,2
uchicago.edu,259,General Reference & Learning,1
dalearn.deerfield.edu,8,General Reference & Learning,2
collegecatalog.uchicago.edu,1238,General Reference & Learning,1
ealc.uchicago.edu,26,General Reference & Learning,1
astro.uchicago.edu,8,General Reference & Learning,1
math.uchicago.edu,106,General Reference & Learning,1
appsupport.commonapp.org,32,General Reference & Learning,1
sso.parature.com,1,General Business,2
amazon.com,10669,General Shopping,-1
mail.deerfield.edu,1659,General Reference & Learning,1
engine.phn.doublepimp.com,1,General Entertainment,-2
foxnews.com,93,General News & Opinion,-2
9to5mac.com,12229,General News & Opinion,-2
