App,Time Spent (Hours),Category,Productivity
Google Forms,2422,General Business,2
facebook.com,45202,General Social Networking,-2
calendar,567,Calendars,1
google.com,8845,Search,2
Safari,4069,Browsers,2
Finder,24106,General Utilities,0
messages,52388,General Social Networking,-2
movecommercial.com,9,Uncategorized,0
i.huffpost.com,9,General News & Opinion,-2
i.ytimg.com,4,General Entertainment,-2
discontinuome.files.wordpress.com,3,Uncategorized,0
Google Forms - Google Apps,7180,General Business,2
apple.com,6285,Engineering & Technology,-1
bwfbadminton.com,2,Uncategorized,0
Google Spreadsheets,5075,General Business,2
developers.google.com,204,General Software Development,2
ablebits.com,8,Engineering & Technology,1
loginwindow,7624,General Utilities,0
deerfield.edu,3675,General Reference & Learning,1
microsoft word,105934,Writing,2
Mail,28846,Email,2
Notes,400,Email,0
Google Documents,136,Writing,2
wolframalpha.com,1220,Search,1
uchicago.edu,452,General Reference & Learning,1
dova.uchicago.edu,13,General Reference & Learning,1
Preview,9892,General Reference & Learning,2
MS Excel,14797,General Business,2
creative cloud,71,General Design & Composition,2
drive.google.com,2343,General Business,2
localhost:8000,530,Quality Assurance,2
github.com,23,General Software Development,2
deerfield.instructure.com,7545,General Reference & Learning,1
Terminal,485,Systems Operations,2
translate.google.com,383,Search,1
courses.cs.washington.edu,31,General Reference & Learning,1
microsoft onenote,3200,Intelligence,2
en.wikipedia.org,17749,General Reference & Learning,1
idc.com,44,Intelligence,2
9to5mac.com,11865,General News & Opinion,-2
bgr.com,236,Science & Technology,-1
users,662,General Software Development,2
dainfo.deerfield.edu,3835,General Reference & Learning,1
timeanddate.com,2,Intelligence,2
microsoft powerpoint,16838,Presentation,2
airport utility,1968,Science & Technology,-1
System Preferences,295,General Utilities,0
colors for hue,226,General Utilities,1
app store,144,General Shopping,-2
adobe premiere pro cc 2015,32059,Video Editing,2
applications,413,General Business,2
chrome.google.com,23,General Shopping,-2
script.google.com,183,Editing & IDEs,2
accounts.google.com,85,General Communication & Scheduling,0
Google Docs,1,Writing,2
google.com/calendar,4117,Calendars,2
problem reporter,27,General News & Opinion,-2
usernotificationcenter,2601,General Utilities,0
google drive,379,General Business,2
RescueTime,532,Intelligence,0
spotify,8,General Entertainment,-2
amazon.com,8996,General Shopping,-1
www2.meethue.com,607,Uncategorized,0
youtube.com,10843,Video,-2
arstechnica.com,93,Science & Technology,-1
tomsguide.com,35,General News & Opinion,-2
celtx.com,3353,General Utilities,1
math.uchicago.edu,95,General Reference & Learning,1
galton.uchicago.edu,32,General Reference & Learning,1
collegecatalog.uchicago.edu,64,General Reference & Learning,1
Dictionary,644,General Reference & Learning,1
aretelabs.com,5970,Uncategorized,0
eclipse,7,Editing & IDEs,2
secure.bankofamerica.com,631,Accounting,2
bankofamerica.com,56,General Business,2
bhphotovideo.com,787,General Shopping,-2
checkrepair.apple.com,50,Engineering & Technology,1
render.celtx.com,3,General Utilities,1
taylorstavernandrestaurant.com,89,Uncategorized,0
Dropbox,614,File Sharing,-2
screensaverengine,65,General Utilities,0
mail.deerfield.edu,1300,General Reference & Learning,1
google earth,3922,Maps & Regional,1
isb.bj.edu.cn,1716,General Reference & Learning,1
elearning.isb.bj.edu.cn,30,General Reference & Learning,2
g.isb.bj.edu.cn,22,General Reference & Learning,1
gaoloumi.com,4031,Regional,-2
purposegames.com,10,Games,-2
matlab,2374,General Software Development,2
stateair.net,33,Uncategorized,0
eaptlstrust,55,General Utilities,1
mathworks.com,15,Engineering & Technology,1
facetime,7475,Voice Chat,-2
imore.com,286,Science & Technology,-1
cnet.com,273,Science & Technology,-1
pages,89,Presentation,2
discussions.apple.com,103,Science & Technology,-1
support.apple.com,36,Search,0
iforgot.apple.com,529,General News & Opinion,-2
getsupport.apple.com,113,General Utilities,1
appleid.apple.com,507,General Reference & Learning,1
quora.com,4658,General Reference & Learning,-1
mathematica,62646,Engineering & Technology,2
Skype,2149,General Social Networking,-2
tutorial.math.lamar.edu,10,General Reference & Learning,1
nsat.collegeboard.org,520,General Reference & Learning,1
studentscores.collegeboard.org,34,General Reference & Learning,1
account.collegeboard.org,26,General Reference & Learning,1
collegereadiness.collegeboard.org,52,General Reference & Learning,1
ecl.collegeboard.org,2,General Reference & Learning,1
programming.dojo.net.nz,206,Engineering & Technology,1
connection.naviance.com,154,General Design & Composition,2
my.mit.edu,6946,General Reference & Learning,1
mitadmissions.slideroom.com,12284,General Reference & Learning,2
unmountassistantagent,7,General Utilities,1
SecurityAgent,78,Systems Operations,0
java updater,31,General Utilities,1
macjreinstaller,31,General Utilities,1
controlpanel,2,General Utilities,1
java.com,107,Engineering & Technology,1
ocw.mit.edu,2783,General Reference & Learning,1
microsoft autoupdate,115,General Utilities,1
storeuid,4,General Utilities,1
math.mit.edu,15,Engineering & Technology,1
thisisinsider.com,148,Uncategorized,0
apply.commonapp.org,4539,General Reference & Learning,1
photos,1213,Photos,0
