App,Time Spent (Seconds),Category,Productivity
addictinggames.com,85,Games,-2
get.adobe.com,118,General News & Opinion,-2
kizi.com,67,Games,-2
coolmath-games.com,45,General Reference & Learning,1
install adobe flash player,147,Internet Utilities,1
mahjongtime.com,22,Games,-2
v.youku.com,940,Video,-2
v.ku6.com,11,Video,-2
soku.com,172,Video,-2
cctv.com,25,General News & Opinion,-2
youku.com,64,General Entertainment,-2
dl.djicdn.com,530,Uncategorized,0
archive utility,3,General Utilities,1
sporcle.com,526,Games,-2
purposegames.com,127,Games,-2
miniclip.com,955,Games,-2
kongregate.com,106,Games,-2
diskimagemounter,2,General Utilities,1
mgtv.com,446,Video,-2
apple.com,1250,Engineering & Technology,-1
mym3challenge.siam.org,191,General Reference & Learning,1
m3challenge.siam.org,14,Search,0
toth.com,152,Uncategorized,0
apstudent.collegeboard.org,51,General Reference & Learning,1
collegeboard.org,10,General Reference & Learning,1
macrumors.com,1609,General News & Opinion,-2
hainanairlines.com,381,Uncategorized,0
ffp.hnair.com,564,General News & Opinion,-2
Notes,1414,Writing,2
aa.com,10,Travel & Outdoors,-2
prokerala.com,17,Uncategorized,0
mystatus.united.com,163,Travel & Outdoors,-2
芒果tv,892,Video,-2
passport.weibo.com,1,General Social Networking,-2
baidu.com,108,Search,2
event.verystar.cn,2,Uncategorized,0
iqiyi.com,9,Video,-2
tv.sohu.com,9,Video,-2
spotify,2,General Entertainment,-2
media encoder cc,331,Video Editing,2
daisydisk,360,General Utilities,0
dvd player,51,General Entertainment,-2
apstudio.ets.org,493,General News & Opinion,-2
isb.bj.edu.cn,226,General Reference & Learning,1
disk speed test,890,General Utilities,1
adobe.com,46,General Software Development,2
store.deerfield.edu,323,General Reference & Learning,1
brainyquote.com,82,Search,0
goodreads.com,78,General Social Networking,-2
marxists.org,45,General Reference & Learning,1
mp.weixin.qq.com,77,Instant Message,-1
photographio.com,318,Uncategorized,0
dpreview.com,12,General Entertainment,-2
atomos.com,138,Uncategorized,0
redgiant.com,27,Video Editing,2
support.g-technology.com,848,Operations,2
g-raid with thunderbolt configurator,302,Uncategorized,0
stickies,466,Writing,2
macworld.com,64,Science & Technology,-1
discussions.apple.com,9,Science & Technology,-1
ianlunn.co.uk,6,Uncategorized,0
Terminal,3,Systems Operations,2
lyve.seagate.com,29,General News & Opinion,-2
myportal.seagate.com,30,General News & Opinion,-2
set_up,3,Uncategorized,0
seagate.com,6,General News & Opinion,-2
tmhelperagent,4,General Utilities,1
red.com,834,Internet Utilities,1
pearsonmylabandmastering.com,19,General Reference & Learning,1
view.ebookplus.pearsoncmg.com,515,General Reference & Learning,1
session.masteringphysics.com,3,Search,0
masteringphysics.com,2,Engineering & Technology,1
auth.mastering.pearsoncmg.com,1,General Reference & Learning,1
