App,Time Spent (Hours),Category,Productivity
en.wikipedia.org,34825,General Reference & Learning,1
Mail,19222,Email,2
youtube.com,97039,Video,-2
google.com,7958,Search,2
Safari,19861,Browsers,2
usernotificationcenter,68,General Utilities,0
loginwindow,4662,General Utilities,0
system information,49,General Utilities,0
applications,395,General Business,2
mygoodiespizza.com,120,Uncategorized,0
instagram.com,4,General Social Networking,-2
usatoday.com,105,General News & Opinion,-2
Google Documents,4873,Writing,2
drive.google.com,6014,General Business,2
messages,19419,General Social Networking,-2
facebook.com,61806,General Social Networking,-2
fromthegrapevine.com,75,Uncategorized,0
microsoft onenote,22379,Intelligence,2
microsoft word,97154,Writing,2
deerfield.instructure.com,1038,General Reference & Learning,1
flash player (safari internet plug-in),560,Video,-2
fixmymacos.com,2,Uncategorized,0
deerfield.edu,4806,General Reference & Learning,1
amazon.com,1800,General Shopping,-1
anker.com,1,Electronics,-2
microsoft autoupdate,149,General Utilities,1
dainfo.deerfield.edu,919,General Reference & Learning,1
dalearn.deerfield.edu,785,General Reference & Learning,2
Preview,11451,General Reference & Learning,2
pbs.org,74,General Reference & Learning,1
apcentral.collegeboard.com,1528,General Reference & Learning,1
professionals.collegeboard.org,135,General Reference & Learning,1
microsoft error reporting,373,Science & Technology,-1
wyzant.com,8,General Business,2
System Preferences,791,General Utilities,0
Finder,22706,General Utilities,0
sparknotes.com,3711,Search,2
thegreatgatsby.wikia.com,4,Search,0
usa.chinadaily.com.cn,2270,General News & Opinion,-2
chinadaily.com.cn,69,General News & Opinion,2
cnn.com,542,General News & Opinion,2
google drive,444,General Business,2
apstudio.ets.org,1390,General News & Opinion,-2
lightroom,7581,Presentation,2
Google Drive - Google Apps,12,General Business,2
dollartimes.com,242,Business & Finance,1
9to5mac.com,8999,General News & Opinion,-2
RescueTime,26,Intelligence,0
www3.forbes.com,277,General News & Opinion,-2
godaddy.com,7,General Business,2
secure-media.collegeboard.org,737,General Reference & Learning,1
media.collegeboard.com,1695,General Reference & Learning,1
apstudent.collegeboard.org,77,General Reference & Learning,1
collegeboard.com,10,General News & Opinion,-2
eclipse,12397,Editing & IDEs,2
tutorialspoint.com,74,General Reference & Learning,1
screensaverengine,502,General Utilities,0
keychain access,254,Systems Operations,2
SecurityAgent,32,Systems Operations,0
unmountassistantagent,30,General Utilities,1
art-bin.com,174,Uncategorized,0
adobe premiere pro cc 2015,132338,Video Editing,2
ibooks,52,General Reference & Learning,1
itunes.apple.com,27,General Shopping,-2
dummies.com,90,General News & Opinion,-2
csmonitor.com,160,General News & Opinion,-2
goodreads.com,8,General Social Networking,-2
Dictionary,213,General Reference & Learning,1
bookslut.com,5,General News & Opinion,-2
enotes.com,534,General Reference & Learning,1
novselect.ebscohost.com,208,Business & Finance,1
physics.bu.edu,43,General Reference & Learning,1
java updater,5,General Utilities,1
java applet - physics.bu.edu,1,Uncategorized,0
au.complex.com,183,General Entertainment,-2
photoshop cc,10596,General Design & Composition,2
photos,75,Photos,0
nikonusa.com,639,Search,-2
buzzfeed.com,143,General News & Opinion,-2
repair.nikonusa.com,962,Search,0
meaww.com,10,Uncategorized,0
secure.nikonsso.com,265,Uncategorized,0
support.nikonusa.com,326,Operations,2
diffen.com,65,General Reference & Learning,1
nytimes.com,586,General News & Opinion,-2
constitution.findlaw.com,8,General Business,2
hottestheadsofstate.com,281,Uncategorized,0
quizlet.com,153,General Reference & Learning,2
gilderlehrman.org,412,General Reference & Learning,1
learnerator.com,85,General Reference & Learning,1
proprofs.com,19,Search,0
historyteacher.net,10,General Reference & Learning,1
apcalculator.com,127,Uncategorized,0
appass.com,20,General Reference & Learning,1
maps,6,Maps & Regional,1
ushistory.org,25,General Reference & Learning,1
facetime,747,Voice Chat,-2
storeuid,2,General Utilities,1
quicktime player,5110,General Entertainment,-1
mail.deerfield.edu,184,General Reference & Learning,1
chinagourmetma.com,222,Uncategorized,0
Skype,3340,General Social Networking,-2
dailymotion.com,56,General Entertainment,-2
ikoreantv.com,21,Uncategorized,0
soku.com,27,Video,-2
youku.com,28,General Entertainment,-2
v.youku.com,124,Video,-2
baike.baidu.com,44,Search,0
blog.sina.com.cn,117,General News & Opinion,-2
eng.chinamil.com.cn,71,Uncategorized,0
people.math.osu.edu,10,General Reference & Learning,1
thebookdesigner.com,33,Writing,2
hubpages.com,5,Intelligence,2
angelfire.com,90,General News & Opinion,-2
brighthubeducation.com,65,General Reference & Learning,1
prezi.com,39,Presentation,2
litcharts.com,35,General Reference & Learning,1
thegreatgatsbysandm.blogspot.com,55,General Business,2
shmoop.com,122,General Reference & Learning,1
ovtg.de,9,Uncategorized,0
bull500.files.wordpress.com,13,Uncategorized,0
thegreatjaygatsby.blogspot.com,57,General Business,2
taphlo.weebly.com,11,Presentation,2
gradesaver.com,55,Search,0
problem reporter,263,General News & Opinion,-2
image.shutterstock.com,8,Graphic Design,2
t1.ftcdn.net,4,Uncategorized,0
minesf.com,3,Uncategorized,0
thumbs.dreamstime.com,19,General News & Opinion,-2
newyorkpersonalinjuryattorneyblog.com,5,General Reference & Learning,1
2.bp.blogspot.com,9,General News & Opinion,-2
iTunes,1105,Music,0
numerics.info,6,Uncategorized,0
numerics calculator & converter,1,Uncategorized,0
Calculator,2,General Utilities,1
MS Excel,2780,General Business,2
archive utility,28,General Utilities,1
Dropbox,118,File Sharing,-2
rescuetime.com,3608,Intelligence,0
com.apple.dock.extra,1,General Utilities,1
coreservicesuiagent,10,General Utilities,0
java.com,63,Engineering & Technology,1
oracle.com,126,Search,0
macjreinstaller,17,General Utilities,1
java applet - www.java.com,12,Uncategorized,0
diskimages ui agent,14,General Utilities,1
creative cloud,10,General Design & Composition,2
installer,68,General Utilities,1
en.softonic.com,6,General News & Opinion,-2
filehippo.com,3,Internet Utilities,1
mkyong.com,55,General Software Development,2
stackoverflow.com,150,General Software Development,2
docs.oracle.com,73,Engineering & Technology,1
TextEdit,1,Writing,2
grapher,405,General Reference & Learning,1
marxists.org,4,General Reference & Learning,1
united-states-flag.com,305,Uncategorized,0
flagstoreusa.com,49,Uncategorized,0
worldatlas.com,1,Administration,2
made-in-china.com,7,Internet Utilities,1
a1flag.com,4,Uncategorized,0
united.com,377,Travel & Outdoors,-2
account.collegeboard.org,77,General Reference & Learning,1
nsat.collegeboard.org,1210,General Reference & Learning,1
collegereadiness.collegeboard.org,19,General Reference & Learning,1
pps.collegeboard.org,48,General Reference & Learning,1
soundcloud.com,1409,Internet Utilities,1
anything2mp3.com,108,Music,-2
convert2mp3.net,163,General Entertainment,-2
youtube-mp3.org,38,Music,-2
catholiclane.com,30,Uncategorized,0
translate.google.com,963,Search,1
joemath.com,37,Uncategorized,0
venngage.com,23,General Design & Composition,2
ichacha.net,31,General Reference & Learning,1
dict.cn,17,Search,0
zhidao.baidu.com,16,Science & Technology,-1
bbs.tianya.cn,1,General News & Opinion,-2
en.bab.la,7,General Reference & Learning,1
eng.ichacha.net,3,General Reference & Learning,1
accounts.google.com,128,General Communication & Scheduling,0
auth.deerfield.edu,48,General Reference & Learning,1
disk utility,78,General Utilities,1
3106.net,35,Uncategorized,0
change.org,173,General Social Networking,-2
yahoo.com,55,Search,0
twitter.com,33,General Social Networking,-2
physicsclassroom.com,4918,General Reference & Learning,1
digitalcollections.nypl.org,949,General Reference & Learning,1
publicdomainreview.org,25,General Reference & Learning,1
flickr.com,4,Photos,-2
moleskinerie.com,3,Marketing,2
Blank Web Browser,1,Internet Utilities,0
nysedregents.org,56,General Reference & Learning,1
csep10.phys.utk.edu,23,General Reference & Learning,1
answers.yahoo.com,74,Search,0
quora.com,35,General Reference & Learning,-1
venturerider.org,15,Uncategorized,0
lifehack.org,4,Intelligence,2
armadillo-online.org,12,Uncategorized,0
animals.mom.me,16,General Reference & Learning,1
astromatrix.org,4,Uncategorized,0
admin.google.com,11,Administration,2
handbrake.fr,30,Video,-2
handbrake,526,Video Editing,2
secure.bhphotovideo.com,439,Search,-1
bhphotovideo.com,506,General Shopping,-2
ikshow.net,89,Video,-2
aboutme.google.com,3,General Utilities,1
scdownloader.net,30,Uncategorized,0
cf-media.sndcdn.com,2,Uncategorized,0
defense.gov,7455,Uncategorized,-1
nationalinterest.org,142,General News & Opinion,-2
allacronyms.com,7,General Reference & Learning,1
secure.bankofamerica.com,103,Accounting,2
dominos.com,329,General News & Opinion,-2
bankofamerica.com,30,General Business,2
thaibluegingers.com,269,Uncategorized,0
newyorker.com,508,General News & Opinion,-2
spotlight,7,General Utilities,1
dropbox finder integration,2,General Utilities,1
digitalarchive.wilsoncenter.org,542,Search,0
nsarchive.gwu.edu,7885,General Reference & Learning,1
google earth,430,Maps & Regional,1
museumofworldwarii.org,67,Uncategorized,0
app store,3,General Shopping,-2
businessinsider.com,316,General News & Opinion,-2
usinflationcalculator.com,156,General Reference & Learning,1
chinatoday.com,19,Uncategorized,0
image.baidu.com,112,Search,0
baidu.com,11,Search,2
arstechnica.com,333,Science & Technology,-1
apple.com,19,Engineering & Technology,-1
theguardian.com,22,General News & Opinion,-2
eventflags.com,1,Uncategorized,0
moonconnection.com,86,General Reference & Learning,1
weather.com,204,Travel & Outdoors,-2
Gmail,60,Email,2
security.google.com,4,Internet Utilities,1
photographylife.com,31,General Reference & Learning,-1
blog.marcrogoff.com,90,Uncategorized,0
noodletools.com,29789,Search,2
acronymfinder.com,54,Search,0
controlpanel,1,General Utilities,1
news.usni.org,584,General Entertainment,-2
thediplomat.com,48,International,-2
china.org.cn,90,General News & Opinion,0
csis.org,4,General Reference & Learning,1
dalibrary.deerfield.edu,475,General Reference & Learning,1
library.deerfield.edu,29,General Reference & Learning,1
boydenlibrary.org,1,Uncategorized,0
redgiant.com,26,Video Editing,2
gofundme.com,59,General Social Networking,-2
aei.org,24,General News & Opinion,-2
encyclopedia.com,23,Search,0
jstor.org,71,Engineering & Technology,1
dhs.gov,14,Legal & Gov't,1
state.gov,240,Search,0
takemeback.to,40,Uncategorized,0
gwu.edu,31,General Reference & Learning,1
presidency.ucsb.edu,170,General Reference & Learning,1
calendar,88,Calendars,1
en.wikisource.org,60,Search,0
adobe flash player install manager,2,General Utilities,1
un.org,147,General News & Opinion,-2
answers.google.com,19,Search,0
bethlehemschools.org,12,Uncategorized,0
uwfox.uwc.edu,9,General Reference & Learning,1
easybib.com,94,Search,2
library.bowdoin.edu,42,General Reference & Learning,1
ask.un.org,35,General News & Opinion,-2
www-secure.easybib.com,9,Search,0
eturabian.com,3,Uncategorized,0
library.menloschool.org,21,Uncategorized,0
marx2mao.com,478,Uncategorized,0
www2.gwu.edu,1284,General Reference & Learning,1
google software update,1,General Utilities,1
talent-keyhole.com,17,Uncategorized,0
spaceknow.com,4,Uncategorized,0
ucsusa.org,19,General Reference & Learning,1
history.com,25,General News & Opinion,-2
video2brain.com,35,General Reference & Learning,1
owl.english.purdue.edu,71,General Reference & Learning,1
get.adobe.com,172,General News & Opinion,-2
matharchive.org,15,Uncategorized,0
maml.org,11,Uncategorized,0
mmaths.org,7,Uncategorized,0
moodle.eosmith.org,6,Uncategorized,0
acronymattic.com,12,Uncategorized,0
phl.org,3,Meetings,1
belfercenter.ksg.harvard.edu,36,General Reference & Learning,1
dvd player,240,General Entertainment,-2
